,index,id,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y,toponym,closeness,target_toponym
10,11,3.0,南阳郡湖阳县,['南阳郡湖阳县'],,"[['湖阳', '南阳']]",[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),['河南省'],['南阳市'],['NA'],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853,湖阳；蓼,0.9653642947466282,湖阳；蓼
11,12,3.0,河南省唐河县,['河南省唐河县'],,"[['河南', '唐河']]",[{'county': 411328}],County,[],modern,POINT (112.8865472925938 32.62589327697061),['河南省'],['南阳市'],['唐河县'],[],[],[],[],[],[],[],79.25960938735419,0.9842949766291308,112.8865472925938,32.62589327697061,湖阳；蓼,0.7893564073413389,湖阳；蓼
12,14,3.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,湖阳；蓼,0.0,湖阳；蓼
13,15,4.0,邓县,['邓县'],,[['邓县']],[{'LEV1': 'hvd_45652'}],['县'],[],historic,POINT (112.09982 32.08813),['河南省'],['南阳市'],['邓州市'],['邓县'],['南阳郡'],[],[],[],[-272],[216],5.693362809470346,0.9988718794267004,112.09982,32.08813,邓国,0.0,邓
14,16,4.0,楚邓县,['楚邓县'],,[['邓县']],[{'LEV1': 'hvd_45652'}],['县'],[],historic,POINT (112.09982 32.08813),['河南省'],['南阳市'],['邓州市'],['邓县'],['南阳郡'],[],[],[],[-272],[216],5.693362809470346,0.9988718794267004,112.09982,32.08813,邓国,0.0,邓
15,17,4.0,湖北省襄樊市,['湖北省襄樊市'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560236,邓国,0.0,邓
16,18,4.0,河南省邓州市,['河南省邓州市'],,"[['河南', '邓州']]",[{'county': 411381}],County,[],modern,POINT (112.09207514991527 32.70213990455176),['河南省'],['南阳市'],['邓州市'],[],[],[],[],[],[],[],73.69042944612337,0.9853984907873468,112.09207514991527,32.70213990455176,邓国,0.0,邓
17,19,5.0,楚邑,['楚邑'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿申县,0.0,﻿申
18,20,5.0,河南省南阳市,['河南省南阳市'],,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,﻿申县,0.9999999999999999,﻿申
19,21,5.0,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,﻿申县,0.9999999999999999,﻿申
20,23,5.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963,﻿申县,0.0,﻿申
21,24,5.0,南阳宛,['南阳宛'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,﻿申县,0.9999999999999999,﻿申
22,26,5.0,南阳郡,['南阳郡'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,﻿申县,0.9999999999999999,﻿申
23,27,6.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,吕,0.0,吕
24,28,6.0,邓州南阳西,['邓州南阳西'],西,"[['南阳', '邓州']]",[{'county': 411381}],County,[],modern,POINT (111.95409595812583 32.731824392374506),['河南省'],['南阳市'],['邓州市'],[],[],[],[],[],[],[],73.69042944612337,0.9853984907873468,111.95409595812583,32.731824392374506,吕,0.9408936855185106,吕
25,29,6.0,新蔡县,['新蔡县'],,[['新蔡']],[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,吕,0.0,吕
26,30,6.0,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,吕,0.9455730344804025,吕
27,32,6.0,楚后,['楚后'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,吕,0.0,吕
28,33,6.0,汝南新蔡,['汝南新蔡'],,"[['新蔡', '汝南']]",[{'LEV1': 'hvd_83173'}],['县'],[],historic,POINT (114.97392 32.75126),['河南省'],['驻马店市'],"['新蔡县', '汝南县']",['新蔡县'],['汝南郡'],[],[],[],[-221],[526],6.029077369446206,0.9988053587227615,114.97392,32.75126,吕,0.0,吕
29,34,6.0,吕县,['吕县'],,[['吕县']],[{'LEV1': 'hvd_42778'}],['县'],[],historic,POINT (117.4576 34.17229),[],[],[],['吕县'],['彭城郡'],['西汉'],[],[],[-201],[580],0.4172458369224554,0.9999173241494512,117.4576,34.17229,吕,0.0,吕
30,35,6.0,河南省新蔡县,['河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,吕,0.0,吕
31,36,6.0,吕国,['吕国'],,[['吕国']],[{'LEV1': 'hvd_112375'}],['国'],[],historic,POINT (117.42096 36.78702),[],[],[],['吕国'],['西汉'],[],[],[],[-187],[-182],0.1529995414732198,0.999969683658636,117.42096,36.78702,吕,0.0,吕
32,37,6.0,新蔡,['新蔡'],,[['新蔡']],[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,吕,0.0,吕
33,38,6.0,吕城,['吕城'],,[['城']],[{'county': 140302}],County,[],modern,POINT (113.54813158677086 37.86591791066611),['山西省'],['阳泉市'],['城区'],[],[],[],[],[],[],[],11.212881781079998,0.9977782054215528,113.54813158677086,37.86591791066611,吕,0.0,吕
34,39,6.0,青陂,['青陂'],,[['青']],[{'county': 130922}],County,[],modern,POINT (116.8824760039748 38.569471226704735),['河北省'],['沧州市'],['青县'],[],[],[],[],[],[],[],50.66489875444828,0.989960921771231,116.8824760039748,38.569471226704735,吕,0.0,吕
35,40,6.0,河南省南阳市西,['河南省南阳市西'],西,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (111.73482409735638 33.083013784123835),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,111.73482409735638,33.083013784123835,吕,1.0,吕
36,41,7.0,河南省息县,['河南省息县'],,"[['息县', '河南']]",[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243,﻿息县,0.9568576323084672,﻿息
37,43,7.0,慎阳县,['慎阳县'],,[['慎阳']],[{'LEV1': 'hvd_83168'}],['县'],[],historic,POINT (114.37146 32.78049),[],[],[],['慎阳县'],['汝南郡'],[],[],[],[-206],[386],1.344090298236695,0.9997336730560556,114.37146,32.78049,﻿息县,0.0,﻿息
38,44,7.0,北魏,['北魏'],,[['北魏']],[{'LEV3': 'hvd_113680'}],['政权'],[],historic,POINT (113.29639 40.09284),"['山东省', '河北省']","['邯郸市', '青岛市']","['魏县', '市北区']",[],['北魏'],[],[],[],[386.0],[493.0],1.7187243981747862,0.9996594405769842,113.29639,40.09284,﻿息县,0.0,﻿息
39,49,7.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963,﻿息县,0.0,﻿息
40,50,7.0,息县,['息县'],,[['息县']],[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243,﻿息县,0.9568576323084672,﻿息
41,53,7.0,唐豫州新息县,['唐豫州新息县'],,"[['豫州', '唐']]",[{'LEV2': 'hvd_110965'}],['州'],[],historic,POINT (114.346 33.00754),"['河南省', '河北省']","['信阳市', '保定市']","['新县', '唐县', '息县']",[],['豫州'],['唐'],[],[],[621.0],[741.0],7.9693941353084385,0.9984208915219982,114.346,33.00754,﻿息县,0.0,﻿息
42,54,7.0,青陂,['青陂'],,[['青']],[{'county': 130922}],County,[],modern,POINT (116.8824760039748 38.569471226704735),['河北省'],['沧州市'],['青县'],[],[],[],[],[],[],[],50.66489875444828,0.989960921771231,116.8824760039748,38.569471226704735,﻿息县,0.0,﻿息
43,55,8.0,湖北省,['湖北省'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560236,商县,0.0,商
44,56,8.0,陕西省,['陕西省'],,[['陕西']],[{'province': 61}],Province,[],modern,POINT (109.56317830006111 35.651506422327515),['陕西省'],['NA'],['NA'],[],[],[],[],[],[],[],908.4795525725424,0.8199878511212438,109.56317830006113,35.651506422327515,商县,0.0,商
45,57,8.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963,商县,0.0,商
46,58,8.0,河南省淅川县,['河南省淅川县'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.979025458297984,111.40831487747542,32.979228249657424,商县,0.42100267655935014,商
47,59,8.0,雒商县,['雒商县'],,[['商县']],[{'LEV1': 'hvd_71245'}],['县'],[],historic,POINT (110.29559 33.69952),['陕西省'],['商洛市'],['商州区'],['商县'],['秦'],[],[],[],[-350],[266],3.1195841442999104,0.999381864959059,110.29559,33.69952,商县,0.0,商
48,60,9.0,河南省淮滨县,['河南省淮滨县'],,"[['河南', '淮滨']]",[{'county': 411527}],County,[],modern,POINT (115.31412286503618 32.46081562194832),['河南省'],['信阳市'],['淮滨县'],[],[],[],[],[],[],[],55.69217627928692,0.9889647837429248,115.31412286503618,32.46081562194832,﻿期思县,0.9999999999999913,﻿期思
49,62,9.0,汝南郡,['汝南郡'],,[['汝南']],[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],[],[],[],[],[],[],[],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,﻿期思县,0.0,﻿期思
50,64,9.0,固始县,['固始县'],,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563308,115.6391085343304,32.16856521937008,﻿期思县,0.09515009181461548,﻿期思
51,65,9.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿期思县,0.0,﻿期思
52,66,9.0,光州,['光州'],,[['光州']],[{'LEV2': 'hvd_9590'}],['直隶州'],[],historic,POINT (115.04458 32.1303),[],[],[],[],['光州'],['河南'],[],[],[1820.0],[1820.0],6.217635445986574,0.9987679965780106,115.04458,32.1303,﻿期思县,0.09496373785790257,﻿期思
53,67,9.0,河南省固始县,['河南省固始县'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563308,115.6391085343304,32.16856521937008,﻿期思县,0.09515009181461548,﻿期思
54,68,10.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿析县；白羽,0.0,﻿析；白羽
55,69,10.0,河南省,['河南省'],,[['河南']],[{'province': 41}],Province,[],modern,POINT (113.12092453524787 33.871153246001654),['河南省'],['NA'],['NA'],[],[],[],[],[],[],[],602.402864236179,0.8806359110947484,113.12092453524788,33.871153246001654,﻿析县；白羽,0.0,﻿析；白羽
56,70,10.0,河南省鲁山县东南,['河南省鲁山县东南'],东南,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.97315054814776 33.635538449837114),['河南省'],['平顶山市'],['鲁山县'],[],[],[],[],[],[],[],91.6839266446544,0.9818331402107936,112.97315054814776,33.635538449837114,﻿析县；白羽,0.0,﻿析；白羽
57,71,12.0,楚邑,['楚邑'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿庐县,0.0,﻿庐
58,73,12.0,湖北省襄樊市,['湖北省襄樊市'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560236,﻿庐县,0.0,﻿庐
59,75,11.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,鄀,0.0,鄀
60,76,11.0,河南淅川,['河南淅川'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.979025458297984,111.40831487747542,32.979228249657424,鄀,0.9745775727127685,鄀
61,77,11.0,河南省淅川县,['河南省淅川县'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.979025458297984,111.40831487747542,32.979228249657424,鄀,0.9745775727127685,鄀
62,78,11.0,湖北省宜城县东南,['湖北省宜城县东南'],东南,"[['湖北', '宜城']]",[{'county': 420684}],County,[],modern,POINT (112.54929721526733 31.592039069509852),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241656,112.54929721526732,31.59203906950985,鄀,0.0,鄀
63,79,13.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿庸县；上庸,0.0,﻿庸；上庸
64,80,13.0,湖北省竹山县,['湖北省竹山县'],,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.17542338040636 32.07901320445896),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.975062456960216,110.17542338040636,32.07901320445896,﻿庸县；上庸,0.9225977253350333,﻿庸；上庸
65,81,13.0,竹山县,['竹山县'],,[['竹山']],[{'county': 420323}],County,[],modern,POINT (110.17542338040636 32.07901320445896),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.975062456960216,110.17542338040636,32.07901320445896,﻿庸县；上庸,0.9225977253350333,﻿庸；上庸
66,82,13.0,上庸县,['上庸县'],,[['上庸']],[{'LEV1': 'hvd_34541'}],['郡'],[],historic,POINT (110.2286 32.22613),[],[],[],['上庸郡'],[],[],[],[],[215],[219],5.032420567831124,0.99900284289513,110.2286,32.22613,﻿庸县；上庸,0.9409510328158883,﻿庸；上庸
67,83,14.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,陈县；宛丘,0.0,陈；宛丘
68,85,15.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿沈县,0.0,﻿沈
69,86,15.0,楚国沈县,['楚国沈县'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963,﻿沈县,0.0,﻿沈
70,87,15.0,临泉县,['临泉县'],,[['临泉']],[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235644,115.32828737405632,32.85900566936147,﻿沈县,0.9999999999999971,﻿沈
71,88,15.0,汉晋,['汉晋'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145592,37.99490758059366,﻿沈县,0.0,﻿沈
72,90,15.0,平舆县,['平舆县'],,[['平舆']],[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.68834719294588,0.9899562755424964,114.62813044872894,32.94796881069685,﻿沈县,0.012571163583477596,﻿沈
73,91,15.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963,﻿沈县,0.0,﻿沈
74,92,15.0,楚之沈县,['楚之沈县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿沈县,0.0,﻿沈
75,93,15.0,安徽省临泉县,['安徽省临泉县'],,"[['安徽', '临泉']]",[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235644,115.32828737405632,32.85900566936147,﻿沈县,0.9999999999999971,﻿沈
76,95,15.0,汉晋固始县,['汉晋固始县'],,"[['固始'], ['晋']]","[{'county': 411525}, {'county': 130183}]",County,['Multiple Matches'],modern,POINT (115.39333505738719 35.066557918235404),"['河南省', '河北省']","['信阳市', '石家庄市']","['晋州市', '固始县']",[],[],[],[],[],[],[],95.90564323075354,0.9809966213563308,115.3933350573872,35.066557918235404,﻿沈县,0.0,﻿沈
77,96,15.0,汝阴固始县,['汝阴固始县'],,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563308,115.6391085343304,32.16856521937008,﻿沈县,0.0,﻿沈
78,98,15.0,河南省固始县,['河南省固始县'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563308,115.6391085343304,32.16856521937008,﻿沈县,0.0,﻿沈
79,99,15.0,河南省平舆县,['河南省平舆县'],,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.68834719294588,0.9899562755424964,114.62813044872894,32.94796881069685,﻿沈县,0.012571163583477596,﻿沈
80,100,16.0,河南省襄城县,['河南省襄城县'],,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],[],[],[],[],[],[],[],44.64150679413128,0.9911544365038908,113.56201351843008,33.8560914989737,﻿城父县,0.5803743042644809,﻿城父
81,101,16.0,安徽省亳州市,['安徽省亳州市'],,"[['安徽', '亳州']]",[{'prefecture': 3416}],Prefecture,[],modern,POINT (116.26897614985077 33.47245642643253),['安徽省'],['亳州市'],['NA'],[],[],[],[],[],[],[],164.22402857972116,0.9674595645015344,116.26897614985076,33.47245642643253,﻿城父县,0.0,﻿城父
82,102,16.0,楚庄,['楚庄'],,[['楚庄']],[{'LEV1': 'hvd_148563'}],['村镇'],[],historic,POINT (115.17477 34.7691),[],[],[],['楚庄'],['睢州'],['归德府'],['河南'],[],[1911],[1911],3.993958596092253,0.9992086106204818,115.17477,34.7691,﻿城父县,0.0,﻿城父
83,103,17.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿郧县,0.0,﻿郧
84,105,17.0,楚边,['楚边'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403,0.9999997803378922,112.19077,30.35045,﻿郧县,0.0,﻿郧
85,106,17.0,郧国,['郧国'],,[['郧']],[{'county': 420322}],County,[],modern,POINT (110.19049872650419 33.01282163609654),['湖北省'],['十堰市'],['郧西县'],[],[],[],[],[],[],[],114.24352619506152,0.977363031905754,110.1904987265042,33.01282163609654,﻿郧县,0.0,﻿郧
86,107,17.0,郧公,['郧公'],,[['郧']],[{'county': 420322}],County,[],modern,POINT (110.19049872650419 33.01282163609654),['湖北省'],['十堰市'],['郧西县'],[],[],[],[],[],[],[],114.24352619506152,0.977363031905754,110.1904987265042,33.01282163609654,﻿郧县,0.0,﻿郧
87,109,17.0,汉晋江夏郡,['汉晋江夏郡'],,"[['晋江'], ['江夏']]","[{'county': 350582}, {'county': 420115}]",County,['Multiple Matches'],modern,POINT (116.45531381809116 27.49415932994239),"['湖北省', '福建省']","['泉州市', '武汉市']","['江夏区', '晋江市']",[],[],[],[],[],[],[],68.5272526120284,0.9864215568038736,116.45531381809116,27.49415932994239,﻿郧县,0.0,﻿郧
