id,toponym,location
92.0,洱阳,汝阳（在今河南商水县附近）
93.0,野王,河南省沁阳市
95.0,纶氏,河南登封县西南
96.0,阳翟,河南省禹州市
96.0,栎邑,郑
96.0,阳翟县,韩县
97.0,阳人县,河南汝州市西
99.0,格氏县,河南荣阳北
99.0,安阳县,安阳
99.0,彘县,彘
99.0,雍氏县,雍氏
99.0,阳城县,阳城
99.0,襄城县,襄城
99.0,喜县,喜
99.0,壤阴,壤阴
99.0,郎皋,郎皋
99.0,涅,涅
99.0,露,露
99.0,於正,於正
99.0,来,来
99.0,邻,邻
100.0,盂,山西省阳曲县东北
100.0,平陵,山西省文水县东北
101.0,梗阳,山西省清徐县
102.0,邬,山西省介休市东北
103.0,涂水,山西省榆次市西南
104.0,邯郸,河北省邯郸市
105.0,祁县,山西省祁县东南
106.0,中牟,河南省鹤壁市西
107.0,晋阳,山西省太原市西南
108.0,泫氏,山西省高平市
109.0,平邑,山西省大同县东
111.0,番吾,河北省平山县东南
115.0,榆次,山西省榆次市
116.0,蔺,今山西省离石县西
118.0,鄗,河北省柏乡县北
120.0,代郡,河北省蔚县东北代王城
122.0,石邑,河北省获鹿县东南
123.0,云中,内蒙古自治区托克托县东北
124.0,雁门郡,山西省右玉县南
124.0,善无,山西省右玉县南
126.0,南行唐,今河北省行唐县东北
127.0,兹氏县,山西省汾阳南
128.0,防陵,今河南安阳西南
131.0,武垣县,今河北省肃宁县东南
132.0,元氏,河北省元氏县西北
133.0,邢县,河北邢台
134.0,新城,山西省朔州南
135.0,狼孟县,山西省阳曲县
138.0,柏人,河北省隆尧县西
140.0,平原津令,山东省平原县南
141.0,富昌县,内蒙古自治区准格尔旗
142.0,武平,赵县
142.0,武平县,今河北省文安县北
144.0,栾县,今河北省赵县西北南轮城
144.0,商城,可能已为赵县
144.0,商平,可能已为赵县
144.0,中阳,可能已为赵县
144.0,阳化,可能已为赵县
144.0,阳丘,可能已为赵县
144.0,阳邑,可能已为赵县
144.0,武安,可能已为赵县
144.0,西都,可能已为赵县
144.0,平周,可能已为赵县
144.0,平州,可能已为赵县
144.0,寿阴,可能已为赵县
144.0,虑虒,可能已为赵县
144.0,虑虒半,可能已为赵县
144.0,藿人,可能已为赵县
144.0,大阴,可能已为赵县
144.0,大阴半,可能已为赵县
144.0,繁寺（止？）,可能已为赵县
144.0,娄番（弁？）,可能已为赵县
144.0,酆,可能已为赵县
144.0,尹城,可能已为赵县
144.0,平城,可能已为赵县
144.0,椁（崞）,可能已为赵县
144.0,邪,可能已为赵县
144.0,奴邑,可能已为赵县
144.0,博,可能已为赵县
144.0,平匋,可能已为赵县
144.0,襄洹,可能已为赵县
144.0,平襄,可能已为赵县
144.0,郎,可能已为赵县
144.0,成襄,可能已为赵县
144.0,平阴,可能已为赵县
144.0,鄩氏,可能已为赵县
144.0,鄫,可能已为赵县
144.0,隰城,可能已为赵县
144.0,莆子,可能已为赵县
144.0,奇氏,可能已为赵县
144.0,盧阳,可能已为赵县
144.0,平氏,可能已为赵县
144.0,完（冠）阳,可能已为赵县
144.0,星阳,可能已为赵县
144.0,人也,可能已为赵县
144.0,氏金,可能已为赵县
144.0,平于,可能已为赵县
144.0,沙乇,可能已为赵县
144.0,干关,可能已为赵县
144.0,平阳,可能已为赵县
144.0,邸,可能已为赵县
144.0,北箕,可能已为赵县
144.0,狋氏,可能已为赵县
144.0,圁阳化,可能已为赵县
144.0,阳新化,可能已为赵县
144.0,成,可能已为赵县
144.0,成白,可能已为赵县
144.0,上（曲）阳,可能已为赵县
144.0,下（曲）阳,可能已为赵县
144.0,安阳,可能已为赵县
144.0,家阳,可能已为赵县
144.0,上尃（博）,可能已为赵县
144.0,下尃（博）,可能已为赵县
144.0,北九门,可能已为赵县
144.0,五陉,可能已为赵县
144.0,封氏,可能已为赵县
144.0,新处,可能已为赵县
144.0,王夸,可能已为赵县
144.0,关,可能已为赵县
144.0,宋子,可能已为赵县
144.0,上艾,可能已为赵县
144.0,平台,可能已为赵县
144.0,凭,可能已为赵县
144.0,邓（苏）阳,可能已为赵县
144.0,邢,可能已为赵县
144.0,鸾即,可能已为赵县
144.0,觱,可能已为赵县
144.0,安险（阴？、险？）,可能已为赵县
144.0,大酉,可能已为赵县
144.0,鄚,可能已为赵县
144.0,阿,可能已为赵县
144.0,貍,可能已为赵县
144.0,亲（新）处,可能已为赵县
144.0,阳湔（原）,可能已为赵县
144.0,余亡（吾）,可能已为赵县
144.0,戏,可能已为赵县
144.0,武阳,可能已为赵县
144.0,战（沾？）,可能已为赵县
145.0,温县,河南省温县西南
146.0,少梁,陕西省韩城市西南
147.0,中山,大荔县西南洛河南岸
147.0,郑,合阳县东南
148.0,邺,河北省临漳县西南
150.0,苦陉,河北省无极县东北
151.0,酸枣,河南省延津县西南
152.0,承匡,河南省睢县西南匡城
152.0,襄陵,陈留郡襄邑下颜师古注引圈称所云“襄邑，宋地，本承匡襄陵乡也。宋襄公所葬，故曰襄陵。秦始皇以承匡卑湿，故徒县于襄陵，谓之襄邑，县西三十里有承匡城
153.0,安邑,山西省夏县西北
153.0,王垣,山西省垣曲县东南
157.0,大梁,河南省开封市
158.0,绛,山西省侯马市西
161.0,济阳县,今河南省兰考县东北
162.0,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带
163.0,顿丘,河南浚县西
163.0,淇,顿丘
163.0,顿丘,晋定公三十一年（前482）城
164.0,阴晋,陕西省华阴市东
166.0,蒲子（蒲阳）,山西隰县
167.0,漆垣,陕西铜川西北
168.0,高奴县,今陕西延安市东北延河北岸
169.0,皮氏,山西省河津县西
170.0,蒲坂,山西省永济县西南
172.0,平丘,河南省封丘县东
173.0,首垣,河南省长垣县东北
177.0,单父,山东省单县
178.0,高都县,山西晋城市
180.0,燕,河南省延津县东北
180.0,虚,河南省延津县东
180.0,长平,河南省西华县东北
180.0,雍丘,河南省杞县
180.0,山阳,河南省焦作市东北
181.0,修武,河南省获嘉县
182.0,共城,河南辉县
182.0,共县,河南
183.0,宅阳县,河南荥阳东
184.0,垠,河南许昌、鄢陵
184.0,梧,河南许昌、鄢陵
186.0,涑[睘阝],山西西南的涑水边上的一个县
186.0,安成,魏国
186.0,焦,魏国
186.0,禾,魏县
186.0,垂,魏县
186.0,言阳,魏县
186.0,陕,魏县
186.0,阴安,魏县
186.0,合(沇),魏县
186.0,襄垣,魏县
186.0,奇氏,魏县
186.0,成阳,魏县
186.0,虚阳,魏县
186.0,土匀(土军),魏县
186.0,遽郡,三晋地区
187.0,上谷,河北省怀来县东南
187.0,渔阳,北京市密云县西南
187.0,右北平,天津市蓟县
187.0,辽西,辽宁省义县西
188.0,令支县,今河北省迁安县西
189.0,襄平,辽东郡领域之内
189.0,襄平,今辽宁省辽阳市
190.0,昌城,昌城（今河北固安县南）
190.0,涿,涿州
190.0,阴坪,阴坪
190.0,恭昌,恭昌
190.0,匋阳,匋阳
191.0,邓,湖北省襄樊市西北
192.0,湖阳,今河南省唐河县西南
193.0,竟陵,湖北省潜江市西北
194.0,苦,河南省鹿邑县东
195.0,期思,河南省淮滨县东南期思乡
196.0,寝县,安徽省临泉县
197.0,鄀,湖北省宜城市东南
198.0,宛,河南省南阳市
198.0,申县,河南省南阳市
198.0,汉中,陕西省汉中市
198.0,重丘,陕西省汉中市
198.0,郢,湖北省荆州市
199.0,楚县,河南省西峡县
200.0,叶县,今河南省叶县南
201.0,阴县,今湖北省老河口市北
202.0,息县,河南省息县西南
203.0,武城,今河南省信阳市东北
204.0,上庸,湖北省竹山县西南
205.0,随国,湖北省随州市
206.0,鄢,湖北省宜城县东南楚王城
206.0,郢,湖北省宜城县
206.0,鄢子国,县西南九里
207.0,陈县,今河南省淮阳县
207.0,陈麦,陈
207.0,陈,楚顷襄王东徒治于陈县
208.0,沈国,河南省平舆县北
208.0,平县,河南省平舆县
209.0,莒,山东省莒县
209.0,计斤,山东省胶州市西南
210.0,鲁阳公,河南省鲁山县
211.0,临沅县,湖南省常德市西
212.0,广陵,今江苏省扬州市西北
213.0,居巢,安徽省六安县东北
214.0,吴国都城,江苏省苏州市
215.0,蔡国,河南省上蔡县城关一带
215.0,新蔡,河南省新蔡县
215.0,州来,安徽省凤台县
215.0,上蔡,楚县
217.0,钟离,安徽省凤阳县东北临淮关
218.0,朱方,江苏省镇江市东丹徒镇
220.0,襄城县,河南省襄城县
223.0,兰陵,山东省苍山县西南
224.0,寿春,安徽省寿县
225.0,秦县,甘肃省天水市
225.0,上邽,甘肃省天水市
225.5,秦县,甘肃省甘谷县东
226.0,邽,陕西省渭南市北
227.0,秦县,陕西省西安市南
227.0,杜县,陕西省西安市南
228.0,秦县,陕西省华县
229.0,小虢,今陕西省宝鸡县西
231.0,大荔,陕西省大荔县东
231.0,临晋,陕西省大荔县
233.0,频阳县,今陕西省富平县东北
234.0,雍城,陕西省凤翔县西南
234.0,泾阳,陕西省泾阳县
235.0,籍姑,陕西省韩城市北
235.0,庞,陕西省韩城市东南
236.0,堑洛,蒲城县南
236.0,城重泉,蒲城县南
237.0,栎阳,陕西省临潼县东北
238.0,蓝田,陕西省蓝田县西
242.0,高陵,陕西省高陵县
243.0,邰国,陕西省武功县西南
243.0,斄县,陕西省武功县西北
243.0,美阳县,陕西省武功县西北
243.0,武功县,陕西省眉县东
244.0,咸阳,陕西省咸阳市东
245.0,武城,陕西华县东北
246.0,商县,陕西省丹凤县西北
249.0,陕县,今河南省陕县西南
255.0,义渠,甘肃省庆阳市西南
256.0,南郑,陕西省汉中市
258.0,朐衍,宁夏回族自治区盐池县境
259.0,巴子国都城,重庆市嘉陵江北岸
259.0,江州县,重庆市嘉陵江北岸
259.0,巴郡,江州
260.0,鱼复县,今重庆市奉节县东白帝城
261.0,阆中县,四川省阆中市
262.0,汶山,天彭门
262.0,湔氏县,天彭阙
262.0,氏道县,陇西郡
262.0,湔氐县,四川省松潘县西北
264.0,乌氏,乌氏县在今宁夏回族自治区固原市东南
265.0,成都,四川省成都市
266.0,成都,四川省成都市
266.0,郫县,四川省郫县
267.0,成都,四川省
267.0,郫城,四川省
267.0,临邛城,四川省邛崃市
268.0,郿邑,陕西省眉县东北
268.0,郿县,陕西省眉县东北
270.0,宜阳城,山西省垣曲县东南
270.0,武遂,山西省临汾市西南
270.0,武遂县,韩国
275.0,广衍,内蒙古自治区准格尔旗西南
277.0,邯郸,陕西省延安市东南
277.0,定阳,陕西省延安市东南
284.0,梗阳,赵县
290.0,狄道,甘肃省临洮县
293.0,穰,河南省邓州市
293.0,鄢,穰县故城南
294.0,筑阳县,湖北省谷城县东
295.0,枳,重庆市涪陵区东北
296.0,郢,湖北省江陵县西北纪南城
299.0,巫本,重庆市巫山县北
299.0,巫县,重庆市巫山县
303.0,华阳,河南省新郑市北
304.0,卷地,今河南省原阳县西南原武西北
304.0,卷县,今河南省原阳县西南原武西北
307.0,陶,山东省定陶县
308.0,郏地,河南省洛阳市西
309.0,梁县,今河南省汝州市西南
311.0,缑氏,河南偃师市东南
312.0,缑氏,洛州嵩县
312.0,蔺,纶氏
314.0,宁新中,河南省安阳市南
314.0,安阳城,今相州外城
315.0,郑县,今河南新郑
315.0,韩都,郑县
316.0,曲阳,今安徽省淮南市东南
318.0,穀城,河南省洛阳市西北
318.0,平阴,河南省孟津县东北
318.0,偃师,河南省偃师市东
318.0,巩,河南省巩义西南
319.0,成周城,洛阳县东北二十六里
319.0,洛阳,河南郡
324.0,尉氏县,河南省尉氏县
325.0,邘国,河南省沁阳市西北
325.0,邘令戈,邘县
325.0,邘台,野王县
326.0,安陆,湖北省云梦县
327.0,酸枣,陈留郡
327.0,燕,南燕县
327.0,长平,汝南县
327.0,雍丘,陈留郡
327.0,山阳,河内郡
328.0,濮阳,河南省濮阳市西南
328.0,野王,河南省濮阳市
332.0,云阳县,今陕西省淳化县西北
334.0,骊戎邑,新丰县
334.0,丽邑,陕西省临潼县东北
335.0,颍川郡,阳翟县
342.0,蓟,北京城西南隅
342.0,蓟县,蓟城
345.0,承匡,河南省睢县
345.0,襄陵,河南省睢县
345.0,襄邑,河南省睢县
347.0,砀山县,安徽省砀山县南
348.0,睢阳,河南省商丘市南
350.0,新都,安徽省太和县北
351.0,鲁县,山东省曲阜市
356.0,沛,江苏省沛县
357.0,相邑,安徽省濉溪县西北
357.0,相县,安徽省濉溪县
363.0,临湘,湖南省长沙市
363.0,青阳,湖南省长沙市
364.0,罗本,湖北省宜城市
364.0,罗国,湖北省枝江市东北
364.0,罗县,湖南省汨罗市西北
364.0,罗水,湖北省宜城县西
366.0,吴国都城,江苏省苏州市
366.0,吴,浙江
366.0,会稽郡,江苏省苏州市
367.0,朱方,丹徒
370.0,迁陵县,湖南龙山里耶城址
371.0,酉阳,湖南省永顺县南
372.0,益阳,湖南益阳东
373.0,零阳,湖南省慈利县东
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
