id,location
29.0,安徽省濉溪县
29.0,随县
29.0,日本
29.0,楚国
29.0,淮阳国
29.0,彭城
29.0,鹿邑县东
30.0,山西省新绛县
31.0,山西省
31.0,晋国
31.0,山西省河津县东南
32.0,晋国
32.0,河南省温县东北
32.0,阳樊
33.0,河南省济源市
34.0,河南省
35.0,河南省济源市
36.0,怀
36.0,鉏之田
36.0,郑邑
36.0,原
36.0,盟
36.0,州
36.0,樊
36.0,南阳
36.0,温
36.0,隰郕
36.0,周
36.0,河南省
36.0,欑茅
36.0,河南省沁阳市
36.0,向
37.0,州
37.0,温
37.0,河南省滑县东
37.0,阳樊
39.0,山西省
39.0,河南省灵宝市
39.0,瑕县
40.0,商州市
40.0,河南
40.0,嵩县
40.0,河南省卢氏县
41.0,晋
41.0,瓜城
41.0,孝义县
41.0,山西省孝义市北
41.0,瓜衍县
42.0,邢国
42.0,邢台市
42.0,河南省温县
42.0,邢邑
42.0,邢丘
42.0,邢丘县
43.0,山西省
43.0,纯留
43.0,山西省长子县
44.0,山西省
44.0,马市西
45.0,河北省
45.0,壶口
46.0,中牟县
46.0,中牟邑
46.0,河南郡
46.0,河南省中牟县
46.0,河南省鹤壁市西
46.0,汤阴县
46.0,牟县
46.0,中牟
48.0,涂水县
48.0,于祁
48.0,梗阳
48.0,山西省清徐县
48.0,山西省文水县
48.0,山西省寿阳县东南
48.0,晋国
48.0,山西省榆次市
48.0,寿阳县
48.0,太原盂县
48.0,山西省祁县
48.0,平定州
48.0,祁
48.0,平定县
48.0,平陵
48.0,马首
48.0,祁县
48.0,祁邑
48.0,邬县
48.0,梗阳县
48.0,山西省
48.0,盂县
48.0,采邑
48.0,平陵县
49.0,平陵
49.0,“秋
49.0,马首
49.0,涂水
49.0,山西省
49.0,杨
49.0,平阳
49.0,梗阳
49.0,孟
49.0,杨县
49.0,山西省洪洞县东南
49.0,铜鞮
50.0,晋地
50.0,任
50.0,温
50.0,梗阳
50.0,阎
50.0,先茅
50.0,河北省邯郸市
50.0,绛
50.0,卫士
50.0,卫邑
50.0,卫侯伐邯郸
50.0,甘丹
50.0,邢丘
50.0,晋国
50.0,邯郸县
50.0,瓜衍
50.0,祁
50.0,平陵
50.0,马首
50.0,晋阳
50.0,晋应
50.0,平阳
50.0,晋国县
50.0,中牟
50.0,杨氏
50.0,邯郸
50.0,纯留
50.0,西北
50.0,涂水
50.0,晋县
50.0,铜
50.0,魏
50.0,赵氏邑
51.0,山西省河津县
51.0,河南省济原市
52.0,甘为周县
52.0,河南省洛阳市南
52.0,甘县
52.0,甘地
53.0,秦伐
53.0,伐邽
53.0,邽戎
53.0,冀
53.0,陕西省
53.0,西
53.0,秦国
53.0,冀县
53.0,亳国
53.0,甘肃省甘谷县
53.0,陕西省西安市南
53.0,虢县
53.0,西虢
53.0,郑
53.0,虢国
53.0,杜县
53.0,甘肃省天水市
53.0,渭水
53.0,东
53.0,冀戎
53.0,凤翔府虢县
53.0,北虢
53.0,郑县
53.0,陕西省渭南市北
53.0,杜
54.0,山东省
54.0,棠县
55.0,楚县
55.0,卑梁
55.0,安徽省天长市
55.0,朱方县
55.0,楚边邑
55.0,今江苏省镇江市东南
57.0,阳翟县
57.0,河南阳城阳翟
57.0,阳翟
58.0,临淄
58.0,战国
58.0,山东省博兴县
58.0,山东省淄博市临淄北
59.0,山东省
59.0,高唐
60.0,青州
60.0,山东省淄博市东北
60.0,安平城
61.0,山东省
62.0,山东省
62.0,山东省阳谷县
63.0,齐
63.0,战国
63.0,武城
63.0,南武城
63.0,鲁县
63.0,山东省平邑县东南故县
63.0,齐县
64.0,齐邑
64.0,今山东省
64.0,齐县
66.0,河南省商丘市东北
67.0,昌国
67.0,东南昌城
67.0,昌城
67.0,齐县
67.0,山东省
68.0,齐县
68.0,聊城
68.0,山东省聊城市
70.0,山东省莱州市
70.0,东莱
70.0,东莱郡
71.0,山东省沂源县东南
72.0,平陆
72.0,今山东省汶上县北
72.0,平陆县
73.0,济南郡
73.0,山东省济南市历城区
73.0,平陵县
75.0,齐国
76.0,山东省沂水县
76.0,齐县
77.0,山西省临汾市
77.0,韩县
77.0,韩都
78.0,山西省
78.0,长子县当
78.0,山西省长子县
79.0,山西省
79.0,铜鞮县
79.0,党郡
80.0,山西省
80.0,屯留
80.0,党郡
81.0,东南
81.0,雍丘
81.0,河南省
81.0,京县
83.0,陵观
83.0,河南省温县
83.0,邢丘
83.0,晋县
83.0,韩县
83.0,郑城邢丘
84.0,韩国
84.0,河南省卢氏县
85.0,宜阳
85.0,南阳
85.0,新城
85.0,新城县
85.0,韩县
85.0,河南省伊川县
85.0,南郑
85.0,韩邑
86.0,宜阳
86.0,韩县
86.0,韩宜阳
86.0,山西省
86.0,河北省涉县
86.0,齐县
87.0,韩国
87.0,原武县东
88.0,宜阳
88.0,韩置县
88.0,河南省宜阳县
88.0,南阳
90.0,韩国
90.0,山西垣曲县
90.0,秦国
92.0,河南商水县
92.0,汝阳县
92.0,山东莒县
93.0,河南省沁阳市
95.0,河南
95.0,战国
95.0,韩县
96.0,阳翟县
96.0,颍川郡阳翟县
96.0,新郑
96.0,河南省禹州市
97.0,河南汝州市西
97.0,韩国
99.0,湖南
99.0,阳城
99.0,河南荣阳北
99.0,战国
99.0,秦灭
99.0,韩县
99.0,襄城
99.0,韩国
99.0,雍氏
99.0,安阳
100.0,山西省阳曲县
100.0,山西省文水县
100.0,晋国
100.0,平陵县
101.0,山西省清徐县
102.0,山西省介休市
103.0,山西省榆次市西南
103.0,赵国
103.0,为秦
104.0,赵县
104.0,河北省邯郸市
104.0,秦
104.0,赵
104.0,甘丹
104.0,晋国
104.0,赵后
104.0,邯郸
104.0,赵国
105.0,祁县
105.0,晋县
105.0,山西省祁县东南
105.0,祁为赵县
105.0,赵国
106.0,中牟县
106.0,河南省鹤壁市西
106.0,中牟
106.0,邯郸
106.0,赵国
107.0,晋阳为县
107.0,赵县
107.0,晋阳
107.0,晋阳城
107.0,邯郸
107.0,赵国
108.0,山西省高平市
108.0,泫氏县
109.0,平邑郭西
109.0,赵城平邑
109.0,赵
109.0,平邑县
109.0,平邑
109.0,山西省大同县东
109.0,魏州南乐县
111.0,番吾
111.0,番吾县
115.0,榆次县
115.0,山西省
115.0,阳邑
115.0,邯郸
115.0,榆次
115.0,榆即
116.0,山西省
116.0,蔺县
118.0,河北省
118.0,东垣
118.0,石邑
120.0,
122.0,赵县
122.0,封龙
122.0,石城
122.0,东垣
122.0,中山
122.0,中山邑
122.0,河北省获鹿县东南
122.0,石邑
122.0,赵置
122.0,赵国
123.0,云中县为其属县
123.0,云中郡
123.0,云中县属秦
123.0,内蒙古自治区托克托县
123.0,为赵县
123.0,云中县
124.0,山西省
124.0,雁门郡
126.0,河北省行唐县
127.0,兹氏县
127.0,山西省汾阳南
127.0,内蒙古
128.0,河南
131.0,武垣县
131.0,河北省肃宁县
132.0,上原
132.0,上原县
132.0,河北省
133.0,河北邢台
133.0,赵国
133.0,邢县
134.0,朔州南
134.0,赵县
135.0,山西省阳曲县
135.0,狼孟县
135.0,秦
138.0,柏人县
138.0,赵国
140.0,秦
140.0,平原县
141.0,战国
141.0,赵国
141.0,内蒙古自治区
141.0,富昌县
142.0,武平县
142.0,赵县
142.0,河北省文安县北
142.0,赵国
144.0,赵国
144.0,河北省赵县西北南轮城
145.0,秦
145.0,河南省温县
146.0,少梁
146.0,陕西省
146.0,少梁县
147.0,陕西省
147.0,陕西省大荔县
148.0,河北省临漳县
148.0,邺县
150.0,河北省无极县
151.0,河南省延津县
151.0,郑邑
151.0,伐郑
152.0,河南省
153.0,东南
153.0,山西省夏县
153.0,山西省
153.0,安邑
153.0,王垣
153.0,洛阳
157.0,河南省开封市
158.0,山西省
158.0,绛县
158.0,安邑
158.0,晋国
161.0,河南省兰考县
161.0,济水
161.0,济阳
161.0,济阳县
162.0,河南省
162.0,周口市
162.0,漯河市以东
163.0,东郡
163.0,丘县
163.0,河南浚县西
163.0,卫邑
164.0,
166.0,魏国
166.0,蒲阳
166.0,蒲子
166.0,蒲子县
166.0,魏
166.0,山西隰县
167.0,魏上郡
167.0,陕西铜川
168.0,陕西延安市
168.0,秦高奴县
169.0,山西省河津县西
170.0,山西省
170.0,山西芮城
170.0,蒲阪县
170.0,蒲阪
172.0,河南省
172.0,平丘
172.0,户牖
173.0,河南省长垣县
173.0,后魏
177.0,今山东省单县
178.0,山西晋城市
178.0,魏当
178.0,高都县
180.0,河南省延津县东
180.0,河南省焦作市
180.0,杞国
180.0,河南省西华县
180.0,秦攻
180.0,山阳
180.0,河南省杞县
180.0,长平
180.0,虚
180.0,河南省延津县
180.0,魏县
180.0,杞国东迁
180.0,雍丘
180.0,宋邑
180.0,杞焉
181.0,河南省
181.0,修武县
181.0,南阳
181.0,魏县
182.0,河南辉县共城
183.0,河南荥阳东
184.0,梧县
184.0,鄢陵
184.0,河南许昌
186.0,魏三晋
186.0,山西西南
186.0,阴安
186.0,魏国
186.0,襄垣
186.0,赵
186.0,秦灭魏
186.0,成阳
186.0,遽郡
186.0,魏县
186.0,“”
187.0,阳乐
187.0,北京市密云县
187.0,辽西郡属县
187.0,天津市蓟县
187.0,渔阳
187.0,辽西郡
187.0,无终
187.0,河北省怀来县东南
187.0,沮阳
187.0,辽宁省义县西
187.0,右北平郡
187.0,上谷
187.0,右北平
188.0,辽西郡
188.0,河北省迁安县西
189.0,辽宁省辽阳市
189.0,渔阳
189.0,北平
189.0,北平郡
189.0,辽西
189.0,燕县
189.0,造阳
189.0,襄平县
189.0,上谷
189.0,襄平
189.0,辽东郡
190.0,秦
190.0,燕国
190.0,燕
190.0,昌城
190.0,赵昌城
190.0,河北固安县南
191.0,湖北省襄樊市
192.0,楚县
192.0,湖阳
192.0,河南省
192.0,湖阳县
193.0,楚国县
193.0,湖北省
193.0,竟陵县
194.0,楚县
194.0,河南省鹿邑县东
195.0,
196.0,沈县
196.0,属秦
196.0,安徽省临泉县
197.0,湖北省宜城市
198.0,楚县
198.0,宛县
198.0,河南省
198.0,南阳郡
199.0,楚县
199.0,河南省
200.0,南阳郡叶县
200.0,秦
200.0,河南省叶县南
200.0,叶县
201.0,
202.0,楚县
202.0,河南省
202.0,楚南阳郡
202.0,息县
203.0,武城县
203.0,河南省信阳市东北
203.0,武城
204.0,楚县
204.0,秦
204.0,湖北省竹山县
204.0,黄棘
204.0,上庸县
204.0,楚
204.0,楚上庸县
205.0,湖北省随州市
206.0,楚县
206.0,秦
206.0,九里
206.0,鄢为
206.0,楚为鄢县
206.0,楚国
206.0,襄阳府宜城县
206.0,楚王城
206.0,楚都纪郢
206.0,鄢地
206.0,鄢
206.0,鄢县
206.0,秦因
206.0,湖北省宜城县
206.0,鄢郢
206.0,鄢子国
207.0,楚县
207.0,楚国
207.0,黔中
207.0,楚都
207.0,河南省淮阳县
208.0,沈国
208.0,平县
208.0,河南省
208.0,平舆县
209.0,山东省莒县
209.0,西周
209.0,齐县
209.0,山东省
209.0,莒县
210.0,楚当
210.0,河南省鲁山县
210.0,楚
210.0,鲁阳县
210.0,楚称
211.0,楚黔中郡
211.0,湖南省常德市西
211.0,武陵郡
211.0,黔中郡
211.0,秦县
212.0,广陵
212.0,江苏省扬州市
212.0,广陵县
213.0,安徽省六安县
214.0,秦取
214.0,吴
214.0,吴国
214.0,越
214.0,楚大
214.0,江苏省苏州市
214.0,浙江
214.0,楚
215.0,楚县
215.0,蔡国
215.0,安徽省
215.0,上蔡县
215.0,河南省新蔡县
215.0,河南省上蔡县
215.0,上蔡
217.0,安徽省凤阳县
218.0,吴县
218.0,吴
218.0,越
218.0,浙江
218.0,江苏省镇江市东丹徒镇
218.0,丹徒
220.0,河南省襄城县
220.0,襄城
220.0,襄城县
223.0,兰陵
223.0,山东省
223.0,兰陵县
224.0,楚县
224.0,寿州寿春县
224.0,夷阳
224.0,株阳
224.0,安徽省
224.0,繁丘
224.0,正阳
224.0,尚
224.0,阳陵
224.0,寿春县
224.0,新都、州
224.0,中阳
224.0,美陵
224.0,阳
225.0,陇西郡
225.0,甘肃省天水市
225.5,冀县
226.0,陕西省
226.0,渭水
227.0,杜县
227.0,陕西省西安市南
227.0,秦县
228.0,陕西省华县
228.0,郑县
228.0,秦县
229.0,凤翔府
229.0,虢县
229.0,北虢
229.0,郑
229.0,陕西省
229.0,杜
229.0,西
229.0,秦县
231.0,陕西省大荔县东
231.0,大荔
233.0,频阳县
233.0,频阳
233.0,陕西省富平县
234.0,秦邑
234.0,陕西省
234.0,泾阳
234.0,秦县
235.0,陕西省韩城市
235.0,陕西省韩城
236.0,
237.0,秦都
237.0,栎阳县
237.0,咸阳
237.0,栎邑
237.0,陕西省临潼县东北
237.0,栎阳
237.0,为县
237.0,晋国都绛县
238.0,陕西省蓝田县西
238.0,蓝田川
238.0,蓝田
238.0,蓝田县
238.0,蒲
238.0,无考
242.0,陕西省高陵县
242.0,高陵县
243.0,汉旧县
243.0,斄县
243.0,邰国
243.0,陕西省眉县东
243.0,陕西省武功县
243.0,美阳县
243.0,武功县
243.0,京兆府
243.0,秦县
244.0,冀阙
244.0,咸阳
244.0,渭城
244.0,咸阳县
244.0,陕西省咸阳市东
244.0,秦都栎阳
244.0,秦县
245.0,武城县
245.0,东北
245.0,武城
246.0,邓州
246.0,弘农郡
246.0,陕西省丹凤县
246.0,弘农
249.0,河南省陕县
249.0,以陕
249.0,陕
249.0,陕县
255.0,义渠
255.0,义渠县
255.0,甘肃省
256.0,汉中郡
256.0,汉
256.0,南郑县
256.0,陕西省汉中市
256.0,为县
256.0,南郑
256.0,蜀国
258.0,秦
258.0,盐池县
258.0,朐衍
258.0,朐衍县
258.0,秦县
259.0,巴子
259.0,重庆市
259.0,巴
259.0,秦置巴郡
259.0,江州
259.0,巴郡
260.0,四川
260.0,重庆市奉节县
260.0,巴郡
261.0,四川省阆中市
261.0,曲绕县
261.0,四川
261.0,阆中
261.0,张仪城
261.0,阆中城
261.0,秦县
261.0,阆中县
261.0,阆水
261.0,巴郡
262.0,陇西郡
262.0,秦蜀郡
262.0,四川省松潘县
262.0,蜀郡
264.0,秦
264.0,岐
264.0,梁山
264.0,陇
264.0,漆
264.0,泾州安定县
264.0,大荔
264.0,泾
264.0,安定郡
264.0,宁夏回族自治区固原市东南
265.0,龟城
265.0,秦
265.0,咸阳
265.0,华阳县成都
265.0,罗城
265.0,蜀郡
265.0,成都
265.0,太城
265.0,成都县
265.0,四川
265.0,府南城
265.0,四川省成都市
265.0,导江
266.0,郫县
266.0,筑郸城
266.0,郫邑
266.0,成都府郫县
266.0,成都
266.0,郫城
266.0,四川省
266.0,郫
267.0,蜀
267.0,临邛城
267.0,夜郎市
267.0,蜀郡
267.0,成都
267.0,郫城
267.0,邛
267.0,四川省邛崃市
267.0,郫
267.0,临邛
268.0,陕西省眉县
270.0,山西省
270.0,韩国
275.0,陕西榆林
275.0,内蒙古自治区
275.0,秦上郡
275.0,勿尔图沟
275.0,漆垣县
275.0,广衍县
275.0,榆中
275.0,漆垣
275.0,西河郡
275.0,广衍
275.0,赵西略
277.0,秦后
277.0,邯郸
277.0,秦上郡
277.0,陕西省延安市东南
284.0,太原郡榆次县
284.0,秦后
284.0,赵县
290.0,狄道县
290.0,甘肃省临洮县
290.0,别种
293.0,楚邑
293.0,南阳郡
293.0,河南省邓州市
294.0,秦取鄢
294.0,筑阳县
294.0,秦平鄢郢
294.0,筑水
294.0,湖北省
294.0,秦当
294.0,南阳郡
294.0,郢
295.0,秦
295.0,枳地
295.0,宋
295.0,涪州城
295.0,涪州
295.0,秦巴郡
295.0,重庆市涪陵区
295.0,枳县
296.0,楚国
296.0,湖北省
296.0,秦南郡
299.0,巫郡
299.0,战国楚郡
299.0,重庆市巫山县北
299.0,南郡
299.0,巫县
303.0,河南省新郑市北
304.0,河南省原阳县
304.0,河南郡
307.0,济阴郡
307.0,宋国
307.0,陶县
307.0,魏
307.0,山东省
307.0,陶郡
308.0,偃师
308.0,河南省洛阳市西
308.0,营以为都
308.0,缑氏
308.0,河南郡河南县
308.0,平阴
308.0,应属秦
308.0,河南
308.0,太平
308.0,洛阳
309.0,河南县
309.0,河南省汝州市
309.0,梁城
309.0,梁县
311.0,河南郡
311.0,偃师
311.0,毂城
311.0,洛阳
311.0,河南偃师市东南
311.0,巩
311.0,河南
311.0,平阴
312.0,颍川
312.0,洛州嵩县
312.0,颍川郡
314.0,安阳县
314.0,安阳城
314.0,相州
314.0,汾城
314.0,汝南郡
314.0,河南省
314.0,安阳
314.0,魏邑
315.0,郑县
315.0,韩国
315.0,河南新郑
316.0,安徽省淮南市东南
316.0,九江郡
316.0,曲阳县
318.0,巩本
318.0,平阴县
318.0,单子伐城
318.0,毂城
318.0,河南
318.0,河南郡
318.0,河南省巩义
318.0,缑氏
318.0,河南省偃师市东
318.0,毂城县
318.0,周邑
318.0,河南省
318.0,国都
318.0,洛阳
318.0,巩县
318.0,偃师县
318.0,偃师
318.0,秦
318.0,穀城
318.0,河南省孟津县
318.0,为周县
318.0,秦庄襄王灭东周
318.0,平阴
319.0,成周城
319.0,洛阳县
319.0,秦
319.0,河南郡
319.0,洛州洛阳县
319.0,雒阳
319.0,“雒
319.0,洛阳
324.0,河南省
324.0,开封府
324.0,陈留郡
325.0,野王县
325.0,河内郡
325.0,秦已置邘县
325.0,沁水
325.0,河南省沁阳市
326.0,安陆
326.0,江夏郡
326.0,湖北省云梦县
326.0,安陆县
327.0,滑州酸枣县
327.0,秦封
327.0,长平
327.0,雍丘
327.0,南燕县
327.0,河南
327.0,滑州
327.0,秦旧县
327.0,河内郡
327.0,属东郡
327.0,顿丘县
327.0,陈留郡
327.0,楚灭杞
327.0,雍丘县
327.0,秦得魏地
327.0,山阳
327.0,秦拔魏
327.0,山阳城
327.0,秦东郡
327.0,东郡
327.0,秦
327.0,汉因
327.0,魏顿丘县
327.0,燕
327.0,汝南县
327.0,长平县
327.0,睢水
327.0,酸枣
328.0,卫国
328.0,濮阳县
328.0,河南省
328.0,濮阳
328.0,楚丘
332.0,云阳县
332.0,陕西省
334.0,陕西省临潼县
334.0,雍州
335.0,颍川
335.0,颍川郡
335.0,洛邑
335.0,颍水
335.0,河南阳城阳翟
335.0,夏国
342.0,秦
342.0,广阳国
342.0,蓟县
342.0,燕
342.0,广阳郡
342.0,蓟属
342.0,鲁
345.0,匡县
345.0,匡城
345.0,河南道宋州襄邑县
345.0,雍丘县
345.0,河南省睢县
345.0,魏据
345.0,徒县
345.0,陈留郡
345.0,襄牛
345.0,襄邑县
345.0,襄邑
347.0,安徽省
348.0,河南省商丘市南
348.0,睢阳县
348.0,睢水
348.0,睢阳
350.0,汝南
350.0,昆阳
350.0,煮枣
350.0,汝南郡新县
350.0,无踈
350.0,秦伐魏
350.0,新都
350.0,邵陵
350.0,长城
351.0,曲阜
351.0,山东省曲阜市
351.0,曲阜地
351.0,鲁县
351.0,鲁国
356.0,沛县
356.0,泗水郡
356.0,江苏省沛县
356.0,泗水
357.0,泗水郡
357.0,秦泗水郡
357.0,安徽省濉溪县
357.0,沛郡
363.0,临湘县
363.0,临湘
363.0,楚
363.0,湖南省
363.0,湘水
364.0,罗子国
364.0,汨水
364.0,襄阳宜城
364.0,罗水
364.0,湖南省汨罗市
364.0,秦置为县
364.0,湖北省枝江市
364.0,长沙郡
364.0,长沙国
364.0,岳州湘阴县
364.0,苍梧郡
364.0,载罗县
366.0,吴
366.0,今江苏省苏州市
366.0,会稽郡
366.0,苏州府
366.0,辽东
366.0,浙江
366.0,楚
367.0,丹徒
367.0,丹徒县
367.0,会稽郡丹徒县
367.0,朱方县
370.0,武陵郡
370.0,楚国
370.0,湖南
370.0,秦洞庭郡
371.0,武陵郡
371.0,湖南省永顺县南
372.0,湖南益阳东
373.0,湖南省慈利县东
373.0,武陵郡治
373.0,秦洞庭郡
373.0,秦县
374.0,湖南安乡县
374.0,湖南汉寿县
374.0,武陵郡
374.0,秦洞庭郡
374.0,秦县
