c_addr_id,c_addr_cbd,c_name,c_name_chn,c_admin_type,c_firstyear,c_lastyear,x_coord,y_coord,belongs1_ID,belongs1_Name,belongs2_ID,belongs2_Name,belongs3_ID,belongs3_Name,belongs4_ID,belongs4_Name,belongs5_ID,belongs5_Name
16881,,Huai'an,懷安,Xian,1235,1367,114.4658966,40.4615593,16878,興和路,16777,中書省,16776,元朝,,,,
16990,,Jize,雞澤,Xian,1235,1367,114.874496,36.924026,16986,廣平路,16777,中書省,16776,元朝,,,,
17029,,Wangwu,王屋,Xian,1235,1367,112.252682,35.138582,17026,孟州,16777,中書省,16776,元朝,,,,
17010,,Nanle,南樂,Xian,1235,1367,115.197624,36.077473,17007,大名路,16777,中書省,16776,元朝,,,,
17135,,Boxing Zhou,博興州,Zhou,1235,1367,118.1277008,37.13539887,17105,益都路,16777,中書省,16776,元朝,,,,
16982,,Shahe,沙河,Xian,1235,1367,114.499619,36.936829,16976,順德路,16777,中書省,16776,元朝,,,,
16989,,Feixiang,肥鄉,Xian,1235,1367,114.803101,36.552029,16986,廣平路,16777,中書省,16776,元朝,,,,
17087,,Yuncheng,鄆城,Xian,1235,1367,115.935013,35.605061,17085,濟寧路,16777,中書省,16776,元朝,,,,
16829,,Tong Zhou,通州,Zhou,1235,1367,116.6588059,39.90592194,16814,大都路,16777,中書省,16776,元朝,,,,
17130,,Teng Zhou,滕州,Zhou,1235,1367,117.065712,35.067379,17105,益都路,16777,中書省,16776,元朝,,,,
16811,,Mouping,牟平,Xian,1235,1367,121.587731,37.376553,16810,寧海州,16777,中書省,16776,元朝,,,,
17005,,Lin Zhou,林州,Zhou,1235,1367,113.8128052,36.06880188,17001,彰德路,16777,中書省,16776,元朝,,,,
16991,,Guangping,廣平,Xian,1235,1367,114.936844,36.480518,16986,廣平路,16777,中書省,16776,元朝,,,,
17111,,Shouguang,壽光,Xian,1235,1367,118.73851,36.879799,17105,益都路,16777,中書省,16776,元朝,,,,
17119,,Mi Zhou,密州,Zhou,1235,1367,119.4039841,35.9933548,17105,益都路,16777,中書省,16776,元朝,,,,
17133,,Yi Zhou,嶧州,Zhou,1235,1367,117.5860596,34.77000427,17105,益都路,16777,中書省,16776,元朝,,,,
16917,,Yi Zhou,易州,Zhou,1235,1367,115.4934769,39.34904099,16908,保定路,16777,中書省,16776,元朝,,,,
16987,,Yongnian,永年,Xian,1235,1367,114.723068,36.701031,16986,廣平路,16777,中書省,16776,元朝,,,,
17210,,Xin Zhou,忻州,Zhou,1235,1367,112.7312012,38.39855957,17191,冀寧路,16777,中書省,16776,元朝,,,,
17195,,Qi Xian,祁縣,Xian,1235,1367,112.3153,37.353817,17191,冀寧路,16777,中書省,16776,元朝,,,,
17224,,Dai Zhou,代州,Zhou,1235,1367,112.9490433,39.06039047,17191,冀寧路,16777,中書省,16776,元朝,,,,
17122,,Ju Zhou,莒州,Zhou,1235,1367,118.8344193,35.58188629,17105,益都路,16777,中書省,16776,元朝,,,,
17202,,Fen Zhou,汾州,Zhou,1235,1367,111.7790299,37.26340103,17191,冀寧路,16777,中書省,16776,元朝,,,,
16842,,Shun Zhou,順州,Zhou,1235,1367,116.6514,40.1268,16814,大都路,16777,中書省,16776,元朝,,,,
16844,,Tan Zhou,檀州,Zhou,1235,1367,116.8504,40.3707,16814,大都路,16777,中書省,16776,元朝,,,,
17290,,Ji Zhou,吉州,Zhou,1235,1367,110.6751709,36.09563065,17191,冀寧路,16777,中書省,16776,元朝,,,,
16846,,Dong'an Zhou,東安州,Zhou,1235,1367,116.5610733,39.50580978,16814,大都路,16777,中書省,16776,元朝,,,,
16792,,Gaotang,高唐,Xian,1235,1367,116.231,36.86162,16791,高唐州,16777,中書省,16776,元朝,,,,
301077,,Xianghe dengchu xunjiansi,香河等處巡檢司,Xunjianfu,1271,1367,117.0059,39.7644,16814,大都路,16777,中書省,16776,元朝,,,,
17140,,Zouping,鄒平,Xian,1235,1367,117.72535,36.884702,17137,濟南路,16777,中書省,16776,元朝,,,,
17196,,Yuci,榆次,Xian,1235,1367,112.744682,37.678467,17191,冀寧路,16777,中書省,16776,元朝,,,,
17028,,Jiyuan,濟源,Xian,1235,1367,112.5826721,35.09243774,17026,孟州,16777,中書省,16776,元朝,,,,
17344,,Hui Zhou,惠州,Zhou,1235,1367,118.594,40.9238,17324,大寧路,17309,遼陽行中書省,16776,元朝,,,,
16815,,Daxing,大興,Xian,1235,1367,116.3680039,39.931427,16814,大都路,16777,中書省,16776,元朝,,,,
17240,,Fushan,浮山,Xian,1235,1367,111.842438,35.967442,17191,冀寧路,16777,中書省,16776,元朝,,,,
16854,,Kaiping,開平,Xian,1235,1367,116.198,42.3994,16853,上都路,16777,中書省,16776,元朝,,,,
16956,,Ji Zhou,冀州,Zhou,1235,1367,115.5638123,37.565979,16938,真定路,16777,中書省,16776,元朝,,,,
17232,,Lan Zhou,嵐州,Zhou,1235,1367,111.6932297,38.39094544,17191,冀寧路,16777,中書省,16776,元朝,,,,
16879,,Xinghe Lu,興和路,Lu,1235,1367,114.7229,41.1549,16878,興和路,16777,中書省,16776,元朝,,,,
17216,,Lin Zhou,臨州,Zhou,1235,1367,111.0523529,38.14701843,17191,冀寧路,16777,中書省,16776,元朝,,,,
16882,,Tiancheng,天成,Xian,1235,1367,114.082047,40.415791,16878,興和路,16777,中書省,16776,元朝,,,,
16796,,Fengfu,奉符,Xian,1235,1367,117.12719,36.188999,16795,泰安州,16777,中書省,16776,元朝,,,,
17030,,Wen Xian,溫縣,Xian,1235,1367,113.075463,34.938118,17026,孟州,16777,中書省,16776,元朝,,,,
16988,,Quzhou,曲周,Xian,1235,1367,114.949653,36.779305,16986,廣平路,16777,中書省,16776,元朝,,,,
16838,,Huo Zhou,漷州,Zhou,1235,1367,116.6588059,39.90592194,16814,大都路,16777,中書省,16776,元朝,,,,
16850,,Longqing Zhou,龍慶州,Zhou,1235,1367,115.9783,40.459,16814,大都路,16777,中書省,16776,元朝,,,,
16819,,Baodi,寶坻,Xian,1235,1367,117.302422,39.725895,16814,大都路,16777,中書省,16776,元朝,,,,
17292,,Hezhong Fu,河中府,Fu,1235,1367,110.3323059,34.83512878,17191,冀寧路,16777,中書省,16776,元朝,,,,
16824,,Ba Zhou,霸州,Zhou,1235,1367,116.3952484,39.10153961,16814,大都路,16777,中書省,16776,元朝,,,,
16820,,Changping,昌平,Xian,1235,1367,116.2237,40.2221,16814,大都路,16777,中書省,16776,元朝,,,,
16884,,Baochang Zhou,寶昌州,Zhou,1235,1367,114.998,41.6212,16878,興和路,16777,中書省,16776,元朝,,,,
17011,,Wei Xian,魏縣,Xian,1235,1367,114.830896,36.235814,17007,大名路,16777,中書省,16776,元朝,,,,
17097,,Yan Zhou,兗州,Zhou,1235,1367,116.8237,35.55669785,17085,濟寧路,16777,中書省,16776,元朝,,,,
17089,,Jinxiang,金鄉,Xian,1235,1367,116.304527,35.068165,17085,濟寧路,16777,中書省,16776,元朝,,,,
17018,,Hua Zhou,滑州,Zhou,1235,1367,114.6254,35.62207,17007,大名路,16777,中書省,16776,元朝,,,,
17033,,Xinxiang,新鄉,Xian,1235,1367,113.868248,35.30994034,17031,衛輝路,16777,中書省,16776,元朝,,,,
17021,,Jun Zhou,濬州,Zhou,1235,1367,114.5443,35.66838,17007,大名路,16777,中書省,16776,元朝,,,,
17008,,Yuancheng,元城,Xian,1235,1367,115.218359,36.30969,17007,大名路,16777,中書省,16776,元朝,,,,
17091,,Yucheng,虞城,Xian,1235,1367,115.904617,34.519341,17085,濟寧路,16777,中書省,16776,元朝,,,,
17004,,Linzhang,臨漳,Xian,1235,1367,114.54042,36.256685,17001,彰德路,16777,中書省,16776,元朝,,,,
17059,,Qing Zhou,清州,Zhou,1235,1367,116.8254318,38.58071137,17040,河間路,16777,中書省,16776,元朝,,,,
17003,,Tangyin,蕩陰,Xian,1235,1367,114.3526917,35.92551804,17001,彰德路,16777,中書省,16776,元朝,,,,
17220,,Guo Zhou,崞州,Zhou,1235,1367,112.7515183,38.88331986,17191,冀寧路,16777,中書省,16776,元朝,,,,
17013,,Kai Zhou,開州,Zhou,1235,1367,115.005928,35.75428391,17007,大名路,16777,中書省,16776,元朝,,,,
17147,,Bin Zhou,濱州,Zhou,1235,1367,117.9653091,37.47833252,17137,濟南路,16777,中書省,16776,元朝,,,,
16980,,Pingxiang,平鄉,Xian,1235,1367,114.918419,36.980137,16976,順德路,16777,中書省,16776,元朝,,,,
16978,,Julu,鉅鹿,Xian,1235,1367,115.022843,37.212341,16976,順德路,16777,中書省,16776,元朝,,,,
17009,,Daming,大名,Xian,1235,1367,115.13826,36.24564,17007,大名路,16777,中書省,16776,元朝,,,,
16948,,Zhao Zhou,趙州,Zhou,1235,1367,114.772179,37.752926,16938,真定路,16777,中書省,16776,元朝,,,,
17083,,Chiping,茬平,Xian,1235,1367,116.2502289,36.58661652,17078,東昌路,16777,中書省,16776,元朝,,,,
16944,,Pingshan,平山,Xian,1235,1367,114.193924,38.252403,16938,真定路,16777,中書省,16776,元朝,,,,
16970,,Li Zhou,蠡州,Zhou,1235,1367,115.5746994,38.4900589,16938,真定路,16777,中書省,16776,元朝,,,,
16946,,Fuping,阜平,Xian,1235,1367,114.187561,38.85305,16938,真定路,16777,中書省,16776,元朝,,,,
16992,,Ci Zhou,磁州,Zhou,1235,1367,114.374245,36.359043,16986,廣平路,16777,中書省,16776,元朝,,,,
16947,,She Xian,涉縣,Xian,1235,1367,113.670395,36.56414,16938,真定路,16777,中書省,16776,元朝,,,,
16979,,Neiqiu,內邱,Xian,1235,1367,114.5119,37.295,16976,順德路,16777,中書省,16776,元朝,,,,
16880,,Gaoyuan,高原,Xian,1235,1367,114.7229,41.1549,16878,興和路,16777,中書省,16776,元朝,,,,
17012,,Qinghe,清河,Xian,1235,1367,119.063903,33.586671,17007,大名路,16777,中書省,16776,元朝,,,,
17142,,Di Zhou,棣州,Zhou,1235,1367,117.5478,37.62398,17137,濟南路,16777,中書省,16776,元朝,,,,
17032,,Ji Xian,汲縣,Xian,1235,1367,114.070267,35.410385,17031,衛輝路,16777,中書省,16776,元朝,,,,
17038,,Qi Zhou,淇州,Zhou,1235,1367,114.1943665,35.60644913,17031,衛輝路,16777,中書省,16776,元朝,,,,
17157,,Lai Zhou,萊州,Zhou,1235,1367,119.9380035,37.1754303,17152,般陽路,16777,中書省,16776,元朝,,,,
17170,,Xuanning,宣寧,Xian,1235,1367,113.111343,40.371845,17167,大同路,16777,中書省,16776,元朝,,,,
200013,,Chiping,茌平,xian,1235,1367,116.25194,36.54313,17078,東昌路,16777,中書省,16776,元朝,,,,
17169,,Baideng,白登,Xian,1235,1367,113.818184,40.286655,17167,大同路,16777,中書省,16776,元朝,,,,
16936,,Wan Zhou,完州,Zhou,1235,1367,115.1235809,38.83322144,16908,保定路,16777,中書省,16776,元朝,,,,
17090,,Dangshan,碭山,Xian,1235,1367,116.340248,34.427879,17085,濟寧路,16777,中書省,16776,元朝,,,,
17177,,Ying Zhou,應州,Zhou,1235,1367,113.1824,39.56017,17167,大同路,16777,中書省,16776,元朝,,,,
17106,,Yidu,益都,Xian,1235,1367,118.478098,36.69748,17105,益都路,16777,中書省,16776,元朝,,,,
17110,,Le'an,樂安,Xian,1235,1367,118.400307,37.049801,17105,益都路,16777,中書省,16776,元朝,,,,
16934,,Ansu Zhou,安肅州,Zhou,1235,1367,115.6573868,39.01943588,16908,保定路,16777,中書省,16776,元朝,,,,
17002,,Anyang,安陽,Xian,1235,1367,114.345497,36.098343,17001,彰德路,16777,中書省,16776,元朝,,,,
17175,,Hunyuan Zhou,渾源州,Zhou,1235,1367,113.6848984,39.69633102,17167,大同路,16777,中書省,16776,元朝,,,,
17081,,Shen Xian,莘縣,Xian,1235,1367,115.665085,36.236708,17078,東昌路,16777,中書省,16776,元朝,,,,
17180,,Shuo Zhou,朔州,Zhou,1235,1367,112.4215241,39.30806732,17167,大同路,16777,中書省,16776,元朝,,,,
17082,,Boping,博平,Xian,1235,1367,116.110229,36.586896,17078,東昌路,16777,中書省,16776,元朝,,,,
16925,,Xiong Zhou,雄州,Zhou,1235,1367,116.0926971,38.97587967,16908,保定路,16777,中書省,16776,元朝,,,,
16984,,Tangshan,唐山,Xian,1235,1367,114.698692,37.339809,16976,順德路,16777,中書省,16776,元朝,,,,
17074,,Yanggu,陽穀,Xian,1235,1367,115.774289,36.11476,17071,東平路,16777,中書省,16776,元朝,,,,
17139,,Zhangqiu,章邱,Xian,1235,1367,117.46158,36.75417,17137,濟南路,16777,中書省,16776,元朝,,,,
17093,,Ji Zhou,濟州,Zhou,1235,1367,116.598,36.39659,17085,濟寧路,16777,中書省,16776,元朝,,,,
17107,,Linzi,臨淄,Xian,1235,1367,118.287529,36.809605,17105,益都路,16777,中書省,16776,元朝,,,,
17036,,Hui Zhou,輝州,Zhou,1235,1367,113.7941437,35.45867539,17031,衛輝路,16777,中書省,16776,元朝,,,,
17035,,Zuocheng,昨城,Xian,1235,1367,114.3515,35.24676,17031,衛輝路,16777,中書省,16776,元朝,,,,
17053,,Jing Zhou,景州,Zhou,1235,1367,116.532822,37.884556,17040,河間路,16777,中書省,16776,元朝,,,,
17141,,Jiyang,濟陽,Xian,1235,1367,117.210236,36.971943,17137,濟南路,16777,中書省,16776,元朝,,,,
17080,,Tangyi,堂邑,Xian,1235,1367,115.774849,36.487839,17078,東昌路,16777,中書省,16776,元朝,,,,
17046,,Qingcheng,青城,Xian,1235,1367,117.69149,37.187836,17040,河間路,16777,中書省,16776,元朝,,,,
17127,,Yi Zhou,沂州,Zhou,1235,1367,118.3952408,35.19797516,17105,益都路,16777,中書省,16776,元朝,,,,
17027,,Heyang,河陽,Xian,1235,1367,112.782799,34.903179,17026,孟州,16777,中書省,16776,元朝,,,,
17138,,Licheng,歷城,Xian,1235,1367,117.0014877,36.65013123,17137,濟南路,16777,中書省,16776,元朝,,,,
16997,,Wei Zhou,威州,Zhou,1235,1367,114.15242,38.10366821,16986,廣平路,16777,中書省,16776,元朝,,,,
17086,,Juye,鉅野,Xian,1235,1367,116.088707,35.39620972,17085,濟寧路,16777,中書省,16776,元朝,,,,
17063,,Xian Zhou,獻州,Zhou,1235,1367,116.1148987,38.19070053,17040,河間路,16777,中書省,16776,元朝,,,,
17073,,Dong'e,東阿,Xian,1235,1367,116.251039,36.165921,17071,東平路,16777,中書省,16776,元朝,,,,
16985,,Ren Xian,任縣,Xian,1235,1367,114.68074,37.126076,16976,順德路,16777,中書省,16776,元朝,,,,
17047,,Cang Zhou,滄州,Zhou,1235,1367,117.0241013,38.20912552,17040,河間路,16777,中書省,16776,元朝,,,,
17454,,Fugou,扶溝,Xian,1235,1367,114.381271,34.060081,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17449,,Zhongmou,中牟,Xian,1235,1367,114.058685,34.731582,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17549,,Mengcheng,蒙城,Xian,1280,1367,116.555748,33.268639,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17404,,Xinyang Zhou,信陽州,Zhou,1280,1367,114.0692444,32.13111877,17386,汝寧府,17362,河南行中書省,16776,元朝,,,,
17545,,Anfeng,安豐,Xian,1280,1367,116.67452,32.334127,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17608,,Qianjiang,潛江,Xian,1280,1367,112.785475,30.486321,17602,中興路,17362,河南行中書省,16776,元朝,,,,
17437,,Jingling,景陵,Xian,1280,1367,113.164116,30.65625,17435,沔陽府,17362,河南行中書省,16776,元朝,,,,
17453,,Fengqiu,封邱,Xian,1235,1367,114.4088287,35.03967667,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17439,,Anlu,安陸,Xian,1280,1367,113.688919,31.263714,17438,德安府,17362,河南行中書省,16776,元朝,,,,
17441,,Yingcheng,應城,Xian,1280,1367,113.569679,30.946003,17438,德安府,17362,河南行中書省,16776,元朝,,,,
17469,,Xu Zhou,許州,Zhou,1235,1367,113.8197479,34.03139114,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17475,,Chen Zhou,陳州,Zhou,1235,1367,114.8824,33.73398,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17481,,Jun Zhou,鈞州,Zhou,1235,1367,113.4670563,34.16249085,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17485,,Sui Zhou,睢州,Zhou,1235,1367,115.0659714,34.43050385,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17447,,Kaifeng,開封,Xian,1235,1367,114.34333,34.785477,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
16977,,Xingtai,邢臺,Xian,1235,1367,114.494263,37.066357,16976,順德路,16777,中書省,16776,元朝,,,,
17460,,Weishi,尉氏,Xian,1235,1367,114.1807709,34.41345215,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17546,,Huoqiu,霍丘,Xian,1280,1367,116.2607,32.33855,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17408,,Suiyang,睢陽,Xian,1235,1367,115.646072,34.447662,17407,歸德府,17362,河南行中書省,16776,元朝,,,,
17443,,Sui Zhou,隨州,Zhou,1280,1367,113.3698196,31.71511078,17438,德安府,17362,河南行中書省,16776,元朝,,,,
17418,,Pei Zhou,邳州,Zhou,1235,1367,117.8773193,34.11920548,17407,歸德府,17362,河南行中書省,16776,元朝,,,,
17442,,Yunmeng,雲夢,Xian,1280,1367,113.746399,31.025822,17438,德安府,17362,河南行中書省,16776,元朝,,,,
17430,,Baoying,寶應,Xian,1280,1367,119.310043,33.235947,17426,高郵府,17362,河南行中書省,16776,元朝,,,,
17459,,Tongxu,通許,Xian,1235,1367,114.459076,34.475006,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17387,,Ruyang,汝陽,Xian,1235,1367,114.346001,33.007538,17386,汝寧府,17362,河南行中書省,16776,元朝,,,,
17557,,Wangjiang,望江,Xian,1280,1367,116.674332,30.123537,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17450,,Yuanwu,原武,Xian,1235,1367,113.789421,34.994549,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17558,,Taihu,太湖,Xian,1280,1367,116.265076,30.420059,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17559,,Tongcheng,桐城,Xian,1280,1367,116.938606,31.05228,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17455,,Yangwu,陽武,Xian,1235,1367,113.962967,35.051949,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17452,,Rongze,榮澤,Xian,1235,1367,113.31708,34.78683,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17463,,Chenliu,陳留,Xian,1235,1367,114.524528,34.673195,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17464,,Zheng Zhou,鄭州,Zhou,1235,1367,113.6413117,34.75807571,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17514,,Fang Zhou,房州,Zhou,1280,1367,110.7235336,32.03110886,17504,襄陽路,17362,河南行中書省,16776,元朝,,,,
200006,,Xiacai,下蔡,Xian,1280,1367,116.720093,32.705585,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17448,,Xiangfu,祥符,Xian,1235,1367,114.34333,34.785477,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17539,,Lu'an Zhou,六安州,Zhou,1280,1367,116.4941177,31.7545948,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
17535,,Wuwei Zhou,無為州,Zhou,1280,1367,117.9113159,31.29851532,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
17528,,Hefei,合肥,Xian,1280,1367,117.276459,31.864456,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
17529,,Liang Xian,梁縣,Xian,1280,1367,117.554436,31.997646,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
17555,,Huaining,懷寧,Xian,1280,1367,117.034676,30.512295,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17531,,He Zhou,和州,Zhou,1280,1367,118.3611221,31.71422386,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
17560,,Qianshan,潛山,Xian,1280,1367,116.5672,30.630346,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17519,,Qishui,蘄水,Xian,1280,1367,115.252037,30.458691,17517,蘄州路,17362,河南行中書省,16776,元朝,,,,
17530,,Shucheng,舒城,Xian,1280,1367,116.938538,31.456448,17527,廬州路,17362,河南行中書省,16776,元朝,,,,
18282,,Deqing,德清,Xian,1280,1367,120.084801,30.553133,18278,湖州路,18233,江浙行中書省,16776,元朝,,,,
17550,,Hao Zhou,濠州,Zhou,1280,1367,117.6402206,32.90163422,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17524,,Huanggang,黃岡,Xian,1280,1367,114.865494,30.446987,17523,黃州路,17362,河南行中書省,16776,元朝,,,,
17521,,Huangmei,黃梅,Xian,1280,1367,115.934936,30.079201,17517,蘄州路,17362,河南行中書省,16776,元朝,,,,
17574,,Tong Zhou,通州,Zhou,1280,1367,120.8546448,32.01047134,17561,揚州路,17362,河南行中書省,16776,元朝,,,,
17556,,Susong,宿松,Xian,1280,1367,116.114197,30.151213,17554,安慶路,17362,河南行中書省,16776,元朝,,,,
17583,,Taoyuan,桃園,Xian,1280,1367,118.654595,33.68589,17579,淮安路,17362,河南行中書省,16776,元朝,,,,
17461,,Taikang,太康,Xian,1235,1367,114.856377,34.063873,17446,汴梁路,17362,河南行中書省,16776,元朝,,,,
17520,,Guangji,廣濟,Xian,1280,1367,115.591202,30.136482,17517,蘄州路,17362,河南行中書省,16776,元朝,,,,
17544,,Shouchun,壽春,Xian,1280,1367,116.777115,32.575748,17543,安豐路,17362,河南行中書省,16776,元朝,,,,
17522,,Luotian,羅田,Xian,1280,1367,115.390396,30.790346,17517,蘄州路,17362,河南行中書省,16776,元朝,,,,
17412,,Xu Zhou,徐州,Zhou,1235,1367,117.1876831,34.26963425,17407,歸德府,17362,河南行中書省,16776,元朝,,,,
17525,,Huangpi,黃陂,Xian,1280,1367,114.365593,30.875669,17523,黃州路,17362,河南行中書省,16776,元朝,,,,
17613,,Changyang,長陽,Xian,1280,1367,111.191498,30.474218,17610,峽州路,17362,河南行中書省,16776,元朝,,,,
17518,,Qichun,蘄春,Xian,1280,1367,115.3452,30.062502,17517,蘄州路,17362,河南行中書省,16776,元朝,,,,
17506,,Nanzhang,南漳,Xian,1280,1367,111.844727,31.781881,17504,襄陽路,17362,河南行中書省,16776,元朝,,,,
17600,,Andong Zhou,安東州,Zhou,1280,1367,119.2612305,33.76637268,17579,淮安路,17362,河南行中書省,16776,元朝,,,,
17606,,Songzi,松滋,Xian,1280,1367,111.714066,30.345695,17602,中興路,17362,河南行中書省,16776,元朝,,,,
17526,,Macheng,麻城,Xian,1280,1367,115.108574,31.216593,17523,黃州路,17362,河南行中書省,16776,元朝,,,,
17434,,Jingshan,京山,Xian,1280,1367,113.116852,31.024815,17432,安陸府,17362,河南行中書省,16776,元朝,,,,
17409,,Yongcheng,永城,Xian,1235,1367,116.3639984,33.93945694,17407,歸德府,17362,河南行中書省,16776,元朝,,,,
16799,,Xintai,新泰,Xian,1235,1367,117.755882,35.90966,16795,泰安州,16777,中書省,16776,元朝,,,,
16798,,Laiwu,萊蕪,Xian,1235,1367,117.660569,36.204097,16795,泰安州,16777,中書省,16776,元朝,,,,
16787,,Guantao,館陶,Xian,1235,1367,115.406581,36.656869,16784,濮州,16777,中書省,16776,元朝,,,,
17586,,Haining Zhou,海寧州,Zhou,1280,1367,120.5374985,30.40628052,17579,淮安路,17362,河南行中書省,16776,元朝,,,,
17603,,Jiangling,江陵,Xian,1280,1367,112.190773,30.350445,17602,中興路,17362,河南行中書省,16776,元朝,,,,
16876,,Yunxu Fu,雲需府,Fu,1235,1367,115.7206,41.7638,16853,上都路,16777,中書省,16776,元朝,,,,
17433,,Changshou,長壽,Xian,1280,1367,112.589256,31.169827,17432,安陸府,17362,河南行中書省,16776,元朝,,,,
17197,,Taigu,太谷,Xian,1235,1367,112.552765,37.425507,17191,冀寧路,16777,中書省,16776,元朝,,,,
17436,,Yusha,玉沙,Xian,1280,1367,113.236603,30.189541,17435,沔陽府,17362,河南行中書省,16776,元朝,,,,
17440,,Xiaogan,孝感,Xian,1280,1367,113.910355,30.926222,17438,德安府,17362,河南行中書省,16776,元朝,,,,
17611,,Yiling,夷陵,Xian,1280,1367,111.287125,30.704227,17610,峽州路,17362,河南行中書省,16776,元朝,,,,
17563,,Taixing,泰興,Xian,1280,1367,120.016167,32.160381,17561,揚州路,17362,河南行中書省,16776,元朝,,,,
17499,,Shan Zhou,陝州,Zhou,1235,1367,111.3626785,34.65605927,17490,河南府路,17362,河南行中書省,16776,元朝,,,,
17577,,Chongming Zhou,崇明州,Zhou,1280,1367,121.7324371,31.60682678,17561,揚州路,17362,河南行中書省,16776,元朝,,,,
17200,,Jiaocheng,交城,Xian,1235,1367,112.156273,37.544411,17191,冀寧路,16777,中書省,16776,元朝,,,,
16983,,Nanhe,南和,Xian,1235,1367,114.687309,36.999573,16976,順德路,16777,中書省,16776,元朝,,,,
17034,,Huojia,獲嘉,Xian,1235,1367,113.660217,35.268127,17031,衛輝路,16777,中書省,16776,元朝,,,,
16883,,Weining,威寧,Xian,1235,1367,113.8954,41.1017,16878,興和路,16777,中書省,16776,元朝,,,,
16981,,Guangzong,廣宗,Xian,1235,1367,115.146057,37.0681,16976,順德路,16777,中書省,16776,元朝,,,,
17198,,Qingyuan,清源,Xian,1235,1367,112.508995,37.557182,17191,冀寧路,16777,中書省,16776,元朝,,,,
