id,toponym,location
42.0,邢侯,河北省邢台市的古邢国
43.0,长子,山西省长子县
43.0,纯留,山西省屯留县
44.0,绛,山西省翼城县东南
44.0,绛,山西省侯马市西
45.0,任县,河北省任县东南
45.0,邢,未mentionedinthetext
45.0,栾,未mentionedinthetext
45.0,鄗,未mentionedinthetext
45.0,逆,未mentionedinthetext
45.0,阴人,未mentionedinthetext
45.0,盂,未mentionedinthetext
45.0,壶口,未mentionedinthetext
46.0,中牟,河南省鹤壁市西
46.0,中牟,河南省中牟县东
48.0,邬县,山西省介休市东北
48.0,祁县,山西省祁县东南
48.0,平陵县,山西省文水县东北
48.0,梗阳县,山西省清徐县
48.0,涂水县,山西省榆次市西南
48.0,马首县,山西省寿阳县东南
48.0,孟县,山西省阳曲县东北
49.0,铜鞮,山西省沁县南
49.0,平阳,山西省临汾市西南
49.0,杨,山西省洪洞县东南
50.0,邯郸,河北省邯郸市
51.0,原县,河南省济原市西北
51.0,冀,山西省河津县东北
52.0,甘县,河南省洛阳市南
53.0,邽县,甘肃省天水市
53.0,冀县,甘肃省甘谷县
53.0,杜县,陕西省西安市南
53.0,郑县,陕西省华县
53.0,上邽,甘肃省天水市
53.0,下邽,陕西省渭南市北
53.0,虢县,陕西省宝鸡县西
54.0,叔夷釐邑,莱城
54.0,千家之县,晏子所得之县
54.0,棠县,山东省平度市东南
54.0,临菑,山东省临沂市
55.0,朱方,江苏省镇江市东南
55.0,卑梁,安徽省天长市西北
57.0,阳翟县,河南省新乡市辉县市
57.0,栎,河南省新乡市辉县市
58.0,营丘,山东省淄博市临淄北
58.0,临淄,山东省淄博市临淄
59.0,高唐,山东省高唐县
60.0,酅邑,山东省淄博市东北
60.0,安平,山东省淄博市东北
61.0,阿,山东省甄城县北
61.0,甄,山东省甄城县北
62.0,即墨,山东省平度市东南
62.0,阿,山东省阳谷县东北阿城镇
63.0,南武城,山东省平邑县东南故县
64.0,薛,山东省滕州市南
66.0,蒙,河南省商丘市东北
66.0,宋,河南省商丘市
67.0,昌城,山东省淄博市东南昌城
68.0,聊城,山东省聊城市西北
70.0,夜邑,山东省莱州市
71.0,齐县,山东省沂源县东南
72.0,平陆,山东省汶上县北
73.0,平陵县,山东省济南市历城区境内
75.0,安阳,山东阳谷东北
76.0,易（阳）,山东省沂水县
76.0,高密,高密县
76.0,平阿,平阿县
76.0,平陆,平陆县
77.0,平阳,山西省临汾市西南
78.0,杨氏县,山西省洪洞县东南
78.0,长子县,山西省长子县西南
79.0,铜鞮,山西省沁县南
80.0,屯留,山西省屯留县南
80.0,端氏,未提及
81.0,京,河南省荥阳市东南
81.0,郑邑,河南省荥阳市东南
81.0,雍丘,未提及
81.0,郑城,未提及
83.0,邢丘,河南省温县东平皋故城
84.0,卢氏令戈,河南省卢氏县
84.0,卢氏城,河南省卢氏县
85.0,新城,河南省伊川县西南
86.0,路,山西省潞城县东北
86.0,涉,河北省涉县西北
86.0,端氏,山西省沁水县东
87.0,修鱼县,今河南原武县东
87.0,修鱼,今河南原武县东
88.0,宜阳,河南省宜阳县西
88.0,上党,河南省宜阳县西
88.0,南阳,河南省宜阳县西
90.0,皋落,山西垣曲县东南
90.0,皋落大令,山西垣曲县
92.0,洱阳,河南商水县附近
92.0,汝阳,河南商水县附近
93.0,野王,河南省沁阳市
95.0,仑氏,河南登封县西南
95.0,纶氏,河南登封县西南
95.0,韩县,河南登封县西南
96.0,阳翟,河南省禹州市
96.0,栎邑,河南省禹州市
96.0,平阳,河南省禹州市
97.0,阳人县,河南汝州市西
99.0,格氏县,河南荣阳北
99.0,安阳县,安阳
99.0,彘县,彘
99.0,雍氏县,雍氏
99.0,阳城县,阳城
99.0,襄城县,襄城
99.0,喜县,喜
99.0,壤阴县,壤阴
99.0,郎皋县,郎皋
99.0,涅县,涅
99.0,露县,露
99.0,於正县,於正
99.0,来县,来
99.0,邻县,邻
100.0,盂,山西省阳曲县东北
100.0,平陵,山西省文水县东北
101.0,梗阳,山西省清徐县
102.0,邬,山西省介休市东北
103.0,涂水,山西省榆次市西南
104.0,邯郸,河北省邯郸市
105.0,祁县,山西省祁县东南
106.0,中牟,河南省鹤壁市西
107.0,晋阳,山西省太原市西南
108.0,泫氏,山西省高平市
109.0,平邑,山西省大同县东
111.0,番吾,河北省平山县东南
111.0,播吾,河北省平山县东南
115.0,榆次,山西省榆次市
115.0,邯郸,赵国
116.0,蔺,山西省离石县西
118.0,鄗,河北省柏乡县北
120.0,代郡,河北省蔚县东北代王城
120.0,代县,河北省蔚县东北代王城
122.0,石邑,河北省获鹿县东南
122.0,中山邑,河北省获鹿县东南
122.0,封龙,Unknown
122.0,东垣,Unknown
123.0,云中,内蒙古自治区托克托县东北
123.0,赵县,内蒙古自治区托克托县东北
123.0,云中郡,内蒙古自治区托克托县东北
123.0,云中县,内蒙古自治区托克托县东北
123.0,赵云中县,内蒙古自治区托克托县东北
124.0,雁门郡,山西省右玉县南
124.0,善无,山西省右玉县南
126.0,南行唐,河北省行唐县东北
127.0,兹氏县,山西省汾阳南
128.0,房子,防陵
128.0,安阳,河南安阳西南
131.0,武垣县,今河北省肃宁县东南
132.0,元氏,河北省元氏县西北
132.0,上原,不详
133.0,邢县,河北邢台
133.0,赵国,河北邢台
134.0,新城,山西省朔州南
135.0,狼孟县,山西省阳曲县
138.0,柏人,河北省隆尧县西
140.0,平原津令,山东省平原县南
140.0,平原令,山东省平原县南
141.0,富昌,内蒙古自治区淮格尔旗
142.0,武平,文安县北
142.0,赵县,文安县北
144.0,南轮城,河北省赵县西北
144.0,商城,可能为赵县
144.0,商平,可能为赵县
144.0,中阳,可能为赵县
144.0,阳化,可能为赵县
144.0,阳丘,可能为赵县
144.0,阳邑,可能为赵县
144.0,武安,可能为赵县
144.0,西都,可能为赵县
144.0,平周,可能为赵县
144.0,平州,可能为赵县
144.0,寿阴,可能为赵县
144.0,虑虒,可能为赵县
144.0,虑虒半,可能为赵县
144.0,藿人,可能为赵县
144.0,大阴,可能为赵县
144.0,大阴半,可能为赵县
144.0,繁寺（止？）,可能为赵县
144.0,娄番（弁？）,可能为赵县
144.0,酆,可能为赵县
144.0,尹城,可能为赵县
144.0,平城,可能为赵县
144.0,椁（崞）,可能为赵县
144.0,邪（推邪？）,可能为赵县
144.0,奴邑（茹？）,可能为赵县
144.0,博,可能为赵县
144.0,平匋,可能为赵县
144.0,襄洹,可能为赵县
144.0,平襄,可能为赵县
144.0,郎,可能为赵县
144.0,成襄,可能为赵县
144.0,平阴,可能为赵县
144.0,鄩氏,可能为赵县
144.0,鄫,可能为赵县
144.0,隰城,可能为赵县
144.0,莆子,可能为赵县
144.0,奇氏,可能为赵县
144.0,盧阳,可能为赵县
144.0,平氏,可能为赵县
144.0,完（冠）阳（原阳）,可能为赵县
144.0,星阳（清阳）,可能为赵县
144.0,人也（任）,可能为赵县
144.0,氏金（泜）,可能为赵县
144.0,平于（平舒）,可能为赵县
144.0,沙乇（沙泽）,可能为赵县
144.0,干关（抨关）,可能为赵县
144.0,平阳,可能为赵县
144.0,邸,可能为赵县
144.0,北箕,可能为赵县
144.0,狋氏,可能为赵县
144.0,圁阳化,可能为赵县
144.0,阳新化,可能为赵县
144.0,成,可能为赵县
144.0,成白,可能为赵县
144.0,上（曲）阳,可能为赵县
144.0,下（曲）阳,可能为赵县
144.0,安阳,可能为赵县
144.0,家阳,可能为赵县
144.0,上尃（博）,可能为赵县
144.0,下尃（博）,可能为赵县
144.0,北九门,可能为赵县
144.0,五陉,可能为赵县
144.0,封氏,可能为赵县
144.0,新处,可能为赵县
144.0,王夸（望诸？）,可能为赵县
144.0,关,可能为赵县
144.0,宋子,可能为赵县
144.0,上艾,可能为赵县
144.0,平台,可能为赵县
144.0,凭,可能为赵县
144.0,邓（苏）阳,可能为赵县
144.0,邢,可能为赵县
144.0,鸾即（安次？）,可能为赵县
144.0,觱（即裴）,可能为赵县
144.0,安险（阴？、险？）,可能为赵县
144.0,大酉（扶柳）,可能为赵县
144.0,鄚（权）,可能为赵县
144.0,阿,可能为赵县
144.0,貍,可能为赵县
144.0,亲（新）处,可能为赵县
144.0,阳湔（原）,可能为赵县
144.0,余亡（吾）,可能为赵县
144.0,戏,可能为赵县
144.0,武阳,可能为赵县
144.0,战（沾？）,可能为赵县
145.0,温县,河南省温县西南
145.0,魏县,河南省温县西南
146.0,梁国,陕西省韩城市西南
146.0,少梁,陕西省韩城市
147.0,中山,大荔县西南洛河南岸
147.0,郑,合阳县东南
148.0,邺,河北省临漳县西南
150.0,苦陉,河北省无极县东北
150.0,中山国,河北省无极县东北
151.0,酸枣,河南省延津县西南
152.0,承匡,河南省睢县西南匡城
152.0,襄陵,河南省睢县西三十里
153.0,晋邑,山西省夏县西北
153.0,安邑,山西省夏县西北
153.0,王垣,山西省垣曲县东南
157.0,大梁,河南省开封市
158.0,绛,山西省侯马市西
158.0,晋,山西省侯马市西
161.0,济阳,今河南省兰考县东北
162.0,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带
163.0,顿丘,河南浚县西
163.0,卫邑,河南浚县西
163.0,淇,河南浚县西
163.0,晋,河南浚县西
163.0,魏,河南浚县西
163.0,江陵拍马山5号墓,河南浚县西
164.0,阴晋,陕西省华阴市东
166.0,蒲子县,山西隰县
166.0,蒲子,山西隰县
167.0,漆垣,陕西铜川西北
168.0,高奴,陕西延安市东北延河北岸
169.0,皮氏,山西省河津县西
169.0,汾水,皮氏县南
170.0,蒲坂,山西省永济县西南
170.0,蒲阪,山西省永济县西南
172.0,平丘,河南省封丘县东
172.0,韩,河南省封丘县东
173.0,首垣,河南省长垣县东北
173.0,首垣县,河南省长垣县东北
177.0,单父,山东省单县
178.0,高都县,山西晋城市
180.0,燕,河南省延津县东北
180.0,虚,河南省延津县东
180.0,长平,河南省西华县东北
180.0,雍丘,河南省杞县
180.0,山阳,河南省焦作市东北
181.0,修武,河南省获嘉县
181.0,宁,河南省获嘉县
181.0,南阳,河南省获嘉县
182.0,共城,河南辉县
182.0,共县,河南辉县
183.0,宅阳县,河南荥阳东
184.0,梧县,今河南许昌、鄢陵一带
186.0,涑[睘阝],山西西南的涑水边上的一个县
186.0,冶珍,未提及
186.0,安成,未提及
186.0,焦,未提及
186.0,禾,未提及
186.0,垂,未提及
186.0,言阳,未提及
186.0,陕,未提及
186.0,阴安,未提及
186.0,合(沇),未提及
186.0,襄垣,未提及
186.0,奇氏,未提及
186.0,成阳,未提及
186.0,虚阳,未提及
186.0,土匀,未提及
186.0,向,未提及
186.0,妾(?)都蒙(？)郡,未提及
186.0,都噩丘郡昌里□,未提及
186.0,蒙(？)县,未提及
186.0,噩丘县,未提及
186.0,妾(?)都,未提及
186.0,都,未提及
186.0,遽郡,未提及
187.0,上谷,河北省怀来县东南
187.0,渔阳,北京市密云县西南
187.0,右北平,天津市蓟县
187.0,辽西,辽宁省义县西
188.0,令支县,今河北省迁安县西
188.0,辽西郡,今河北省迁安县
189.0,襄平,辽东郡，今辽宁省辽阳市
190.0,昌城,今河北固安县南
191.0,邓,湖北省襄樊市西北
191.0,楚,湖北省襄樊市西北
191.0,邓县,湖北省襄樊市西北
191.0,秦,湖北省襄樊市西北
192.0,湖阳,河南省唐河县西南
192.0,楚县,河南省唐河县西南
193.0,竟陵,湖北省潜江市西北
194.0,苦,河南省鹿邑县东
195.0,期思,河南省淮滨县东南期思乡
196.0,寝,安徽省临泉县
197.0,鄀,湖北省宜城市东南
198.0,申县,河南省南阳市
198.0,宛县,河南省南阳市
199.0,楚县,河南省西峡县
199.0,白羽,河南省西峡县
200.0,叶县,河南省叶县南
201.0,阴,湖北省老河口市北
202.0,息本春秋楚县,河南省息县西南
203.0,武城,河南省信阳市东北
204.0,上庸,湖北省竹山县西南
205.0,随国,湖北省随州市
205.0,涢水,随县
206.0,鄢,湖北省宜城县东南楚王城
206.0,郢,湖北省宜城县
207.0,陈县,今河南省淮阳县
207.0,郢陈,陈县
207.0,竞陵,今湖北省荆州市
208.0,沈国,河南省平舆县北
208.0,平县,河南省平舆县
209.0,计斤,山东省胶州市西南
209.0,介根,山东省莒县
209.0,莒,山东省莒县
210.0,鲁阳县,河南省鲁山县
211.0,临沅,湖南省常德市西
212.0,广陵,江苏省扬州市西北
213.0,居巢,安徽省六安县东北
214.0,吴国都城,江苏省苏州市
215.0,蔡国,今河南省上蔡县城关一带
215.0,上蔡,今河南省上蔡县城关一带
215.0,新蔡,今河南省新蔡县
215.0,州来,今安徽省凤台县
215.0,下蔡,今安徽省凤台县
217.0,钟离,安徽省凤阳县东北临淮关
218.0,朱方县,江苏省镇江市东丹徒镇
220.0,汝水,河南省襄城县
223.0,兰陵,山东省苍山县西南
224.0,寿春,安徽省寿县
225.0,秦县,甘肃省天水市
225.0,上邽,甘肃省天水市
225.5,秦县,甘肃省甘谷县东
225.5,汉志,天水郡
226.0,邽（上）县,陕西省渭南市北
226.0,下邽县,陕西省渭南市北
227.0,秦县,陕西省西安市南
227.0,杜县,陕西省西安市南
228.0,秦县,陕西省华县
228.0,郑县,京兆尹
229.0,虢国,陕西省宝鸡县西
229.0,小虢,陕西省宝鸡县西
231.0,大荔,陕西省大荔县东
231.0,临晋,陕西省大荔县东
233.0,频阳县,陕西省富平县东北
233.0,东乡,陕西省富平县
234.0,雍城,陕西省凤翔县西南
234.0,泾阳,陕西省泾阳县
235.0,籍姑,陕西省韩城市北
235.0,庞,陕西省韩城市东南
236.0,堑洛,陕西省蒲城县南
236.0,城重泉,陕西省蒲城县南
237.0,栎阳,陕西省临潼县东北
237.0,栎邑,陕西省临潼县东北
238.0,蓝田,陕西省蓝田县西
238.0,蒲,无考
238.0,善明氏,无考
242.0,高陵,陕西省高陵县
243.0,邰国,陕西省武功县西南
243.0,斄县,陕西省武功县西北
243.0,美阳县,陕西省武功县西北
243.0,武功县,陕西省眉县东
244.0,咸阳,陕西省咸阳市东
244.0,冀阙,陕西省咸阳市东
245.0,武城,陕西华县东北
246.0,於,弘农商县
246.0,商,商洛县
249.0,陕县,河南省陕县西南
249.0,上郡,未提及具体位置
255.0,义渠,甘肃省庆阳市西南
256.0,南郑,陕西省汉中市
258.0,朐衍,宁夏回族自治区盐池县
258.0,义渠,秦县
258.0,大荔,秦县
258.0,乌氏,秦县
259.0,巴子国都城,重庆市嘉陵江北岸
259.0,巴郡,江州
260.0,鱼复县,重庆市奉节县东白帝城
261.0,阆中县,四川省阆中市
262.0,天彭门,汶山
262.0,天彭阙,湔氏县
264.0,乌氏,宁夏回族自治区固原市东南
264.0,泾州安定县,陕西省宝鸡市
265.0,成都,四川省成都市
266.0,成都,四川省成都市
266.0,郫城,四川省郫县
267.0,成都,四川省成都市
267.0,郫,四川省成都市郫都区
267.0,临邛,四川省邛崃市
268.0,郿邑,陕西省眉县东北
268.0,郿县,陕西省眉县东北
270.0,宜阳,山西省垣曲县东南
270.0,武遂,山西省垣曲县东南
275.0,广衍,内蒙古自治区准格尔旗西南
275.0,榆中,陕西榆林以北、黄河以南的地区
277.0,邯郸,陕西省延安市东南
277.0,定阳,陕西省延安市东南
290.0,狄道,甘肃省临洮县
293.0,穰,河南省邓州市
293.0,鄢郢,穰县故城南
294.0,筑阳县,湖北省谷城县东
295.0,枳,重庆市涪陵区东北
295.0,枳县,重庆市涪陵区
296.0,郢,湖北省江陵县西北纪南城
296.0,郢,湖北省江陵县
299.0,巫本,重庆市巫山县北
299.0,巫县,重庆市巫山县
303.0,魏卷,Location1
303.0,蔡阳,Location2
303.0,长社,Location3
303.0,芒卯,Location4
303.0,华阳,Location5
304.0,卷地,河南省原阳县西南原武西北
304.0,卷县,河南省原阳县
307.0,陶,山东省定陶县
308.0,郏地,河南省洛阳市西
308.0,河南,河南省洛阳市西
309.0,汝水,河南省汝州市西南
309.0,三里水,河南县故城西
309.0,梁县,河南省汝州市西南
311.0,缑氏,河南偃师市东南
314.0,宁新中,河南省安阳市南
314.0,安阳城,河南省安阳市
315.0,郑县,今河南新郑
315.0,韩都,郑县
316.0,曲阳,安徽省淮南市东南
318.0,穀城,河南省洛阳市西北
318.0,平阴,河南省孟津县东北
318.0,偃师,河南省偃师市东
318.0,巩,河南省巩义西南
324.0,尉氏县,河南省尉氏县
325.0,邘国,河南省沁阳市西北
325.0,邘台,河南省沁阳市西北
326.0,安陆,湖北省云梦县
328.0,濮阳,河南省濮阳市西南
328.0,野王,河南省濮阳市
332.0,云阳县,陕西省淳化县西北
334.0,骊戎邑,陕西省临潼县东北
334.0,丽邑,陕西省临潼县东北
335.0,颍川郡,阳翟县
342.0,蓟,今北京城西南隅
342.0,蓟县,今城内西北隅有蓟丘
345.0,承匡,河南省睢县
345.0,襄陵,河南省睢县
347.0,砀山县,安徽省砀山县南
348.0,睢阳,河南省商丘市南
348.0,宋,河南省商丘市南
350.0,新都,安徽省太和县北
351.0,鲁县,山东省曲阜市
351.0,曲阜,山东省曲阜市
356.0,沛邑,江苏省沛县
356.0,泗水郡,沛县
357.0,相邑,安徽省濉溪县西北
357.0,宋,安徽省濉溪县
363.0,青阳地,湖南省长沙市
363.0,临湘县,湖南省长沙市
364.0,罗国,湖北省宜城市
364.0,罗国,湖北省枝江市
364.0,罗国,湖南省汨罗市
364.0,罗县,湖南省岳州市湘阴县
366.0,吴国都城,江苏省苏州市
366.0,吴,江苏省苏州市
366.0,会稽郡,江苏省苏州市
370.0,迁陵,湖南龙山里耶城址
370.0,迁陵守丞,湖南龙山里耶城址
370.0,迁陵司空,湖南龙山里耶城址
370.0,洞庭郡,湖南龙山里耶城址
370.0,武陵郡,湖南龙山里耶城址
371.0,酉阳,湖南省永顺县南
371.0,秦洞庭,湖南省永顺县南
372.0,益阳,湖南益阳东
372.0,临沅,未提及具体位置
373.0,零阳,湖南省慈利县东
373.0,秦县,湖南省慈利县东
374.0,鄢,秦县
374.0,江陵,秦县
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
374.0,临沅,秦县
374.0,迁陵,秦县
