CODE2020,COUNTY_CH,COUNTY_EN,DCODE,CITY_CH,CITY_EN,PCODE,PROV_CH,PROV_EN,NOTE
130109,藁城区,GaoChengQu,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130110,鹿泉区,LuQuanQu,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130111,栾城区,LuanChengQu,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130121,井陉县,JingXingXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130123,正定县,ZhengDingXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130125,行唐县,XingTangXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130126,灵寿县,LingShouXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130127,高邑县,GaoYiXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130128,深泽县,ShenZeXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130129,赞皇县,ZanHuangXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130130,无极县,WuJiXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130131,平山县,PingShanXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130132,元氏县,YuanShiXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130133,赵县,ZhaoXian,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130181,辛集市,XinJiShi,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130183,晋州市,JinZhouShi,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130184,新乐市,XinLeShi,1301,石家庄市,ShiJiaZhuangShi,13,河北省,HeBeiSheng,
130202,路南区,LuNanQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130203,路北区,LuBeiQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130204,古冶区,GuYeQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130205,开平区,KaiPingQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130207,丰南区,FengNanQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130208,丰润区,FengRunQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130209,曹妃甸区,CaoFeiDianQu,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130284,滦州市,LuanZhouShi,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130224,滦南县,LuanNanXian,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130225,乐亭县,LeTingXian,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130227,迁西县,QianXiXian,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130229,玉田县,YuTianXian,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130281,遵化市,ZunHuaShi,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130283,迁安市,QianAnShi,1302,唐山市,TangShanShi,13,河北省,HeBeiSheng,
130302,海港区,HaiGangQu,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130303,山海关区,ShanHaiGuanQu,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130304,北戴河区,BeiDaiHeQu,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130306,抚宁区,FuNingQu,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130321,青龙满族自治县,QingLongManZuZiZhiXian,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130322,昌黎县,ChangLiXian,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130324,卢龙县,LuLongXian,1303,秦皇岛市,QinHuangDaoShi,13,河北省,HeBeiSheng,
130402,邯山区,HanShanQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130403,丛台区,CongTaiQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130404,复兴区,FuXingQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130406,峰峰矿区,FengFengKuangQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130407,肥乡区,FeiXiangQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130408,永年区,YongNianQu,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130423,临漳县,LinZhangXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130424,成安县,ChengAnXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130425,大名县,DaMingXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130426,涉县,SheXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130427,磁县,CiXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130430,邱县,QiuXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130431,鸡泽县,JiZeXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130432,广平县,GuangPingXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130433,馆陶县,GuanTaoXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130434,魏县,WeiXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130435,曲周县,QuZhouXian,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130481,武安市,WuAnShi,1304,邯郸市,HanDanShi,13,河北省,HeBeiSheng,
130502,襄都区,XiangDuQu,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130503,信都区,XinDuQu,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130522,临城县,LinChengXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130523,内丘县,NeiQiuXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130524,柏乡县,BaiXiangXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130525,隆尧县,LongYaoXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130505,任泽区,RenZeQu,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130506,南和区,NanHeQu,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130528,宁晋县,NingJinXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130529,巨鹿县,JuLuXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130530,新河县,XinHeXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130531,广宗县,GuangZongXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130532,平乡县,PingXiangXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130533,威县,WeiXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130534,清河县,QingHeXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130535,临西县,LinXiXian,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130581,南宫市,NanGongShi,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130582,沙河市,ShaHeShi,1305,邢台市,XingTaiShi,13,河北省,HeBeiSheng,
130602,竞秀区,JingXiuQu,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130606,莲池区,LianChiQu,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130607,满城区,ManChengQu,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130608,清苑区,QingYuanQu,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130609,徐水区,XuShuiQu,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130623,涞水县,LaiShuiXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130624,阜平县,FuPingXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130626,定兴县,DingXingXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130627,唐县,TangXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130628,高阳县,GaoYangXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130629,容城县,RongChengXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130630,涞源县,LaiYuanXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130631,望都县,WangDuXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130632,安新县,AnXinXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130633,易县,YiXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130634,曲阳县,QuYangXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130635,蠡县,LiXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130636,顺平县,ShunPingXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130637,博野县,BoYeXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130638,雄县,XiongXian,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130681,涿州市,ZhuoZhouShi,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130682,定州市,DingZhouShi,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130683,安国市,AnGuoShi,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130684,高碑店市,GaoBeiDianShi,1306,保定市,BaoDingShi,13,河北省,HeBeiSheng,
130702,桥东区,QiaoDongQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130703,桥西区,QiaoXiQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130705,宣化区,XuanHuaQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130706,下花园区,XiaHuaYuanQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130708,万全区,WanQuanQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130709,崇礼区,ChongLiQu,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130722,张北县,ZhangBeiXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130723,康保县,KangBaoXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130724,沽源县,GuYuanXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130725,尚义县,ShangYiXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130726,蔚县,WeiXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130727,阳原县,YangYuanXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130728,怀安县,HuaiAnXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130730,怀来县,HuaiLaiXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130731,涿鹿县,ZhuLuXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130732,赤城县,ChiChengXian,1307,张家口市,ZhangJiaKouShi,13,河北省,HeBeiSheng,
130802,双桥区,ShuangQiaoQu,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130803,双滦区,ShuangLuanQu,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130804,鹰手营子矿区,YingShouYingZiKuangQu,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130821,承德县,ChengDeXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130822,兴隆县,XingLongXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130824,滦平县,LuanPingXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130825,隆化县,LongHuaXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130826,丰宁满族自治县,FengNingManZuZiZhiXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130827,宽城满族自治县,KuanChengManZuZiZhiXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130828,围场满族蒙古族自治县,WeiChangManZuMengGuZuZiZhiXian,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130881,平泉市,PingQuanShi,1308,承德市,ChengDeShi,13,河北省,HeBeiSheng,
130902,新华区,XinHuaQu,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130903,运河区,YunHeQu,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130921,沧县,CangXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130922,青县,QingXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130923,东光县,DongGuangXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130924,海兴县,HaiXingXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130925,盐山县,YanShanXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130926,肃宁县,SuNingXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130927,南皮县,NanPiXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130928,吴桥县,WuQiaoXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130929,献县,XianXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130930,孟村回族自治县,MengCunHuiZuZiZhiXian,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130981,泊头市,BoTouShi,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130982,任丘市,RenQiuShi,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130983,黄骅市,HuangHuaShi,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
130984,河间市,HeJianShi,1309,沧州市,CangZhouShi,13,河北省,HeBeiSheng,
131002,安次区,AnCiQu,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131003,广阳区,GuangYangQu,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131022,固安县,GuAnXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131023,永清县,YongQingXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131024,香河县,XiangHeXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131025,大城县,DaChengXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131026,文安县,WenAnXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131028,大厂回族自治县,DaChangHuiZuZiZhiXian,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131081,霸州市,BaZhouShi,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131082,三河市,SanHeShi,1310,廊坊市,LangFangShi,13,河北省,HeBeiSheng,
131102,桃城区,TaoChengQu,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131103,冀州区,JiZhouQu,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131121,枣强县,ZaoQiangXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131122,武邑县,WuYiXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131123,武强县,WuQiangXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131124,饶阳县,RaoYangXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131125,安平县,AnPingXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131126,故城县,GuChengXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131127,景县,JingXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131128,阜城县,FuChengXian,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
131182,深州市,ShenZhouShi,1311,衡水市,HengShuiShi,13,河北省,HeBeiSheng,
140105,小店区,XiaoDianQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140106,迎泽区,YingZeQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140107,杏花岭区,XingHuaLingQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140108,尖草坪区,JianCaoPingQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140109,万柏林区,WanBaiLinQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140110,晋源区,JinYuanQu,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140121,清徐县,QingXuXian,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140122,阳曲县,YangQuXian,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140123,娄烦县,LouFanXian,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140181,古交市,GuJiaoShi,1401,太原市,TaiYuanShi,14,山西省,ShanXiSheng,
140214,云冈区,YunGangQu,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140212,新荣区,XinRongQu,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140221,阳高县,YangGaoXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140222,天镇县,TianZhenXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140223,广灵县,GuangLingXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140224,灵丘县,LingQiuXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140225,浑源县,HunYuanXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140226,左云县,ZuoYunXian,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140215,云州区,YunZhouQu,1402,大同市,DaTongShi,14,山西省,ShanXiSheng,
140302,城区,ChengQu,1403,阳泉市,YangQuanShi,14,山西省,ShanXiSheng,
140303,矿区,KuangQu,1403,阳泉市,YangQuanShi,14,山西省,ShanXiSheng,
140311,郊区,JiaoQu,1403,阳泉市,YangQuanShi,14,山西省,ShanXiSheng,
140321,平定县,PingDingXian,1403,阳泉市,YangQuanShi,14,山西省,ShanXiSheng,
140322,盂县,YuXian,1403,阳泉市,YangQuanShi,14,山西省,ShanXiSheng,
140403,潞州区,LuZhouQu,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140404,上党区,ShangDangQu,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140423,襄垣县,XiangYuanXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140405,屯留区,TunLiuQu,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140425,平顺县,PingShunXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140426,黎城县,LiChengXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140427,壶关县,HuGuanXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140428,长子县,ChangZiXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140429,武乡县,WuXiangXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140430,沁县,QinXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140431,沁源县,QinYuanXian,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140406,潞城区,LuChengQu,1404,长治市,ChangZhiShi,14,山西省,ShanXiSheng,
140502,城区,ChengQu,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140521,沁水县,QinShuiXian,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140522,阳城县,YangChengXian,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140524,陵川县,LingChuanXian,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140525,泽州县,ZeZhouXian,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140581,高平市,GaoPingShi,1405,晋城市,JinChengShi,14,山西省,ShanXiSheng,
140602,朔城区,ShuoChengQu,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140603,平鲁区,PingLuQu,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140621,山阴县,ShanYinXian,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140622,应县,YingXian,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140623,右玉县,YouYuXian,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140681,怀仁市,HuaiRenShi,1406,朔州市,ShuoZhouShi,14,山西省,ShanXiSheng,
140702,榆次区,YuCiQu,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140721,榆社县,YuSheXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140722,左权县,ZuoQuanXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140723,和顺县,HeShunXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140724,昔阳县,XiYangXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140725,寿阳县,ShouYangXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140703,太谷区,TaiGuQu,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140727,祁县,QiXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140728,平遥县,PingYaoXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140729,灵石县,LingShiXian,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140781,介休市,JieXiuShi,1407,晋中市,JinZhongShi,14,山西省,ShanXiSheng,
140802,盐湖区,YanHuQu,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140821,临猗县,LinYiXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140822,万荣县,WanRongXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140823,闻喜县,WenXiXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140824,稷山县,JiShanXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140825,新绛县,XinJiangXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140826,绛县,JiangXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140827,垣曲县,YuanQuXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140828,夏县,XiaXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140829,平陆县,PingLuXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140830,芮城县,RuiChengXian,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140881,永济市,YongJiShi,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140882,河津市,HeJinShi,1408,运城市,YunChengShi,14,山西省,ShanXiSheng,
140902,忻府区,XinFuQu,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140921,定襄县,DingXiangXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140922,五台县,WuTaiXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140923,代县,DaiXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140924,繁峙县,FanZhiXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140925,宁武县,NingWuXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140926,静乐县,JingLeXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140927,神池县,ShenChiXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140928,五寨县,WuZhaiXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140929,岢岚县,KeLanXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140930,河曲县,HeQuXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
140931,保德县,BaoDeXian,1409,忻州市,XinZhouShi,14,山西省,ShanXiSheng,
