,index,id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y,closeness,target_toponym
22,22,15.0,沈县,今安徽省临泉县,['今安徽省临泉县'],,"[['安徽', '临泉']]",[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235644,115.32828737405632,32.85900566936147,0.9999999999999971,﻿沈
23,23,16.0,城父,河南省襄城县西（即宝丰县东）,['河南省襄城县西（即宝丰县东）'],,"[['河南', '宝丰'], ['河南', '襄城']]","[{'county': 410421}, {'county': 411025}]",County,['Multiple Matches'],modern,POINT (113.29144226228192 33.89082190857292),['河南省'],"['许昌市', '平顶山市']","['宝丰县', '襄城县']",[],[],[],[],[],[],[],56.45968555287613,0.988812704377757,113.29144226228192,33.89082190857292,0.9999999999999906,﻿城父
24,24,16.0,成公乾,河南省襄城县西（即宝丰县东）,['河南省襄城县西（即宝丰县东）'],,"[['河南', '宝丰'], ['河南', '襄城']]","[{'county': 410421}, {'county': 411025}]",County,['Multiple Matches'],modern,POINT (113.29144226228192 33.89082190857292),['河南省'],"['许昌市', '平顶山市']","['宝丰县', '襄城县']",[],[],[],[],[],[],[],56.45968555287613,0.988812704377757,113.29144226228192,33.89082190857292,0.0,
25,25,17.0,郧国,湖北省京山、钟祥二县之间,['湖北省京山、钟祥二县之间'],,"[['湖北', '京山'], ['湖北', '钟祥']]","[{'county': 420882}, {'county': 420881}]",County,['Multiple Matches'],modern,POINT (112.84021285198985 31.16827363262226),['湖北省'],['荆门市'],"['京山市', '钟祥市']",[],[],[],[],[],[],[],133.88590052751496,0.9734709619052204,112.84021285198985,31.16827363262226,0.0,﻿郧
26,26,17.0,楚之郧县,湖北省钟祥县北境,['湖北省钟祥县北境'],,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.59551676913844 31.17367125516534),['湖北省'],['荆门市'],['钟祥市'],[],[],[],[],[],[],[],100.17723773452764,0.9801502193612768,112.59551676913844,31.17367125516534,0.0,
27,27,18.0,州来,安徽省凤台县,['安徽省凤台县'],,"[['安徽', '凤台']]",[{'county': 340421}],County,[],modern,POINT (116.58463247421815 32.77307801044718),['安徽省'],['淮南市'],['凤台县'],[],[],[],[],[],[],[],55.82160224992787,0.9889391384248438,116.58463247421815,32.77307801044718,0.9999999999999953,州来
28,28,19.0,叶县,今河南省叶县南,['今河南省叶县南'],南,"[['叶县', '河南']]",[{'LEV1': 'hvd_598'}],['县'],[],historic,POINT (113.34553 33.6233),['河南省'],['平顶山市'],['叶县'],['叶县'],['南阳府'],['河南'],[],[],[1820],[1820],4.515929743701452,0.9991051838040304,113.34553,33.6233,0.7183189632417666,﻿叶
29,29,20.0,东不羹,河南省舞阳县西北,['河南省舞阳县西北'],西北,"[['河南', '舞阳']]",[{'county': 411121}],County,[],modern,POINT (113.63693409772601 33.62173883629204),['河南省'],['漯河市'],['舞阳县'],[],[],[],[],[],[],[],41.261310845840725,0.991824210891834,113.636934097726,33.62173883629204,0.9999999999999997,东不羹
30,30,20.0,西不羹,河南省襄城县东南,['河南省襄城县东南'],东南,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.66109938929417 33.78758458318967),['河南省'],['许昌市'],['襄城县'],[],[],[],[],[],[],[],44.64150679413128,0.9911544365038908,113.66109938929417,33.78758458318967,0.929953406083903,西不羹
31,31,21.0,蔡叔始封,河南省修武县以西地带,['河南省修武县以西地带'],,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.25353098993187 35.333201968868536),['河南省'],['焦作市'],['修武县'],[],[],[],[],[],[],[],41.84330131676752,0.9917088914495836,113.25353098993187,35.333201968868536,0.0,
32,32,21.0,蔡仲复封时建都上蔡,河南省上蔡县城关一带,['河南省上蔡县城关一带'],,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.43138227105428 33.31576190188675),['河南省'],['驻马店市'],['上蔡县'],[],[],[],[],[],[],[],59.46750170343979,0.9882167157865313,114.43138227105428,33.31576190188675,0.9999999999999949,上蔡
33,33,21.0,新蔡县,河南省新蔡县西,['河南省新蔡县西'],西,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.80801318705777 32.8026341611258),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.80801318705775,32.8026341611258,0.9999999999999987,新蔡
34,34,21.0,蔡景侯迁都新蔡,河南省新蔡县西,['河南省新蔡县西'],西,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.80801318705777 32.8026341611258),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.80801318705775,32.8026341611258,0.9999999999999987,新蔡
35,35,22.0,白县,河南省息县东北或淮滨县西南,['河南省息县东北或淮滨县西南'],西南,"[['河南', '淮滨']]",[{'county': 411527}],County,[],modern,POINT (115.2991493578337 32.3614640685046),['河南省'],['信阳市'],['淮滨县'],[],[],[],[],[],[],[],55.69217627928692,0.9889647837429248,115.2991493578337,32.3614640685046,0.36236290638718616,﻿白
36,36,22.0,巢,安徽省六安县东北,['安徽省六安县东北'],东北,"[['安徽', '六安']]",[{'prefecture': 3415}],Prefecture,[],modern,POINT (116.38500765126264 32.11546780411756),['安徽省'],['六安市'],['NA'],[],[],[],[],[],[],[],187.43994125182329,0.9628594099725164,116.38500765126264,32.11546780411756,0.0,
37,37,23.0,巢,今六安县东北,['今六安县东北'],东北,[['六安']],[{'prefecture': 3415}],Prefecture,[],modern,POINT (116.38500765126264 32.11546780411756),['安徽省'],['六安市'],['NA'],[],[],[],[],[],[],[],187.43994125182329,0.9628594099725164,116.38500765126264,32.11546780411756,0.9999999999999984,﻿居巢
38,38,23.0,钟离,今安徽省凤阳县东北,['今安徽省凤阳县东北'],东北,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.72595438088499 32.928151831793116),['安徽省'],['滁州市'],['凤阳县'],[],[],[],[],[],[],[],78.72892723219927,0.984400129502248,117.725954380885,32.92815183179312,0.0,
39,39,24.0,钟离,安徽省凤阳县东北临淮关,['安徽省凤阳县东北临淮关'],,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.61672510764127 32.84248527073355),['安徽省'],['滁州市'],['凤阳县'],[],[],[],[],[],[],[],78.72892723219927,0.984400129502248,117.61672510764129,32.84248527073355,0.9999999999999998,﻿钟离
40,40,25.0,阴县,今湖北省老河口北,['今湖北省老河口北'],北,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.67881903115388 32.57905262069674),['湖北省'],['襄阳市'],['老河口市'],[],[],[],[],[],[],[],51.66357793365909,0.989763036871586,111.67881903115388,32.57905262069674,0.999999999999992,﻿阴
41,41,26.0,棠县,今江苏省六合县西北,['今江苏省六合县西北'],西北,"[['江苏', '六合']]",[{'county': 320116}],County,[],modern,POINT (118.71467117795228 32.50284665302389),['江苏省'],['南京市'],['六合区'],[],[],[],[],[],[],[],62.03938569555323,0.9877071056772267,118.71467117795228,32.50284665302389,0.9999999999999971,﻿棠
42,42,27.0,武城,河南省信阳市东北,['河南省信阳市东北'],东北,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (115.3846284156569 32.34860379712833),['河南省'],['信阳市'],['NA'],[],[],[],[],[],[],[],217.99362149396168,0.9568053016318638,115.3846284156569,32.34860379712833,0.9999999999999999,﻿武城
43,43,28.0,蓝县,今湖北省钟祥县西北,['今湖北省钟祥县西北'],西北,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.36713444868397 31.43243108495811),['湖北省'],['荆门市'],['钟祥市'],[],[],[],[],[],[],[],100.17723773452764,0.9801502193612768,112.36713444868396,31.43243108495811,0.9999999999999947,﻿蓝
44,44,29.0,苦县,今河南省鹿邑县东,['今河南省鹿邑县东'],东,"[['河南', '鹿邑']]",[{'county': 411628}],County,[],modern,POINT (115.47993533666437 33.906247185226704),['河南省'],['周口市'],['鹿邑县'],[],[],[],[],[],[],[],60.25245178122582,0.9880611805850348,115.47993533666435,33.906247185226704,0.999999999999992,﻿苦
45,45,29.0,相县,今安徽省濉溪县西北,['今安徽省濉溪县西北'],西北,"[['安徽', '濉溪']]",[{'county': 340621}],County,[],modern,POINT (116.57220905011505 33.81557706191165),['安徽省'],['淮北市'],['濉溪县'],[],[],[],[],[],[],[],78.00848626887532,0.9845428824410246,116.57220905011503,33.81557706191165,0.0,
46,46,30.0,荀,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],[],[],[],[],[],[],[],40.22313184037208,0.9920299225483772,111.20238728567072,35.707798259774584,0.9999999999999974,﻿荀
48,48,31.0,耿,山西省河津县东南,['山西省河津县东南'],东南,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.7598338169628 35.58016543415298),['山西省'],['运城市'],['河津市'],[],[],[],[],[],[],[],35.338191807329146,0.9929978568843804,110.7598338169628,35.58016543415298,0.9999999999999949,﻿耿
49,49,31.0,魏,山西省芮城县北,['山西省芮城县北'],北,"[['山西', '芮城']]",[{'county': 140830}],County,[],modern,POINT (110.66961129097986 34.77434754112491),['山西省'],['运城市'],['芮城县'],[],[],[],[],[],[],[],65.72258329065103,0.9869772925383828,110.66961129097986,34.77434754112491,0.9999999999999996,魏
50,50,32.0,州,河南省温县东北,['河南省温县东北'],东北,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.809706139204343,0.9992451196212696,113.07546,34.93812,0.8594006173772877,州
51,51,33.0,原,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],[],[],[],[],[],[],[],66.04869360111029,0.9869126748839832,112.24817757435812,35.17075479973811,0.9999999999999969,﻿原
52,52,34.0,温,河南省温县西南,['河南省温县西南'],西南,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.809706139204343,0.9992451196212696,113.07546,34.93812,0.8334300180279839,﻿温
53,53,34.0,州,赵氏邑,['赵氏邑'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.59704450289596,0.9919558330196878,114.8498657055696,37.7772686779257,0.0,
54,54,35.0,阳樊,河南省济源市西南,['河南省济源市西南'],西南,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.25943466823742 35.03525757751568),['河南省'],['省直辖县级行政单位'],['济源市'],[],[],[],[],[],[],[],66.04869360111029,0.9869126748839832,112.25943466823742,35.03525757751568,0.9999999999999952,﻿阳樊
55,55,36.0,欑茅,河南省修武县北,['河南省修武县北'],北,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.3287401283438 35.42285373701984),['河南省'],['焦作市'],['修武县'],[],[],[],[],[],[],[],41.84330131676752,0.9917088914495836,113.3287401283438,35.42285373701984,0.9999999999999905,﻿欑茅
56,56,36.0,絺,河南省沁阳市西南,['河南省沁阳市西南'],西南,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.81479212927705 35.08154068835),['河南省'],['焦作市'],['沁阳市'],[],[],[],[],[],[],[],36.01866515826829,0.99286302339274,112.81479212927704,35.08154068835,0.9999999999999865,絺
57,57,36.0,陉,河南省沁阳市西北,['河南省沁阳市西北'],西北,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.82138557806744 35.190658622595265),['河南省'],['焦作市'],['沁阳市'],[],[],[],[],[],[],[],36.01866515826829,0.99286302339274,112.82138557806744,35.190658622595265,0.9999999999999922,陉
58,58,37.0,阳樊,河南省南阳市,['河南省南阳市'],,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.1860566776014,33.06080863027986,0.0,
59,59,37.0,温,河南省温县,['河南省温县'],,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.809706139204343,0.9992451196212696,113.07546,34.93812,0.0,
60,60,37.0,原,河南省原阳县,['河南省原阳县'],,"[['河南', '原阳']]",[{'county': 410725}],County,[],modern,POINT (113.9335926168259 35.022581390415695),['河南省'],['新乡市'],['原阳县'],[],[],[],[],[],[],[],63.93833858648497,0.987330834588298,113.9335926168259,35.022581390415695,0.0,
61,61,37.0,州,河南省巩义市,['河南省巩义市'],,"[['河南', '巩义']]",[{'county': 410181}],County,[],modern,POINT (113.07670812825705 34.70520319415691),['河南省'],['郑州市'],['巩义市'],[],[],[],[],[],[],[],44.34613734570631,0.9912129629605112,113.07670812825704,34.70520319415691,0.0,
62,62,37.0,陉,河北省正定县,['河北省正定县'],,"[['河北', '正定']]",[{'county': 130123}],County,[],modern,POINT (114.55372797745767 38.21980536169552),['河北省'],['石家庄市'],['正定县'],[],[],[],[],[],[],[],30.858687942972303,0.99388545541563,114.55372797745768,38.21980536169552,0.0,
63,63,37.0,鉏,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.6525280027586384,鉏
64,64,39.0,瑕县,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],[],[],[],[],[],[],[],78.79853179084436,0.9843863375945072,110.56905901632432,34.55543679804472,0.9999999999999991,﻿瑕
65,65,40.0,阴地,河南省卢氏县东北之阴地城,['河南省卢氏县东北之阴地城'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],[],[],[],[],[],[],[],91.74699458570984,0.981820643511707,111.00043935782008,33.97959176567885,0.9999999999999956,﻿阴地
66,66,41.0,瓜衍之县,山西省孝义市北,['山西省孝义市北'],北,"[['山西', '孝义']]",[{'county': 141181}],County,[],modern,POINT (111.47332812158838 37.21365600896934),['山西省'],['吕梁市'],['孝义市'],[],[],[],[],[],[],[],50.855951323254935,0.9899230653512792,111.47332812158838,37.21365600896934,0.0,
67,67,42.0,邢丘,河南省温县东北,['河南省温县东北'],东北,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.809706139204343,0.9992451196212696,113.07546,34.93812,0.8594006173772877,﻿邢丘
68,68,43.0,长子,今山西省长子县,['今山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],[],[],[],[],[],[],[],47.71652396683715,0.9905451322575484,112.74601270384925,36.09642053371503,0.9999999999999997,﻿长子
69,69,43.0,纯留,今山西省屯留县东南,['今山西省屯留县东南'],东南,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.88287121093828 36.268995887901944),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.88287121093828,36.26899588790194,0.9999999999999991,纯留
70,70,44.0,绛,山西省翼城县东南,['山西省翼城县东南'],东南,"[['山西', '翼城']]",[{'county': 141022}],County,[],modern,POINT (111.90603287202585 35.548721585602976),['山西省'],['临汾市'],['翼城县'],[],[],[],[],[],[],[],59.46143143277637,0.9882179185901202,111.90603287202585,35.548721585602976,0.8993660285390623,﻿绛
71,71,44.0,新绛,山西省侯马市西,['山西省侯马市西'],西,"[['山西', '侯马']]",[{'county': 141081}],County,[],modern,POINT (111.32846183259753 35.59036828305365),['山西省'],['临汾市'],['侯马市'],[],[],[],[],[],[],[],18.11651056283706,0.9964102747416096,111.32846183259753,35.59036828305365,0.9999999999999335,新绛；新田
72,72,45.0,任县,今河北省任县东南,['今河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],[],[],[],[],[],[],[],31.617705783454237,0.9937350585991958,114.8384068178018,37.13056301937191,0.9999999999999938,﻿任
73,73,46.0,中牟,今河南省鹤壁市西,['今河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],[],[],[],[],[],[],[],70.3806233928675,0.9860543176558012,114.170996819837,35.748493488758115,0.9999999999999984,﻿中牟
74,74,48.0,邬县,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],[],[],[],[],[],[],[],40.88995184656126,0.9918977944207934,112.07433048751864,37.0744554990241,0.9999999999999982,﻿邬
75,75,48.0,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['祁县', '山西']]",[{'LEV2': 'hvd_121841'}],['县'],[],historic,POINT (112.3153 37.35382),['山西省'],['晋中市'],['祁县'],[],['祁县'],['太原府'],['山西'],[],[1911.0],[1911.0],3.845594371524424,0.999238008489488,112.3153,37.35382,0.32182938761939706,祁
76,76,48.0,平陵县,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],[],[],[],[],[],[],[],70.54339100875903,0.986022065803548,112.02085390132206,37.501287527895926,1.0,平陵
77,77,48.0,梗阳县,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],[],[],[],[],[],[],[],40.44159733399773,0.991986634350143,112.28442053702732,37.61975373872302,0.9999999999999838,梗阳
78,78,48.0,涂水县,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],[],[],[],[],[],[],[],59.01837749784267,0.9883057082279504,112.71080729830436,37.580962019394775,1.0,涂水
79,79,48.0,马首县,山西省寿阳县东南,['山西省寿阳县东南'],东南,"[['山西', '寿阳']]",[{'county': 140725}],County,[],modern,POINT (113.23339424621481 37.67317466233141),['山西省'],['晋中市'],['寿阳县'],[],[],[],[],[],[],[],65.28824085142477,0.98706335602282,113.2333942462148,37.67317466233141,0.9999999999999903,马首
80,80,48.0,盂县,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],[],[],[],[],[],[],[],87.44477664945516,0.9826731134362716,112.93120833021128,38.279632932372,0.9999999999999978,盂
81,81,49.0,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],[],[],[],[],[],[],[],61.43167987551398,0.9878275205288782,112.61813237788624,36.57589974482548,0.9999999999999972,﻿铜鞮
