index,id,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y
10,1.0,安陆府城,['安陆府城'],,"[['安陆'], ['府城']]","[{'LEV2': 'hvd_9606'}, {'LEV1': 'hvd_44857'}]","['府', '县']",['Multiple Matches'],historic,,['山西省'],['阳泉市'],['城区'],['府城县'],"['安陆府', '贝州']","['湖北', '北周']",[],[],"[1820.0, 596]","[1820.0, 605]",,,,
11,1.0,县,['县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
12,1.0,章山,['章山'],,[['章山']],[{'LEV2': 'hvd_34408'}],['郡'],[],historic,POINT (112.54124 30.8881),[],[],[],[],['章山郡'],[],[],[],[550.0],[586.0],10.426308844742616,0.9979340621869793,112.54124,30.8881
13,3.0,湖阳,['湖阳'],,[['湖阳']],[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),[],[],[],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853
14,3.0,湖阳县县,['湖阳县县'],,[['湖阳']],[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),[],[],[],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853
15,3.0,湖阳县故城,['湖阳县故城'],,[['故城']],[{'county': 131126}],County,[],modern,POINT (115.86658265576625 37.30284740953199),['河北省'],['衡水市'],['故城县'],[],[],[],[],[],[],[],58.382367671961305,0.9884317314225736,115.86658265576625,37.30284740953199
16,3.0,南阳郡湖阳县,['南阳郡湖阳县'],,"[['湖阳', '南阳']]",[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),['河南省'],['南阳市'],['NA'],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853
17,3.0,河南省固始县东北姓,['河南省固始县东北姓'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
18,3.0,河南省唐河县西南,['河南省唐河县西南'],西南,"[['河南', '唐河']]",[{'county': 411328}],County,[],modern,POINT (112.69460497288287 32.48221219542366),['河南省'],['南阳市'],['唐河县'],[],[],[],[],[],[],[],79.25960938735419,0.9842949766291309,112.69460497288287,32.48221219542366
19,3.0,阳,['阳'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
20,4.0,邓县,['邓县'],,[['邓县']],[{'LEV1': 'hvd_45652'}],['县'],[],historic,POINT (112.09982 32.08813),['河南省'],['南阳市'],['邓州市'],['邓县'],['南阳郡'],[],[],[],[-272],[216],5.693362809470346,0.9988718794267003,112.09982,32.08813
21,4.0,襄阳山湾,['襄阳山湾'],,"[['襄阳'], ['阳山']]","[{'prefecture': 4206}, {'county': 441823}]",County,['Multiple Matches'],modern,POINT (112.30441046937267 28.224216172859883),"['广东省', '湖北省']","['清远市', '襄阳市']","['阳山县', 'NA']",[],[],[],[],[],[],[],231.05567655951188,0.9542170996250448,112.30441046937267,28.224216172859883
22,4.0,湖北省襄樊市西北,['湖北省襄樊市西北'],西北,[['湖北']],[{'province': 42}],Province,[],modern,POINT (110.92700497356418 32.15883161637984),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,110.92700497356418,32.15883161637984
23,4.0,河南省邓州市,['河南省邓州市'],,"[['河南', '邓州']]",[{'county': 411381}],County,[],modern,POINT (112.09207514991527 32.70213990455176),['河南省'],['南阳市'],['邓州市'],[],[],[],[],[],[],[],73.69042944612337,0.9853984907873468,112.09207514991527,32.70213990455176
24,5.0,河南省南阳市,['河南省南阳市'],,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
25,5.0,迳宛城,['迳宛城'],,[['宛城']],[{'county': 411302}],County,[],modern,POINT (112.6082970198222 32.89347798089939),['河南省'],['南阳市'],['宛城区'],[],[],[],[],[],[],[],58.29034410398607,0.988449965581143,112.6082970198222,32.89347798089939
26,5.0,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
27,5.0,南阳郡宛县,['南阳郡宛县'],,"[['宛县', '南阳']]",[{'LEV1': 'hvd_82610'}],['县'],[],historic,POINT (112.53547 33.00168),['河南省'],['南阳市'],['NA'],['宛县'],['南阳郡'],['秦'],[],[],[-272],[13],7.2410052999998324,0.9985652193047115,112.53547,33.00168
28,5.0,南阳宛县,['南阳宛县'],,"[['宛县', '南阳']]",[{'LEV1': 'hvd_82610'}],['县'],[],historic,POINT (112.53547 33.00168),['河南省'],['南阳市'],['NA'],['宛县'],['南阳郡'],['秦'],[],[],[-272],[13],7.2410052999998324,0.9985652193047115,112.53547,33.00168
29,5.0,南阳府县,['南阳府县'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
30,5.0,南阳郡,['南阳郡'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
31,5.0,南阳县,['南阳县'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
32,6.0,邓州南阳西,['邓州南阳西'],西,"[['南阳', '邓州']]",[{'county': 411381}],County,[],modern,POINT (111.95409595812583 32.731824392374506),['河南省'],['南阳市'],['邓州市'],[],[],[],[],[],[],[],73.69042944612337,0.9853984907873468,111.95409595812583,32.731824392374506
33,6.0,新蔡县青陂之东,['新蔡县青陂之东'],东,"[['新蔡'], ['青']]","[{'county': 411729}, {'county': 130922}]",County,['Multiple Matches'],modern,POINT (115.89207541386699 35.6744869168054),"['河南省', '河北省']","['驻马店市', '沧州市']","['青县', '新蔡县']",[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,115.89207541386699,35.6744869168054
34,6.0,宛西吕城宛县,['宛西吕城宛县'],,[['宛县']],[{'LEV1': 'hvd_82610'}],['县'],[],historic,POINT (112.53547 33.00168),"['山西省', '云南省']","['普洱市', '阳泉市']","['西盟佤族自治县', '城区']",['宛县'],['南阳郡'],['秦'],[],[],[-272],[13],7.2410052999998324,0.9985652193047115,112.53547,33.00168
35,6.0,宛县,['宛县'],,[['宛县']],[{'LEV1': 'hvd_82610'}],['县'],[],historic,POINT (112.53547 33.00168),[],[],[],['宛县'],['南阳郡'],['秦'],[],[],[-272],[13],7.2410052999998324,0.9985652193047115,112.53547,33.00168
36,6.0,南阳宛县,['南阳宛县'],,"[['宛县', '南阳']]",[{'LEV1': 'hvd_82610'}],['县'],[],historic,POINT (112.53547 33.00168),['河南省'],['南阳市'],['NA'],['宛县'],['南阳郡'],['秦'],[],[],[-272],[13],7.2410052999998324,0.9985652193047115,112.53547,33.00168
37,6.0,大吕亭吕亭,['大吕亭吕亭'],,[['吕亭']],[{'LEV1': 'hvd_43028'}],['县'],[],historic,POINT (117.01725 31.1139),[],[],[],['吕亭县'],[],[],[],[],[448],[501],4.327287618609168,0.9991425626027174,117.01725,31.1139
38,6.0,河南省新蔡县,['河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.93192773327081,32.800446441694675
39,6.0,汝南府新蔡县北,['汝南府新蔡县北'],北,"[['新蔡', '汝南']]",[{'LEV1': 'hvd_83173'}],['县'],[],historic,POINT (114.97392 32.75126),['河南省'],['驻马店市'],"['汝南县', '新蔡县']",['新蔡县'],['汝南郡'],[],[],[],[-221],[526],6.029077369446206,0.9988053587227615,114.97392,32.75126
40,6.0,汝南新蔡吕亭,['汝南新蔡吕亭'],,"[['新蔡', '汝南']]",[{'LEV1': 'hvd_83173'}],['县'],[],historic,POINT (114.97392 32.75126),['河南省'],['驻马店市'],"['汝南县', '新蔡县']",['新蔡县'],['汝南郡'],[],[],[],[-221],[526],6.029077369446206,0.9988053587227615,114.97392,32.75126
41,6.0,河南省南阳市西,['河南省南阳市西'],西,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (111.73482409735638 33.083013784123835),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,111.73482409735638,33.083013784123835
42,7.0,新息县故城南,['新息县故城南'],南,"[['故城'], ['新'], ['息']]","[{'county': 131126}, {'county': 411523}, {'county': 411528}]",County,['Multiple Matches'],modern,POINT (115.23192177371205 33.80600146421149),"['河南省', '河北省']","['信阳市', '衡水市']","['新县', '息县', '故城县']",[],[],[],[],[],[],[],63.42386929632447,0.9874327749370836,115.23192177371205,33.80600146421149
43,7.0,息城,['息城'],,"[['城'], ['息']]","[{'county': 140302}, {'county': 411528}]",County,['Multiple Matches'],modern,POINT (114.2104556329055 35.13473681493127),"['山西省', '河南省']","['信阳市', '阳泉市']","['息县', '城区']",[],[],[],[],[],[],[],63.42386929632447,0.9874327749370836,114.2104556329055,35.13473681493127
44,7.0,息县晋,['息县晋'],,[['息县']],[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),"['河南省', '河北省']","['石家庄市', '信阳市']","['息县', '晋州市']",['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243
45,7.0,汉晋汝南郡,['汉晋汝南郡'],,"[['南郡'], ['汝南']]","[{'LEV1': 'hvd_34447'}, {'LEV1': 'hvd_46007'}]","['郡', '县']",['Multiple Matches'],historic,,['河北省'],['石家庄市'],['晋州市'],"['南郡', '汝南县']",[],[],[],[],"[607, 378]","[620, 588]",,,,
46,7.0,淮水,['淮水'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
47,7.0,唐豫州新息县西,['唐豫州新息县西'],西,"[['豫州', '唐']]",[{'LEV2': 'hvd_110965'}],['州'],[],historic,POINT (114.346 33.00754),"['河南省', '河北省']","['信阳市', '保定市']","['唐县', '息县', '新县']",[],['豫州'],['唐'],[],[],[621.0],[741.0],7.9693941353084385,0.9984208915219982,114.346,33.00754
48,7.0,新息县,['新息县'],,"[['息县'], ['新息']]","[{'LEV1': 'hvd_617'}, {'LEV1': 'hvd_82584'}]","['县', '县']",['Multiple Matches'],historic,,['河南省'],['信阳市'],"['新县', '息县']","['息县', '新息县']","['光州', '汝南郡']",['河南'],[],[],"[1820, -202]","[1820, 13]",,,,
49,7.0,蔡州新息县,['蔡州新息县'],,"[['息县'], ['蔡州'], ['新息']]","[{'LEV1': 'hvd_617'}, {'LEV2': 'hvd_105397'}, {'LEV1': 'hvd_82584'}]","['县', '州', '县']",['Multiple Matches'],historic,,['河南省'],['信阳市'],"['新县', '息县']","['息县', '新息县']","['光州', '蔡州', '汝南郡']",['河南'],[],[],"[1820, 583.0, -202]","[1820, 606.0, 13]",,,,
50,8.0,置县,['置县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
51,8.0,陕西省商县东南之商洛县,['陕西省商县东南之商洛县'],,"[['陕西', '商洛', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],[],[],[],[],[],[],[],69.6832571394604,0.9861924984188969,109.9172640670168,33.91256989641228
52,8.0,州,['州'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
53,8.0,县邬,['县邬'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
54,8.0,河南省淅川县西南,['河南省淅川县西南'],西南,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.34881046227096 32.89586563317357),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.34881046227096,32.89586563317357
55,8.0,汉晋商县,['汉晋商县'],,[['商县']],[{'LEV1': 'hvd_71245'}],['县'],[],historic,POINT (110.29559 33.69952),"['陕西省', '河北省']","['石家庄市', '商洛市']","['商州区', '晋州市']",['商县'],['秦'],[],[],[],[-350],[266],3.1195841442999104,0.999381864959059,110.29559,33.69952
56,8.0,上雒商县,['上雒商县'],,"[['商县'], ['上雒']]","[{'LEV1': 'hvd_71245'}, {'LEV1': 'hvd_71249'}]","['县', '县']",['Multiple Matches'],historic,,['陕西省'],['商洛市'],['商州区'],"['商县', '上雒县']","['秦', '弘农郡']",['西汉'],[],[],"[-350, -113]","[266, 30]",,,,
57,8.0,商密,['商密'],,"[['密'], ['商']]","[{'county': 410183}, {'county': 611002}]",County,['Multiple Matches'],modern,POINT (111.64789829209423 34.20599680201488),"['河南省', '陕西省']","['郑州市', '商洛市']","['商州区', '新密市']",[],[],[],[],[],[],[],69.6832571394604,0.9861924984188969,111.64789829209423,34.20599680201488
58,8.0,邑,['邑'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
59,9.0,蒋国城,['蒋国城'],,[['城']],[{'county': 140302}],County,[],modern,POINT (113.54813158677086 37.86591791066611),['山西省'],['阳泉市'],['城区'],[],[],[],[],[],[],[],11.212881781079998,0.9977782054215529,113.54813158677086,37.86591791066611
60,9.0,河南省淮滨县东南期思乡,['河南省淮滨县东南期思乡'],,"[['河南', '淮滨']]",[{'county': 411527}],County,[],modern,POINT (115.31412286503618 32.46081562194832),['河南省'],['信阳市'],['淮滨县'],[],[],[],[],[],[],[],55.69217627928692,0.9889647837429248,115.31412286503618,32.46081562194832
61,9.0,魏晋期思县东北期思城,['魏晋期思县东北期思城'],,"[['思城'], ['期思']]","[{'LEV1': 'hvd_44080'}, {'LEV1': 'hvd_82559'}]","['羁縻州', '县']",['Multiple Matches'],historic,,"['山西省', '河北省', '山东省']","['石家庄市', '青岛市', '阳泉市', '邯郸市']","['城区', '市北区', '晋州市', '魏县']","['思城州', '期思县']","['太平府', '蒋州']",['浙江行省'],['元'],[],"[1369, 1158]","[1732, 1160]",,,,
62,9.0,期思,['期思'],,[['期思']],[{'LEV1': 'hvd_82559'}],['县'],[],historic,POINT (114.89877 32.0097),[],[],[],['期思县'],['蒋州'],[],[],[],[1158],[1160],4.10882535299619,0.9991858501613318,114.89877,32.0097
63,9.0,期思思,['期思思'],,[['期思']],[{'LEV1': 'hvd_82559'}],['县'],[],historic,POINT (114.89877 32.0097),[],[],[],['期思县'],['蒋州'],[],[],[],[1158],[1160],4.10882535299619,0.9991858501613318,114.89877,32.0097
64,9.0,固始县西北,['固始县西北'],西北,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.60621582708893 32.322291366516026),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.60621582708893,32.322291366516026
65,9.0,期思县,['期思县'],,[['期思']],[{'LEV1': 'hvd_82559'}],['县'],[],historic,POINT (114.89877 32.0097),[],[],[],['期思县'],['蒋州'],[],[],[],[1158],[1160],4.10882535299619,0.9991858501613318,114.89877,32.0097
66,9.0,南郡期思县,['南郡期思县'],,"[['南郡'], ['期思']]","[{'LEV1': 'hvd_34447'}, {'LEV1': 'hvd_82559'}]","['郡', '县']",['Multiple Matches'],historic,,['山东省'],['青岛市'],['市南区'],"['南郡', '期思县']",['蒋州'],[],[],[],"[607, 1158]","[620, 1160]",,,,
67,9.0,思,['思'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
68,9.0,期思楚期思县,['期思楚期思县'],,[['期思']],[{'LEV1': 'hvd_82559'}],['县'],[],historic,POINT (114.89877 32.0097),[],[],[],['期思县'],['蒋州'],[],[],[],[1158],[1160],4.10882535299619,0.9991858501613318,114.89877,32.0097
69,9.0,期思故城,['期思故城'],,[['故城']],[{'county': 131126}],County,[],modern,POINT (115.86658265576625 37.30284740953199),['河北省'],['衡水市'],['故城县'],[],[],[],[],[],[],[],58.382367671961305,0.9884317314225736,115.86658265576625,37.30284740953199
70,9.0,史灌河以东近淮河南岸,['史灌河以东近淮河南岸'],,[['河南岸']],[{'LEV1': 'hvd_126193'}],['村镇'],[],historic,POINT (114.41546 23.07841),"['河南省', '重庆市']","['NA', '重庆市辖区']","['南岸区', 'NA']",['河南岸'],['归善县'],['惠州府'],['广东'],[],[1911],[1911],1.2612394408198824,0.99975008967307,114.41546,23.07841
71,9.0,固始县期思邑,['固始县期思邑'],,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
72,9.0,濮,['濮'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
73,9.0,河南省固始县东北、,['河南省固始县东北、'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
74,9.0,光州,['光州'],,[['光州']],[{'LEV2': 'hvd_9590'}],['直隶州'],[],historic,POINT (115.04458 32.1303),[],[],[],[],['光州'],['河南'],[],[],[1820.0],[1820.0],6.217635445986574,0.9987679965780106,115.04458,32.1303
75,10.0,容城,['容城'],,[['容城']],[{'county': 130629}],County,[],modern,POINT (115.91426039099173 39.05528751875205),['河北省'],['保定市'],['容城县'],[],[],[],[],[],[],[],29.697843450439805,0.9941154728233119,115.91426039099173,39.05528751875205
76,10.0,河南省鲁山县东南,['河南省鲁山县东南'],东南,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.97315054814776 33.635538449837114),['河南省'],['平顶山市'],['鲁山县'],[],[],[],[],[],[],[],91.6839266446544,0.9818331402107935,112.97315054814776,33.635538449837114
77,10.0,河南省西峡县,['河南省西峡县'],,"[['河南', '西峡']]",[{'county': 411323}],County,[],modern,POINT (111.33477339151108 33.463616943856806),['河南省'],['南阳市'],['西峡县'],[],[],[],[],[],[],[],87.43215001714287,0.9826756153607332,111.33477339151108,33.463616943856806
78,12.0,庐县县,['庐县县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
79,12.0,襄阳中庐县,['襄阳中庐县'],,"[['中庐', '襄阳']]",[{'LEV1': 'hvd_45696'}],['县'],[],historic,POINT (112.0238 31.91545),['山东省'],['济南市'],['市中区'],['中庐县'],['襄阳郡'],[],[],[],[208],[551],4.012971928098163,0.9992048431930894,112.0238,31.91545
80,12.0,汉水中游南岸,['汉水中游南岸'],,"[['南岸'], ['中']]","[{'county': 500108}, {'county': 370103}]",County,['Multiple Matches'],modern,POINT (111.8170934666295 33.05261725506029),"['重庆市', '山东省']","['济南市', '重庆市辖区']","['南岸区', '市中区']",[],[],[],[],[],[],[],29.95470545014169,0.9940645764873397,111.8170934666295,33.05261725506029
81,12.0,湖北省襄樊市西南,['湖北省襄樊市西南'],西南,[['湖北']],[{'province': 42}],Province,[],modern,POINT (109.51835403262527 30.068949733121002),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,109.51835403262527,30.068949733121002
82,11.0,宜城,['宜城'],,[['宜城']],[{'county': 420684}],County,[],modern,POINT (112.40848498654628 31.67562340909594),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.40848498654628,31.67562340909594
83,11.0,河南省淅川县西南,['河南省淅川县西南'],西南,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.34881046227096 32.89586563317357),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.34881046227096,32.89586563317357
84,11.0,河南淅川下寺八,['河南淅川下寺八'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.40831487747542,32.979228249657424
85,11.0,湖北省宜城县东南,['湖北省宜城县东南'],东南,"[['湖北', '宜城']]",[{'county': 420684}],County,[],modern,POINT (112.54929721526733 31.592039069509852),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.54929721526733,31.592039069509852
86,11.0,县,['县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
87,11.0,商密,['商密'],,"[['密'], ['商']]","[{'county': 410183}, {'county': 611002}]",County,['Multiple Matches'],modern,POINT (111.64789829209423 34.20599680201488),"['河南省', '陕西省']","['郑州市', '商洛市']","['商州区', '新密市']",[],[],[],[],[],[],[],69.6832571394604,0.9861924984188969,111.64789829209423,34.20599680201488
88,13.0,石溪,['石溪'],,[['石溪']],[{'LEV1': 'hvd_138134'}],['村镇'],[],historic,POINT (117.85448 26.76551),[],[],[],['石溪'],['顺昌县'],['剑州'],['永安军节度使'],['五代南唐'],[1911],[1911],5.934580689134167,0.9988240829201711,117.85448,26.76551
89,13.0,汉中郡,['汉中郡'],,[['汉中']],[{'prefecture': 6107}],Prefecture,[],modern,POINT (107.02313109729458 33.01812403770947),['陕西省'],['汉中市'],['NA'],[],[],[],[],[],[],[],262.943312937908,0.9478986723903481,107.02313109729458,33.01812403770947
90,13.0,湖北省竹山县西南,['湖北省竹山县西南'],西南,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.02016358021368 32.23409831660457),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.9750624569602159,110.02016358021368,32.23409831660457
91,13.0,上庸县,['上庸县'],,[['上庸']],[{'LEV1': 'hvd_34541'}],['郡'],[],historic,POINT (110.2286 32.22613),[],[],[],['上庸郡'],[],[],[],[],[215],[219],5.032420567831124,0.9990028428951299,110.2286,32.22613
92,13.0,竹山县东,['竹山县东'],东,[['竹山']],[{'county': 420323}],County,[],modern,POINT (110.23524715319574 32.21622276152453),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.9750624569602159,110.23524715319574,32.21622276152453
93,13.0,庸郡,['庸郡'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
94,13.0,上庸,['上庸'],,[['上庸']],[{'LEV1': 'hvd_34541'}],['郡'],[],historic,POINT (110.2286 32.22613),[],[],[],['上庸郡'],[],[],[],[],[215],[219],5.032420567831124,0.9990028428951299,110.2286,32.22613
95,14.0,河南省淮阳县,['河南省淮阳县'],,"[['河南', '淮阳']]",[{'county': 411603}],County,[],modern,POINT (114.83825605453461 33.678069228952864),['河南省'],['周口市'],['淮阳区'],[],[],[],[],[],[],[],64.09541647393486,0.9872997101364804,114.83825605453461,33.678069228952864
96,14.0,宛丘,['宛丘'],,[['宛丘']],[{'LEV1': 'hvd_82005'}],['县'],[],historic,POINT (114.88245 33.73398),['河北省'],['邯郸市'],['邱县'],['宛丘县'],['陈郡'],[],[],[],[581],[581],7.377639193787281,0.9985381457610519,114.88245,33.73398
97,15.0,河南省固始县晋固始县晋固始县,['河南省固始县晋固始县晋固始县'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
98,15.0,楚沈县,['楚沈县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
99,15.0,安徽省临泉县,['安徽省临泉县'],,"[['安徽', '临泉']]",[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235643,115.32828737405632,32.85900566936147
100,15.0,县,['县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
