index,id,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y
23,5.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
24,5.0,南阳宛,['南阳宛'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
25,5.0,申国,['申国'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
26,5.0,南阳郡,['南阳郡'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
27,6.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
28,6.0,邓州南阳西,['邓州南阳西'],西,"[['南阳', '邓州']]",[{'county': 411381}],County,[],modern,POINT (111.95409595812583 32.731824392374506),['河南省'],['南阳市'],['邓州市'],[],[],[],[],[],[],[],73.69042944612337,0.9853984907873468,111.95409595812583,32.731824392374506
29,6.0,新蔡县,['新蔡县'],,[['新蔡']],[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.93192773327081,32.800446441694675
30,6.0,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
31,6.0,申县,['申县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
32,6.0,楚后,['楚后'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
33,6.0,汝南新蔡,['汝南新蔡'],,"[['新蔡', '汝南']]",[{'LEV1': 'hvd_83173'}],['县'],[],historic,POINT (114.97392 32.75126),['河南省'],['驻马店市'],"['新蔡县', '汝南县']",['新蔡县'],['汝南郡'],[],[],[],[-221],[526],6.029077369446206,0.9988053587227615,114.97392,32.75126
34,6.0,吕县,['吕县'],,[['吕县']],[{'LEV1': 'hvd_42778'}],['县'],[],historic,POINT (117.4576 34.17229),[],[],[],['吕县'],['彭城郡'],['西汉'],[],[],[-201],[580],0.4172458369224554,0.9999173241494512,117.4576,34.17229
35,6.0,河南省新蔡县,['河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.93192773327081,32.800446441694675
36,6.0,吕国,['吕国'],,[['吕国']],[{'LEV1': 'hvd_112375'}],['国'],[],historic,POINT (117.42096 36.78702),[],[],[],['吕国'],['西汉'],[],[],[],[-187],[-182],0.1529995414732198,0.9999696836586359,117.42096,36.78702
37,6.0,新蔡,['新蔡'],,[['新蔡']],[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],[],[],[],[],[],[],[],53.79125465482472,0.9893414449297402,114.93192773327081,32.800446441694675
38,6.0,吕城,['吕城'],,[['城']],[{'county': 140302}],County,[],modern,POINT (113.54813158677086 37.86591791066611),['山西省'],['阳泉市'],['城区'],[],[],[],[],[],[],[],11.212881781079998,0.9977782054215529,113.54813158677086,37.86591791066611
39,6.0,青陂,['青陂'],,[['青']],[{'county': 130922}],County,[],modern,POINT (116.8824760039748 38.569471226704735),['河北省'],['沧州市'],['青县'],[],[],[],[],[],[],[],50.66489875444828,0.989960921771231,116.8824760039748,38.569471226704735
40,6.0,河南省南阳市西,['河南省南阳市西'],西,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (111.73482409735638 33.083013784123835),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,111.73482409735638,33.083013784123835
41,7.0,河南省息县,['河南省息县'],,"[['息县', '河南']]",[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243
42,7.0,宋新息县,['宋新息县'],,"[['息县'], ['新息']]","[{'LEV1': 'hvd_617'}, {'LEV1': 'hvd_82584'}]","['县', '县']",['Multiple Matches'],historic,,['河南省'],['信阳市'],"['新县', '息县']","['息县', '新息县']","['光州', '汝南郡']",['河南'],[],[],"[1820, -202]","[1820, 13]",,,,
43,7.0,慎阳县,['慎阳县'],,[['慎阳']],[{'LEV1': 'hvd_83168'}],['县'],[],historic,POINT (114.37146 32.78049),[],[],[],['慎阳县'],['汝南郡'],[],[],[],[-206],[386],1.3440902982366947,0.9997336730560555,114.37146,32.78049
44,7.0,北魏,['北魏'],,[['北魏']],[{'LEV3': 'hvd_113680'}],['政权'],[],historic,POINT (113.29639 40.09284),"['山东省', '河北省']","['邯郸市', '青岛市']","['魏县', '市北区']",[],['北魏'],[],[],[],[386.0],[493.0],1.7187243981747862,0.9996594405769842,113.29639,40.09284
45,7.0,申县,['申县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
46,7.0,晋汝南郡,['晋汝南郡'],,"[['南郡'], ['汝南']]","[{'LEV1': 'hvd_34447'}, {'LEV1': 'hvd_46007'}]","['郡', '县']",['Multiple Matches'],historic,,['河北省'],['石家庄市'],['晋州市'],"['南郡', '汝南县']",[],[],[],[],"[607, 378]","[620, 588]",,,,
47,7.0,陂水,['陂水'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
48,7.0,汉晋新息县,['汉晋新息县'],,"[['息县'], ['新息']]","[{'LEV1': 'hvd_617'}, {'LEV1': 'hvd_82584'}]","['县', '县']",['Multiple Matches'],historic,,"['河南省', '河北省']","['信阳市', '石家庄市']","['新县', '息县', '晋州市']","['息县', '新息县']","['光州', '汝南郡']",['河南'],[],[],"[1820, -202]","[1820, 13]",,,,
49,7.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
50,7.0,息县,['息县'],,[['息县']],[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243
51,7.0,汝水,['汝水'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
52,7.0,新息县,['新息县'],,"[['息县'], ['新息']]","[{'LEV1': 'hvd_617'}, {'LEV1': 'hvd_82584'}]","['县', '县']",['Multiple Matches'],historic,,['河南省'],['信阳市'],"['新县', '息县']","['息县', '新息县']","['光州', '汝南郡']",['河南'],[],[],"[1820, -202]","[1820, 13]",,,,
53,7.0,唐豫州新息县,['唐豫州新息县'],,"[['豫州', '唐']]",[{'LEV2': 'hvd_110965'}],['州'],[],historic,POINT (114.346 33.00754),"['河南省', '河北省']","['信阳市', '保定市']","['新县', '唐县', '息县']",[],['豫州'],['唐'],[],[],[621.0],[741.0],7.9693941353084385,0.9984208915219982,114.346,33.00754
54,7.0,青陂,['青陂'],,[['青']],[{'county': 130922}],County,[],modern,POINT (116.8824760039748 38.569471226704735),['河北省'],['沧州市'],['青县'],[],[],[],[],[],[],[],50.66489875444828,0.989960921771231,116.8824760039748,38.569471226704735
55,8.0,湖北省,['湖北省'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560233
56,8.0,陕西省,['陕西省'],,[['陕西']],[{'province': 61}],Province,[],modern,POINT (109.56317830006111 35.651506422327515),['陕西省'],['NA'],['NA'],[],[],[],[],[],[],[],908.4795525725424,0.8199878511212438,109.56317830006111,35.651506422327515
57,8.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
58,8.0,河南省淅川县,['河南省淅川县'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.40831487747542,32.979228249657424
59,8.0,雒商县,['雒商县'],,[['商县']],[{'LEV1': 'hvd_71245'}],['县'],[],historic,POINT (110.29559 33.69952),['陕西省'],['商洛市'],['商州区'],['商县'],['秦'],[],[],[],[-350],[266],3.1195841442999104,0.999381864959059,110.29559,33.69952
60,9.0,河南省淮滨县,['河南省淮滨县'],,"[['河南', '淮滨']]",[{'county': 411527}],County,[],modern,POINT (115.31412286503618 32.46081562194832),['河南省'],['信阳市'],['淮滨县'],[],[],[],[],[],[],[],55.69217627928692,0.9889647837429248,115.31412286503618,32.46081562194832
61,9.0,蒋国,['蒋国'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
62,9.0,汝南郡,['汝南郡'],,[['汝南']],[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],[],[],[],[],[],[],[],62.55839383463925,0.9876042659708869,114.28378837944982,32.91278058629857
63,9.0,思县,['思县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
64,9.0,固始县,['固始县'],,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
65,9.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
66,9.0,光州,['光州'],,[['光州']],[{'LEV2': 'hvd_9590'}],['直隶州'],[],historic,POINT (115.04458 32.1303),[],[],[],[],['光州'],['河南'],[],[],[1820.0],[1820.0],6.217635445986574,0.9987679965780106,115.04458,32.1303
67,9.0,河南省固始县,['河南省固始县'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
68,10.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
69,10.0,河南省,['河南省'],,[['河南']],[{'province': 41}],Province,[],modern,POINT (113.12092453524787 33.871153246001654),['河南省'],['NA'],['NA'],[],[],[],[],[],[],[],602.402864236179,0.8806359110947484,113.12092453524787,33.871153246001654
70,10.0,河南省鲁山县东南,['河南省鲁山县东南'],东南,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.97315054814776 33.635538449837114),['河南省'],['平顶山市'],['鲁山县'],[],[],[],[],[],[],[],91.6839266446544,0.9818331402107935,112.97315054814776,33.635538449837114
71,12.0,楚邑,['楚邑'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
72,12.0,庐县,['庐县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
73,12.0,湖北省襄樊市,['湖北省襄樊市'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560233
74,12.0,庐邑,['庐邑'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
75,11.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
76,11.0,河南淅川,['河南淅川'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.40831487747542,32.979228249657424
77,11.0,河南省淅川县,['河南省淅川县'],,"[['河南', '淅川']]",[{'county': 411326}],County,[],modern,POINT (111.40831487747542 32.979228249657424),['河南省'],['南阳市'],['淅川县'],[],[],[],[],[],[],[],105.8536458764005,0.9790254582979839,111.40831487747542,32.979228249657424
78,11.0,湖北省宜城县东南,['湖北省宜城县东南'],东南,"[['湖北', '宜城']]",[{'county': 420684}],County,[],modern,POINT (112.54929721526733 31.592039069509852),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.54929721526733,31.592039069509852
79,13.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
80,13.0,湖北省竹山县,['湖北省竹山县'],,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.17542338040636 32.07901320445896),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.9750624569602159,110.17542338040636,32.07901320445896
81,13.0,竹山县,['竹山县'],,[['竹山']],[{'county': 420323}],County,[],modern,POINT (110.17542338040636 32.07901320445896),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.9750624569602159,110.17542338040636,32.07901320445896
82,13.0,上庸县,['上庸县'],,[['上庸']],[{'LEV1': 'hvd_34541'}],['郡'],[],historic,POINT (110.2286 32.22613),[],[],[],['上庸郡'],[],[],[],[],[215],[219],5.032420567831124,0.9990028428951299,110.2286,32.22613
83,14.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
84,15.0,沈县,['沈县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
85,15.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
86,15.0,楚国沈县,['楚国沈县'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
87,15.0,临泉县,['临泉县'],,[['临泉']],[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235643,115.32828737405632,32.85900566936147
88,15.0,汉晋,['汉晋'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145593,37.99490758059366
89,15.0,沈尹,['沈尹'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
90,15.0,平舆县,['平舆县'],,[['平舆']],[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.688347192945876,0.9899562755424965,114.62813044872894,32.94796881069685
91,15.0,楚国,['楚国'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
92,15.0,楚之沈县,['楚之沈县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
93,15.0,安徽省临泉县,['安徽省临泉县'],,"[['安徽', '临泉']]",[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235643,115.32828737405632,32.85900566936147
94,15.0,沈国,['沈国'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
95,15.0,汉晋固始县,['汉晋固始县'],,"[['固始'], ['晋']]","[{'county': 411525}, {'county': 130183}]",County,['Multiple Matches'],modern,POINT (115.39333505738719 35.066557918235404),"['河南省', '河北省']","['信阳市', '石家庄市']","['晋州市', '固始县']",[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.39333505738719,35.066557918235404
96,15.0,汝阴固始县,['汝阴固始县'],,[['固始']],[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
97,15.0,刘宋,['刘宋'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
98,15.0,河南省固始县,['河南省固始县'],,"[['河南', '固始']]",[{'county': 411525}],County,[],modern,POINT (115.6391085343304 32.16856521937008),['河南省'],['信阳市'],['固始县'],[],[],[],[],[],[],[],95.90564323075354,0.9809966213563307,115.6391085343304,32.16856521937008
99,15.0,河南省平舆县,['河南省平舆县'],,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.688347192945876,0.9899562755424965,114.62813044872894,32.94796881069685
100,16.0,河南省襄城县,['河南省襄城县'],,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],[],[],[],[],[],[],[],44.641506794131274,0.9911544365038909,113.56201351843009,33.8560914989737
101,16.0,安徽省亳州市,['安徽省亳州市'],,"[['安徽', '亳州']]",[{'prefecture': 3416}],Prefecture,[],modern,POINT (116.26897614985077 33.47245642643253),['安徽省'],['亳州市'],['NA'],[],[],[],[],[],[],[],164.22402857972116,0.9674595645015343,116.26897614985077,33.47245642643253
102,16.0,楚庄,['楚庄'],,[['楚庄']],[{'LEV1': 'hvd_148563'}],['村镇'],[],historic,POINT (115.17477 34.7691),[],[],[],['楚庄'],['睢州'],['归德府'],['河南'],[],[1911],[1911],3.993958596092253,0.9992086106204818,115.17477,34.7691
103,17.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
104,17.0,汉晋云杜县,['汉晋云杜县'],,"[['云杜'], ['杜县']]","[{'LEV1': 'hvd_43482'}, {'LEV1': 'hvd_70630'}]","['县', '县']",['Multiple Matches'],historic,,"['云南省', '河北省']","['临沧市', '石家庄市']","['晋州市', '云县']","['云杜县', '杜县']","['南郡', '秦国']",[],[],[],"[-202, -687]","[219, -66]",,,,
105,17.0,楚边,['楚边'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
106,17.0,郧国,['郧国'],,[['郧']],[{'county': 420322}],County,[],modern,POINT (110.19049872650419 33.01282163609654),['湖北省'],['十堰市'],['郧西县'],[],[],[],[],[],[],[],114.24352619506153,0.977363031905754,110.19049872650419,33.01282163609654
107,17.0,郧公,['郧公'],,[['郧']],[{'county': 420322}],County,[],modern,POINT (110.19049872650419 33.01282163609654),['湖北省'],['十堰市'],['郧西县'],[],[],[],[],[],[],[],114.24352619506153,0.977363031905754,110.19049872650419,33.01282163609654
108,17.0,东南,['东南'],东南,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
