Text ID,Toponym ID,Period,State,Text,Toponym,Address,Match Type,Match Result,Match Level,Match Error,Province,Prefecture,County,Direction,geometry,Maximum Error Distance,X,Y,Source,Start Page,End Page
44,51,Spring and Autumn Period,晋,绛有二地，其一在今山西省翼城县东南，晋穆侯自曲沃迁都于此，孝侯改绛日翼。至献公九年（前668），又复称绛，令“士城绛，以深其宫”(《左传》庄公二十六年)。景公徒都新田后，此地谓之故绛。其二在今山西省侯马市西，晋景公十五年（前586）自绛迁都于此，谓之新田或新绛，也称作绛。《左传》襄公三十年载：“二月癸未，晋悼夫人食舆人之城杞者，绛县人或年长矣，无子而往，与于食。……赵孟问其县大夫，则其属也。召之而谢过焉，曰：‘武不才，任君之大事，以晋国之多虞，不能由吾子，使吾子辱在泥塗久矣，武之罪也。敢谢不才。’遂仕之，使助为政。辞以劳。与之田，使为君复陶，以为绛县师，而废其舆尉。”这段文字记述了绛县年老者因无子而去城杞，其县大夫赵武得知后，以为这是自己失职所致，因此决定免去老者的劳役，并让他担任绛县师的职务。而绛（此时当是新绛）乃晋之国都，故由是可知在晋国，国都亦可称县。周振鹤进而推测或许春秋晋国的邑均可称县。因国都亦为邑，是有先主祖庙之邑。此时县与邑当同义（参见第二章第一节）。,﻿绛,山西省翼城县东南 ,Single,[{'county': 141022}],County,[],['山西'],['临汾'],['翼城'],,POINT (111.83083843675232 35.640141038702396),59.46143143,111.8308384,35.64014104,中国行政区划通史先秦卷,284,285
44,52,Spring and Autumn Period,晋,绛有二地，其一在今山西省翼城县东南，晋穆侯自曲沃迁都于此，孝侯改绛日翼。至献公九年（前668），又复称绛，令“士城绛，以深其宫”(《左传》庄公二十六年)。景公徒都新田后，此地谓之故绛。其二在今山西省侯马市西，晋景公十五年（前586）自绛迁都于此，谓之新田或新绛，也称作绛。《左传》襄公三十年载：“二月癸未，晋悼夫人食舆人之城杞者，绛县人或年长矣，无子而往，与于食。……赵孟问其县大夫，则其属也。召之而谢过焉，曰：‘武不才，任君之大事，以晋国之多虞，不能由吾子，使吾子辱在泥塗久矣，武之罪也。敢谢不才。’遂仕之，使助为政。辞以劳。与之田，使为君复陶，以为绛县师，而废其舆尉。”这段文字记述了绛县年老者因无子而去城杞，其县大夫赵武得知后，以为这是自己失职所致，因此决定免去老者的劳役，并让他担任绛县师的职务。而绛（此时当是新绛）乃晋之国都，故由是可知在晋国，国都亦可称县。周振鹤进而推测或许春秋晋国的邑均可称县。因国都亦为邑，是有先主祖庙之邑。此时县与邑当同义（参见第二章第一节）。,新绛,山西省侯马市西,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32846183259753 35.59036828305365),18.11651056,111.3284618,35.59036828,中国行政区划通史先秦卷,284,285
45,53,Spring and Autumn Period,晋,《左传》襄公三十年载：“（郑）羽颉出奔晋，为任大夫。”据此可知羽颉当为任县大夫。《左传》襄公三十年即晋平公十五年（前543），然则晋于是年应设置有任县，其地在今河北省任县东南。《左传》哀公四年（前491）又载：“（齐）国夏伐晋，取邢、任、栾、鄗、逆、阴人、盂、壶口，会鲜虞，纳荀寅于柏人。”可知春秋晚期，任县又曾属齐。战国时期，为赵邑。,﻿任县,河北省任县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.89783374588083 38.45476041072678),776.9062927,116.8978337,38.45476041,中国行政区划通史先秦卷,285,285
46,54,Spring and Autumn Period,晋,《韩非子·外储说左下》曰：“中牟无令，晋平公问赵武曰：‘中牟，吾国之股肱，邯郸之肩髀，寡人欲得其良令也，谁使而可？'武曰：‘邢伯子可。’”其中既然提到“中牟无令”，则晋平公时已有该县。又赵武之子景叔在位时为晋平公十九年（前539，参见《史记》卷43《赵世家》及《左传》昭公三年所载景叔之时齐景公使晏婴于晋之事)，是可断至迟此年晋已置有中牟县。另外《论语·阳货》载：佛肸为中牟宰。《史记》卷47《孔子世家》又云：“佛肸为中牟宰(《史记集解》引孔安国曰：晋大夫赵简子之邑宰)。赵简子攻范、中行，伐中牟。佛肸畔，使人召孔子。”此事据《新编年表》，在公元前490年。这些皆可为晋置有中牟县增添力证。中牟地望所在，诸说不一。《史记正义》曰：“相州汤阴县西五十八里，有牟山，盖中牟邑在此山侧也。”依其说，中牟在今河南省鹤壁市西。《中国历史地图集》从之。《汉书》卷28上《地理志上》以河南郡之中牟县当之（县下班固自注曰：“赵献侯自耿徒此”)，不确，此中牟乃春秋郑之中牟，战国时人魏，其地在今河南省中牟县东，与赵之中牟无涉。,﻿中牟县,河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.17099681983701 35.748493488758115),70.38062339,114.1709968,35.74849349,中国行政区划通史先秦卷,285,285
48,55,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,﻿邬县,今山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07433048751864 37.0744554990241),40.88995185,112.0743305,37.0744555,中国行政区划通史先秦卷,285,286
48,56,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,祁县,今山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (113.38457428233977 36.3740861912333),758.2426072,113.3845743,36.37408619,中国行政区划通史先秦卷,285,286
48,57,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,平陵县,今山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02085390132206 37.501287527895926),70.54339101,112.0208539,37.50128753,中国行政区划通史先秦卷,285,286
48,58,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,梗阳县,今山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.28442053702733 37.61975373872302),40.44159733,112.2844205,37.61975374,中国行政区划通史先秦卷,285,286
48,59,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,涂水,今山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71080729830437 37.580962019394775),59.0183775,112.7108073,37.58096202,中国行政区划通史先秦卷,285,286
48,60,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,马首,今山西省寿阳县东南,Single,[{'county': 140725}],County,[],['山西'],['晋中'],['寿阳'],东南,POINT (113.23339424621481 37.67317466233141),65.28824085,113.2333942,37.67317466,中国行政区划通史先秦卷,285,286
48,61,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政，分祁氏之田以为七县”，“司马弥牟为邬大夫，贾辛为祁大夫，司马乌为平陵大夫，魏戊为梗阳大夫，知徐吾为涂水大夫，韩固为马首大夫，孟丙为孟大夫”。是可知晋顷公十三年（前514）晋国设置了邬、祁、平陵、梗阳、涂水、马首、孟等七县。邬县在今山西省介休市东北。祁县在今山西省祁县东南，本为晋大夫祁奚的采邑。《左传》襄公二十一年曰：“乐王鲋见叔向，曰：‘吾为子请。’叔向弗应。出，不拜。其人皆咎叔向。叔向曰：‘必祁大夫。”杜预注曰：“祁大夫。祁奚也。食邑于祁，因以为氏。”可资为证。因此祁县是由原祁氏之田分出的，故应比原祁邑小许多。战国时期祁县属赵国，《战国策·东周策》所载“苏厉谓周君曰：‘败韩、魏，杀犀武，攻赵，取蔺、离石、祁者，皆白起”即可说明这一点。平陵县在今山西省文水县东北。战国时属赵，改称大陵。梗阳县在今山西省清徐县。涂水县在今山西省榆次市西南。马首县在今山西省寿阳县东南，此由江永《春秋地理考实》卷3引《汇纂》云“《元和郡县志》，马首故城在寿阳县东南十五里。今属太原府。今按，寿阳本马首邑，汉为榆次县之东境。晋始置寿阳县，旧属太原府。今以平定州为直隶州，寿阳属之”，可以断定。《中国历史地图集》认为在寿阳县西南，杨伯峻《春秋左传注》定在平定县东南，均不确。孟县在今山西省阳曲县东北，杨伯峻《春秋左传注》仅据杜预所注“今太原盂县”而定在今盂县，不确，是将古今盂县混为一地所致。,盂,今山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93120833021128 38.279632932372),87.44477665,112.9312083,38.27963293,中国行政区划通史先秦卷,285,286
49,62,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政”，“分羊舌氏之田以为三县”，“乐霄为铜鞮大夫，赵朝为平阳大夫，僚安为杨氏大夫”。则可知晋顷公十二年晋还置有铜鞮、平阳、杨县。铜鞮在今山西省沁县南。平阳在今山西省临汾市西南。杨本是西周姬姓诸侯国。杨，或作扬，春秋时期为晋所灭，成为羊舌肸之采邑，其地在今山西省洪洞县东南。铜鞮、平阳、杨等三县与上面所提及的祁、平陵、梗阳、涂水、马首、孟等七县（共计为十县），在性质上与其他晋县有所不同，这些县是由大夫的封建采邑重新划定后而设置的、真正具有郡县制意义的县，可视为地方行政制度萌芽的标志（参见第二章第一节）。,﻿铜鞮,今山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.10250252665824 36.09265276790748),758.2426072,112.1025025,36.09265277,中国行政区划通史先秦卷,286,286
49,63,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政”，“分羊舌氏之田以为三县”，“乐霄为铜鞮大夫，赵朝为平阳大夫，僚安为杨氏大夫”。则可知晋顷公十二年晋还置有铜鞮、平阳、杨县。铜鞮在今山西省沁县南。平阳在今山西省临汾市西南。杨本是西周姬姓诸侯国。杨，或作扬，春秋时期为晋所灭，成为羊舌肸之采邑，其地在今山西省洪洞县东南。铜鞮、平阳、杨等三县与上面所提及的祁、平陵、梗阳、涂水、马首、孟等七县（共计为十县），在性质上与其他晋县有所不同，这些县是由大夫的封建采邑重新划定后而设置的、真正具有郡县制意义的县，可视为地方行政制度萌芽的标志（参见第二章第一节）。,平阳,山西省临汾市西南,Single,[{'city': 1410}],City,[],['山西'],['临汾'],['NA'],西南,POINT (110.95969003614391 35.8697002512513),219.4164836,110.95969,35.86970025,中国行政区划通史先秦卷,286,286
49,64,Spring and Autumn Period,晋,《左传》昭公二十八年载：“秋，晋韩宣子卒，魏献子为政”，“分羊舌氏之田以为三县”，“乐霄为铜鞮大夫，赵朝为平阳大夫，僚安为杨氏大夫”。则可知晋顷公十二年晋还置有铜鞮、平阳、杨县。铜鞮在今山西省沁县南。平阳在今山西省临汾市西南。杨本是西周姬姓诸侯国。杨，或作扬，春秋时期为晋所灭，成为羊舌肸之采邑，其地在今山西省洪洞县东南。铜鞮、平阳、杨等三县与上面所提及的祁、平陵、梗阳、涂水、马首、孟等七县（共计为十县），在性质上与其他晋县有所不同，这些县是由大夫的封建采邑重新划定后而设置的、真正具有郡县制意义的县，可视为地方行政制度萌芽的标志（参见第二章第一节）。,杨,山西省洪洞县东南,Single,[{'county': 141024}],County,[],['山西'],['临汾'],['洪洞'],东南,POINT (111.76672382011358 36.20860499514204),60.14682682,111.7667238,36.208605,中国行政区划通史先秦卷,286,286
50,65,Spring and Autumn Period,晋,春秋前期邯郸属卫邑，其地在今河北省邯郸市，后期归于晋国。《左传》定公十年载：“初，卫侯伐邯郸午于寒氏，城其西北而守之，宵熸。”《史记》卷43《赵世家》又曰：“明年（按，指晋定公十五年）春，（赵）简子谓邯郸大夫午曰：‘归我卫士五百家，吾将置之晋阳。’”据上所载，可知午为邯郸县县大夫。又《左传》定公十年为晋定公十三年（前500），故至迟是年晋应置有邯郸县。《左传》哀公四年（前491）云：“九月，赵鞅围邯郸。冬十一月，邯郸降。”则春秋末年邯郸又为赵氏邑。另外，有晋地出土的耸肩尖足空首布“甘丹”，甘丹即邯郸，说明春秋时邯郸已为较大的城市，此可为其时该地已为县添一旁证。以上是对春秋时期晋国所置之县的考订，其中晋武公时一县（荀）、献公时新增两县（耿、魏）、文公时又增九县（阳樊、温、原、茅、州、陉、、鉏、先茅之县)、灵公时又增两县（瓜衍、邢丘）、平公时又增六县（长子、纯留、绛、任、中牟、阎)、顷公时又增十县（邬、祁、平陵、梗阳、涂水、马首、孟、铜、平阳、杨氏）、定公时又增一县（邯郸），共得三十三县。这些县大多分布在河流两侧，尤其主要集中在河水及汾水流域。另外，这些县大多远离晋都城绛，换言之，晋县多分布于晋国的边地。从上面所考订的春秋晋国所设之县的具体情况中，大体可以看出，在春秋中期以前，晋国县与邑同义，即其时的县为县邑之县，虽然其时有些县已作为国君的直属地，有别于以往的采邑，但作为行政单位，与邑可谓无甚大差别。到了春秋后期，晋县的性质已开始发生变化，以往的县邑之县出现了向郡县之县转化的现象。,邯郸,今河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.44668734096498 36.541271873895774),190.7269408,114.4466873,36.54127187,中国行政区划通史先秦卷,286,287
51,66,Spring and Autumn Period,周王室,《左传》僖公二十五年载：周天子将阳樊、温、原、楼茅之田赏给晋文公。然原不降，晋侯率兵围之，“退一舍而原降。迁原伯贯于冀”。杜预注曰：“伯贯，周守原大夫也。”《左传》僖公二十五年为公元前635年，既然此时已有周之守原大夫，则在前635年之前，周已置有原县。该地在今河南省济原市西北。公元前635年之后，原县归晋（参见本章第五节）。原伯贯迁冀（今山西省河津县东北)后，仍称原伯，在《左传》昭公十二年（前530）及十八年分别记有原伯绞与原伯鲁，皆为原伯贯的子孙。或据《左传》昭公十二年及十八年分别记有原伯绞与原伯鲁，而以为在今河南省济原市西北属晋之原县又归周所有，不确，此说实未搞清原县前后的地望变迁。,﻿原县,河南省济原市西北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西北,POINT (112.34344955917784 34.76761299530788),602.4028642,112.3434496,34.767613,中国行政区划通史先秦卷,,288
52,67,Spring and Autumn Period,周王室,《左传》昭公九年载：“周甘人与晋阎嘉争阎田。”杜预注曰：“甘人，甘大夫襄也。”既然甘地有大夫治理，是至迟《左传》昭公九年（前533），周置有甘县。甘县在今河南省洛阳市南。甘为周县之前，乃周襄王弟王子带的封邑。《左传》僖公二十四年载：“初，甘昭公有宠于惠后，惠后将立之，未及而卒。”杜预注曰：“甘昭公，王子带也，食邑于甘。”,﻿甘县,河南省洛阳市南,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],南,POINT (111.88502779612631 33.936568536157154),184.0920369,111.8850278,33.93656854,中国行政区划通史先秦卷,288,288
53,68,Spring and Autumn Period,秦,春秋时期有关秦国设县的史料仅有两则，且均载于《史记》。《史记》卷5《秦本纪》载：“（武公）十年，伐邽、冀戎，初县之。十一年，初县杜、郑。”童书业认为春秋时期秦国还很落后，未必即有县制，《秦本纪》所载秦武公所立之县，或即“县鄙”（按，国之外的地域称鄙）之意。周振鹤亦认为《史记》的这两条史料，并不见于《左传》，是孤证，无法将此作为春秋早期秦国已经设县的依据，其时秦武公只是把邽、冀戎的地盘与杜、郑两地变成秦国的县（鄙）之地而已，并非要理解为秦国当时已设置了邽、冀、杜、郑等县。退而言之，即使武公时已设县，则这些县亦只是县邑之县，还不是郡县之县（参见第二章第一节）。邽县，后称上邽，在今甘肃省天水市；冀县在今甘肃省甘谷县；杜县在今陕西省西安市南，为县前乃亳国地；郑县在今陕西省华县。另有一些有关秦春秋置县的记载，不能作为确证，兹列于下，仅供参考。《汉志》京兆尹下邽县下应劭注曰：“秦武公伐邽戎，置有上邽，故加下。”颜师古注曰：“邽音圭，取邽戎之人而来为此县。”《水经·渭水注》云：“渭水又东迳下邽县故城南，秦伐邽，置邽戎于此。有上，故加下也。”综合上述，可知秦在武公十年（前689）伐邽戎，在其地置（上邽）县之后，又迁其人至渭水流域置下邽县。其地在今陕西省渭南市北。《史记》卷5《秦本纪》载：“（武公）十一年，初县杜、郑。灭小虢。”《元和郡县图志》卷2凤翔府虢县下曰：“古虢国。周文王弟虢叔所封，是曰西虢。后秦武公灭为县。”虢本为西周姬姓诸侯国，有东、西、北虢之分。此处所说的小虢，乃是西虢的支族，其地在今陕西省宝鸡县西。倘《元和郡县图志》所载无误，则秦当在武公十一年（前688）灭小虢后，即置虢县。,﻿上邽县,甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.5352232950286 34.619472378442836),201.4318231,105.5352233,34.61947238,中国行政区划通史先秦卷,,289
53,69,Spring and Autumn Period,秦,春秋时期有关秦国设县的史料仅有两则，且均载于《史记》。《史记》卷5《秦本纪》载：“（武公）十年，伐邽、冀戎，初县之。十一年，初县杜、郑。”童书业认为春秋时期秦国还很落后，未必即有县制，《秦本纪》所载秦武公所立之县，或即“县鄙”（按，国之外的地域称鄙）之意。周振鹤亦认为《史记》的这两条史料，并不见于《左传》，是孤证，无法将此作为春秋早期秦国已经设县的依据，其时秦武公只是把邽、冀戎的地盘与杜、郑两地变成秦国的县（鄙）之地而已，并非要理解为秦国当时已设置了邽、冀、杜、郑等县。退而言之，即使武公时已设县，则这些县亦只是县邑之县，还不是郡县之县（参见第二章第一节）。邽县，后称上邽，在今甘肃省天水市；冀县在今甘肃省甘谷县；杜县在今陕西省西安市南，为县前乃亳国地；郑县在今陕西省华县。另有一些有关秦春秋置县的记载，不能作为确证，兹列于下，仅供参考。《汉志》京兆尹下邽县下应劭注曰：“秦武公伐邽戎，置有上邽，故加下。”颜师古注曰：“邽音圭，取邽戎之人而来为此县。”《水经·渭水注》云：“渭水又东迳下邽县故城南，秦伐邽，置邽戎于此。有上，故加下也。”综合上述，可知秦在武公十年（前689）伐邽戎，在其地置（上邽）县之后，又迁其人至渭水流域置下邽县。其地在今陕西省渭南市北。《史记》卷5《秦本纪》载：“（武公）十一年，初县杜、郑。灭小虢。”《元和郡县图志》卷2凤翔府虢县下曰：“古虢国。周文王弟虢叔所封，是曰西虢。后秦武公灭为县。”虢本为西周姬姓诸侯国，有东、西、北虢之分。此处所说的小虢，乃是西虢的支族，其地在今陕西省宝鸡县西。倘《元和郡县图志》所载无误，则秦当在武公十一年（前688）灭小虢后，即置虢县。,冀县,甘肃省甘谷县,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],,POINT (105.29211680774137 34.798646697617116),61.32412183,105.2921168,34.7986467,中国行政区划通史先秦卷,,289
