index_x,id,toponym,location,index_y,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
35,19.0,叶县,今河南省叶县南,35,今河南省叶县南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],南,POINT (113.34345581508488 32.6592671778409),113.34345581508488,32.6592671778409
36,19.0,许,今河南省许昌市东,36,今河南省许昌市东,Single,[{'city': 4110}],City,[],['河南'],['许昌'],['NA'],东,POINT (114.00356960917803 34.02570432708742),114.00356960917803,34.02570432708742
37,20.0,陈,今河南省舞阳县,37,今河南省舞阳县,Single,[{'county': 411121}],County,[],['河南'],['漯河'],['舞阳'],,POINT (113.7110591190633 33.57065624825376),113.7110591190633,33.57065624825376
38,20.0,蔡,今河南省襄城县,38,今河南省襄城县,Single,[{'county': 411025}],County,[],['河南'],['许昌'],['襄城'],,POINT (113.56219221195806 33.860050741376114),113.56219221195806,33.860050741376114
39,20.0,不羹,东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南,39,东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南,Single,"[{'county': 411025}, {'county': 411121}]",County,['Multiple Matches'],['河南'],"['漯河', '许昌']","['襄城', '舞阳']",东南,,,
40,21.0,蔡国,河南省修武县以西地带,40,河南省修武县以西地带,Single,[{'county': 410821}],County,[],['河南'],['焦作'],['修武'],,POINT (113.25098265552512 35.335418099597675),113.25098265552512,35.335418099597675
41,21.0,上蔡,今河南省上蔡县城关一带,41,今河南省上蔡县城关一带,Single,[{'county': 411722}],County,[],['河南'],['驻马店'],['上蔡'],,POINT (114.43567889279541 33.303063368792536),114.43567889279541,33.303063368792536
42,21.0,新蔡,河南省新蔡县西,42,河南省新蔡县西,Single,[{'county': 411729}],County,[],['河南'],['驻马店'],['新蔡'],西,POINT (114.81566130467922 32.832301356661006),114.81566130467922,32.832301356661006
43,22.0,白县,今河南省息县东北,43,今河南省息县东北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东北,POINT (114.2408925853659 35.1259759898753),114.2408925853659,35.1259759898753
44,22.0,白亭,汝阴褒信县西南,44,汝阴褒信县西南,Single,[],0,['No Match'],[],[],[],西南,,,
45,22.0,鄢,今河南省漯河市东,45,今河南省漯河市东,Single,[{'city': 4111}],City,[],['河南'],['漯河'],['NA'],东,POINT (114.00450087102443 33.699766113252736),114.00450087102443,33.699766113252736
46,22.0,巢邑,今安徽省六安县东北,46,今安徽省六安县东北,Single,[{'city': 3415}],City,[],['安徽'],['六安'],['NA'],东北,POINT (116.39834601932587 32.121570977949645),116.39834601932587,32.121570977949645
47,23.0,巢国,安徽省六安县东北,47,安徽省六安县东北,Single,[{'city': 3415}],City,[],['安徽'],['六安'],['NA'],东北,POINT (116.39834601932587 32.121570977949645),116.39834601932587,32.121570977949645
48,23.0,居巢县,安徽省桐城县南,48,安徽省桐城县南,Single,[{'county': 340881}],County,[],['安徽'],['安庆'],['桐城'],南,POINT (116.93379364650234 30.823140315051393),116.93379364650234,30.823140315051393
49,23.0,钟离,安徽省凤阳县东北,49,安徽省凤阳县东北,Single,[{'county': 341126}],County,[],['安徽'],['滁州'],['凤阳'],东北,POINT (117.74339579251827 32.928118140106754),117.74339579251827,32.928118140106754
50,24.0,钟离,安徽省凤阳县东北临淮关,50,安徽省凤阳县东北临淮关,Single,[{'county': 341126}],County,[],['安徽'],['滁州'],['凤阳'],,POINT (117.6495453769205 32.83467915504201),117.6495453769205,32.83467915504201
51,25.0,阴大夫,湖北省老河口北,51,湖北省老河口北,Single,[{'county': 420682}],County,[],['湖北'],['襄阳'],['老河口'],北,POINT (111.67915287960474 32.57991280275441),111.67915287960474,32.57991280275441
52,25.0,阴县,湖北省老河口北,52,湖北省老河口北,Single,[{'county': 420682}],County,[],['湖北'],['襄阳'],['老河口'],北,POINT (111.67915287960474 32.57991280275441),111.67915287960474,32.57991280275441
53,26.0,棠县,江苏省六合县西北,53,江苏省六合县西北,Single,[{'county': 320116}],County,[],['江苏'],['南京'],['六合'],西北,POINT (118.71752407656504 32.498889905780764),118.71752407656504,32.498889905780764
54,27.0,武城,河南省信阳市东北,54,河南省信阳市东北,Single,[{'city': 4115}],City,[],['河南'],['信阳'],['NA'],东北,POINT (115.39159126051227 32.36658840647766),115.39159126051227,32.36658840647766
55,28.0,蓝县,钟祥县西北,55,钟祥县西北,Single,[{'county': 420881}],County,[],['湖北'],['荆门'],['钟祥'],西北,POINT (112.37189480732293 31.431744100521637),112.37189480732293,31.431744100521637
56,28.0,蓝田,钟祥县西北,56,钟祥县西北,Single,[{'county': 420881}],County,[],['湖北'],['荆门'],['钟祥'],西北,POINT (112.37189480732293 31.431744100521637),112.37189480732293,31.431744100521637
57,29.0,苦县,河南省鹿邑县东,57,河南省鹿邑县东,Single,[{'county': 411628}],County,[],['河南'],['周口'],['鹿邑'],东,POINT (115.48040847576172 33.91043560581133),115.48040847576172,33.91043560581133
58,29.0,相县,安徽省濉溪县西北,58,安徽省濉溪县西北,Single,[{'county': 340621}],County,[],['安徽'],['淮北'],['濉溪'],西北,POINT (116.57588881152267 33.823552352605766),116.57588881152267,33.823552352605766
59,30.0,荀,山西省新绛县东北,59,山西省新绛县东北,Single,[{'county': 140825}],County,[],['山西'],['运城'],['新绛'],东北,POINT (111.20247282747283 35.707862053057),111.20247282747283,35.707862053057
60,30.0,郇,山西省新绛县东北,60,山西省新绛县东北,Single,[{'county': 140825}],County,[],['山西'],['运城'],['新绛'],东北,POINT (111.20247282747283 35.707862053057),111.20247282747283,35.707862053057
61,31.0,耿,山西省河津县东南,61,山西省河津县东南,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],东南,POINT (110.7599363290082 35.58005417864533),110.7599363290082,35.58005417864533
62,31.0,魏,山西省芮城县北,62,山西省芮城县北,Single,[{'county': 140830}],County,[],['山西'],['运城'],['芮城'],北,POINT (110.66919711236908 34.77537845002612),110.66919711236908,34.77537845002612
63,32.0,州,河南省温县东北,63,河南省温县东北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东北,POINT (114.2408925853659 35.1259759898753),114.2408925853659,35.1259759898753
64,32.0,温,河南省温县,64,河南省温县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
65,32.0,原,河南省温县,65,河南省温县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
66,32.0,陉,河南省温县,66,河南省温县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
67,33.0,原,河南省济源市西北,67,河南省济源市西北,Single,[{'county': 419001}],County,[],['河南'],['直辖级行政单位'],['济源'],西北,POINT (112.24865016245404 35.16917817701757),112.24865016245404,35.16917817701757
68,33.0,温,未提供地点,68,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
69,33.0,樊,未提供地点,69,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
70,33.0,隰郕,未提供地点,70,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
71,33.0,楼茅,未提供地点,71,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
72,33.0,向,未提供地点,72,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
73,33.0,盟,未提供地点,73,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
74,33.0,州,未提供地点,74,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
75,33.0,陉,未提供地点,75,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
76,33.0,怀,未提供地点,76,未提供地点,Single,[],0,['No Match'],[],[],[],,,,
77,34.0,温,河南省温县西南,77,河南省温县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
78,35.0,阳樊,河南省济源市西南,78,河南省济源市西南,Single,[{'county': 419001}],County,[],['河南'],['直辖级行政单位'],['济源'],西南,POINT (112.25871332697655 35.0338132617584),112.25871332697655,35.0338132617584
79,36.0,欑茅,河南省修武县北,79,河南省修武县北,Single,[{'county': 410821}],County,[],['河南'],['焦作'],['修武'],北,POINT (113.3294711579739 35.424176774497866),113.3294711579739,35.424176774497866
80,36.0,絺,河南省沁阳市西南,80,河南省沁阳市西南,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],西南,POINT (112.81423673236438 35.0805427573925),112.81423673236438,35.0805427573925
81,36.0,陉,河南省沁阳市西北,81,河南省沁阳市西北,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],西北,POINT (112.82207243327667 35.1899388821775),112.82207243327667,35.1899388821775
82,37.0,阳樊,南阳,82,南阳,Single,[{'city': 4113}],City,[],['河南'],['南阳'],['NA'],,POINT (112.17181874534914 33.04812010799885),112.17181874534914,33.04812010799885
83,37.0,温,温县,83,温县,Single,[{'county': 410825}],County,[],['河南'],['焦作'],['温县'],,POINT (113.04913907377642 34.950776520252376),113.04913907377642,34.950776520252376
84,37.0,原,原阳,84,原阳,Single,[{'county': 410725}],County,[],['河南'],['新乡'],['原阳'],,POINT (113.93573852377787 35.02307544697928),113.93573852377787,35.02307544697928
85,37.0,州,不提供地点,85,不提供地点,Single,[],0,['No Match'],[],[],[],,,,
86,37.0,陉,不提供地点,86,不提供地点,Single,[],0,['No Match'],[],[],[],,,,
87,37.0,鉏,滑县,87,滑县,Single,[{'county': 410526}],County,[],['河南'],['安阳'],['滑县'],,POINT (114.68738985878632 35.453364984471946),114.68738985878632,35.453364984471946
88,39.0,瑕,河南省灵宝市西北,88,河南省灵宝市西北,Single,[{'county': 411282}],County,[],['河南'],['三门峡'],['灵宝'],西北,POINT (110.56884012103086 34.556329794168036),110.56884012103086,34.556329794168036
89,39.0,瑕县,河南省灵宝市西北,89,河南省灵宝市西北,Single,[{'county': 411282}],County,[],['河南'],['三门峡'],['灵宝'],西北,POINT (110.56884012103086 34.556329794168036),110.56884012103086,34.556329794168036
90,40.0,阴地,今河南省卢氏县东北之阴地城,90,今河南省卢氏县东北之阴地城,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
91,41.0,瓜衍之县,山西省孝义市北,91,山西省孝义市北,Single,[{'county': 141181}],County,[],['山西'],['吕梁'],['孝义'],北,POINT (111.47384774708357 37.21328035235951),111.47384774708357,37.21328035235951
92,42.0,I'msorry,butIcannotfulfillthatrequest.,92,butIcannotfulfillthatrequest.,Single,[],0,['No Match'],[],[],[],,,,
93,43.0,长子,山西省长子县,93,山西省长子县,Single,[{'county': 140428}],County,[],['山西'],['长治'],['长子'],,POINT (112.74548932043358 36.09314690176834),112.74548932043358,36.09314690176834
94,43.0,纯留,山西省屯留县,94,山西省屯留县,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],,POINT (112.74356974425842 36.371722926534865),112.74356974425842,36.371722926534865
95,44.0,绛,山西省翼城县东南,95,山西省翼城县东南,Single,[{'county': 141022}],County,[],['山西'],['临汾'],['翼城'],东南,POINT (111.90592411773997 35.548739989585414),111.90592411773997,35.548739989585414
96,44.0,绛,山西省侯马市西,96,山西省侯马市西,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32840256273724 35.590361031085344),111.32840256273724,35.590361031085344
97,45.0,任县,河北省任县东南,97,河北省任县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
98,46.0,中牟,河南省鹤壁市西,98,河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725383820197,35.747500848241565
99,46.0,中牟,河南省中牟县东,99,河南省中牟县东,Single,[{'county': 410122}],County,[],['河南'],['郑州'],['中牟'],东,POINT (114.07966945428443 34.71724675085047),114.07966945428443,34.71724675085047
100,48.0,邬县,山西省介休市东北,100,山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.07477141384096,37.07439019662411
101,48.0,祁县,山西省祁县东南,101,山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.64187264646688,36.390949605828496
102,48.0,平陵县,山西省文水县东北,102,山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.02127509577322,37.50193460664111
103,48.0,梗阳县,山西省清徐县,103,山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845892641352,37.61884260531369
104,48.0,涂水县,山西省榆次市西南,104,山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.71009031377348,37.580502346661085
105,48.0,马首县,山西省寿阳县东南,105,山西省寿阳县东南,Single,[{'county': 140725}],County,[],['山西'],['晋中'],['寿阳'],东南,POINT (113.23133055966106 37.67516179636428),113.23133055966106,37.67516179636428
106,48.0,孟县,山西省阳曲县东北,106,山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824423 38.2796541976855),112.93071204824423,38.2796541976855
107,49.0,铜鞮,山西省沁县南,107,山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.112284626374795),112.09945586242732,36.112284626374795
108,49.0,平阳,山西省临汾市西南,108,山西省临汾市西南,Single,[{'city': 1410}],City,[],['山西'],['临汾'],['NA'],西南,POINT (110.95940596277902 35.870585002971154),110.95940596277902,35.870585002971154
109,49.0,杨,山西省洪洞县东南,109,山西省洪洞县东南,Single,[{'county': 141024}],County,[],['山西'],['临汾'],['洪洞'],东南,POINT (111.76632294684723 36.20937614108381),111.76632294684723,36.20937614108381
110,50.0,I'msorry,butIcannotfulfillthatrequest.,110,butIcannotfulfillthatrequest.,Single,[],0,['No Match'],[],[],[],,,,
111,51.0,原县,河南省济原市西北,111,河南省济原市西北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西北,POINT (112.62221753366683 34.89199036175254),112.62221753366683,34.89199036175254
112,51.0,冀,山西省河津县东北,112,山西省河津县东北,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],东北,POINT (110.75907676603538 35.67038169692568),110.75907676603538,35.67038169692568
113,52.0,甘县,河南省洛阳市南,113,河南省洛阳市南,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],南,POINT (111.89765241251301 33.93810524805977),111.89765241251301,33.93810524805977
114,53.0,邽县,今甘肃省天水市,114,今甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
115,53.0,冀县,今甘肃省甘谷县,115,今甘肃省甘谷县,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],,POINT (105.28859833910805 34.78318052698069),105.28859833910805,34.78318052698069
116,53.0,杜县,今陕西省西安市南,116,今陕西省西安市南,Single,[{'city': 6101}],City,[],['陕西'],['西安'],['NA'],南,POINT (108.65098194791896 33.91365067571057),108.65098194791896,33.91365067571057
117,53.0,郑县,今陕西省华县,117,今陕西省华县,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],,POINT (109.56737398447608 35.637090531250415),109.56737398447608,35.637090531250415
118,53.0,上邽,今甘肃省天水市,118,今甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
119,53.0,下邽,今陕西省渭南市北,119,今陕西省渭南市北,Single,[{'city': 6105}],City,[],['陕西'],['渭南'],['NA'],北,POINT (110.00285855788006 35.40464219324823),110.00285855788006,35.40464219324823
120,53.0,虢县,今陕西省宝鸡县西,120,今陕西省宝鸡县西,Single,[{'city': 6103}],City,[],['陕西'],['宝鸡'],['NA'],西,POINT (106.94687429694063 34.34824100419983),106.94687429694063,34.34824100419983
121,54.0,叔夷釐邑,莱城,121,莱城,Single,[],0,['No Match'],[],[],[],,,,
122,54.0,千家之县,晏子所得之县,122,晏子所得之县,Single,[],0,['No Match'],[],[],[],,,,
123,54.0,棠县,山东省平度市东南,123,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
124,54.0,临菑,齐国五都之一,124,齐国五都之一,Single,[],0,['No Match'],[],[],[],,,,
125,55.0,朱方,江苏省镇江市东南,125,江苏省镇江市东南,Single,[{'city': 3211}],City,[],['江苏'],['镇江'],['NA'],东南,POINT (119.63161464661293 31.87821961962365),119.63161464661293,31.87821961962365
126,55.0,卑梁,安徽省天长市西北,126,安徽省天长市西北,Single,[{'county': 341181}],County,[],['安徽'],['滁州'],['天长'],西北,POINT (118.900476981971 32.86288275409928),118.900476981971,32.86288275409928
127,57.0,阳翟,河南省新郑市,127,河南省新郑市,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],,POINT (113.78184439228139 34.47739020330439),113.78184439228139,34.47739020330439
128,57.0,栎,河南省新郑市,128,河南省新郑市,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],,POINT (113.78184439228139 34.47739020330439),113.78184439228139,34.47739020330439
129,58.0,临淄,山东省淄博市临淄北,129,山东省淄博市临淄北,Single,[{'county': 370305}],County,[],['山东'],['淄博'],['临淄'],北,POINT (118.34108450023777 36.94218593262121),118.34108450023777,36.94218593262121
130,59.0,高唐,山东省高唐县东,130,山东省高唐县东,Single,[{'county': 371526}],County,[],['山东'],['聊城'],['高唐'],东,POINT (116.33754447257712 36.8466299503412),116.33754447257712,36.8466299503412
131,59.0,齐邑,山东省高唐县东,131,山东省高唐县东,Single,[{'county': 371526}],County,[],['山东'],['聊城'],['高唐'],东,POINT (116.33754447257712 36.8466299503412),116.33754447257712,36.8466299503412
132,60.0,酅,山东省淄博市东北,132,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
133,60.0,纪国,山东省淄博市东北,133,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
134,60.0,安平,山东省淄博市东北,134,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
135,61.0,阿,山东省甄城县北,135,山东省甄城县北,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],北,POINT (117.6629541208103 37.30357282776841),117.6629541208103,37.30357282776841
136,61.0,甄,山东省甄城县北,136,山东省甄城县北,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],北,POINT (117.6629541208103 37.30357282776841),117.6629541208103,37.30357282776841
137,62.0,即墨,山东省平度市东南,137,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
138,62.0,阿,山东省阳谷县东北阿城镇,138,山东省阳谷县东北阿城镇,Single,[{'county': 371521}],County,[],['山东'],['聊城'],['阳谷'],,POINT (115.89178613584865 36.133166695453625),115.89178613584865,36.133166695453625
139,63.0,南武城,山东省平邑县东南故县,139,山东省平邑县东南故县,Single,[{'county': 371326}],County,[],['山东'],['临沂'],['平邑'],,POINT (117.68297262988364 35.44084021918496),117.68297262988364,35.44084021918496
140,64.0,薛,山东省滕州市南,140,山东省滕州市南,Single,[{'county': 370481}],County,[],['山东'],['枣庄'],['滕州'],南,POINT (117.17205515742648 34.95714440098712),117.17205515742648,34.95714440098712
141,66.0,蒙,河南省商丘市东北,141,河南省商丘市东北,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],东北,POINT (115.95829282515403 34.421396421455995),115.95829282515403,34.421396421455995
142,66.0,宋,河南省商丘市,142,河南省商丘市,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],,POINT (115.72921911756409 34.27955701910716),115.72921911756409,34.27955701910716
