id,toponym,location,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
37.0,州,今河南省巩义市,今河南省巩义市,Single,[{'county': 410181}],County,[],['河南'],['郑州'],['巩义'],,POINT (113.0759808001721 34.70277642731984),113.0759808001721,34.70277642731984
37.0,陉,今河南省新安县,今河南省新安县,Single,[{'county': 410323}],County,[],['河南'],['洛阳'],['新安'],,POINT (112.11477889252149 34.851623512571),112.11477889252149,34.851623512571
37.0,鉏,今河南省滑县东,今河南省滑县东,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.61564810249254,33.87105993080234
39.0,瑕,河南省灵宝市西北,河南省灵宝市西北,Single,[{'county': 411282}],County,[],['河南'],['三门峡'],['灵宝'],西北,POINT (110.56884012103086 34.556329794168036),110.56884012103086,34.556329794168036
40.0,阴地,今河南省卢氏县东北之阴地城,今河南省卢氏县东北之阴地城,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
41.0,瓜衍之县,今山西省孝义市北,今山西省孝义市北,Single,[{'county': 141181}],County,[],['山西'],['吕梁'],['孝义'],北,POINT (111.47384774708357 37.21328035235951),111.47384774708357,37.21328035235951
42.0,邢丘,今河南省温县东北,今河南省温县东北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东北,POINT (114.2408925853659 35.1259759898753),114.2408925853659,35.1259759898753
43.0,长子,今山西省长子县,今山西省长子县,Single,[{'county': 140428}],County,[],['山西'],['长治'],['长子'],,POINT (112.74548932043358 36.09314690176834),112.74548932043358,36.09314690176834
43.0,纯留,今山西省屯留县东南,今山西省屯留县东南,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],东南,POINT (112.88257085707775 36.28942280041733),112.88257085707775,36.28942280041733
44.0,绛,山西省翼城县东南,山西省翼城县东南,Single,[{'county': 141022}],County,[],['山西'],['临汾'],['翼城'],东南,POINT (111.90592411773997 35.548739989585414),111.90592411773997,35.548739989585414
44.0,新绛,山西省侯马市西,山西省侯马市西,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32840256273724 35.590361031085344),111.32840256273724,35.590361031085344
45.0,任县,今河北省任县东南,今河北省任县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
45.0,邢,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,栾,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,鄗,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,逆,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,阴人,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,盂,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,壶口,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,鲜虞,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
45.0,柏人,不确定,不确定,Single,[],0,['No Match'],[],[],[],,,,
46.0,中牟,今河南省鹤壁市西,今河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725383820197,35.747500848241565
48.0,邬县,山西省介休市东北,山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.07477141384096,37.07439019662411
48.0,祁县,山西省祁县东南,山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.64187264646688,36.390949605828496
48.0,平陵县,山西省文水县东北,山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.02127509577322,37.50193460664111
48.0,梗阳县,山西省清徐县,山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845892641352,37.61884260531369
48.0,涂水县,山西省榆次市西南,山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.71009031377348,37.580502346661085
48.0,马首县,山西省寿阳县东南,山西省寿阳县东南,Single,[{'county': 140725}],County,[],['山西'],['晋中'],['寿阳'],东南,POINT (113.23133055966106 37.67516179636428),113.23133055966106,37.67516179636428
48.0,孟县,山西省阳曲县东北,山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824423 38.2796541976855),112.93071204824423,38.2796541976855
49.0,铜鞮,山西省沁县南,山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.112284626374795),112.09945586242732,36.112284626374795
49.0,平阳,山西省临汾市西南,山西省临汾市西南,Single,[{'city': 1410}],City,[],['山西'],['临汾'],['NA'],西南,POINT (110.95940596277902 35.870585002971154),110.95940596277902,35.870585002971154
49.0,杨,山西省洪洞县东南,山西省洪洞县东南,Single,[{'county': 141024}],County,[],['山西'],['临汾'],['洪洞'],东南,POINT (111.76632294684723 36.20937614108381),111.76632294684723,36.20937614108381
50.0,邯郸,今河北省邯郸市,今河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
50.0,晋阳,今山西省太原市,今山西省太原市,Single,[{'city': 1401}],City,[],['山西'],['太原'],['NA'],,POINT (112.16070994710259 37.945754829647214),112.16070994710259,37.945754829647214
51.0,原,今河南省济源市西北,今河南省济源市西北,Single,[{'county': 419001}],County,[],['河南'],['直辖级行政单位'],['济源'],西北,POINT (112.24865016245404 35.16917817701757),112.24865016245404,35.16917817701757
51.0,冀,今山西省河津县东北,今山西省河津县东北,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],东北,POINT (110.75907676603538 35.67038169692568),110.75907676603538,35.67038169692568
52.0,甘县,今河南省洛阳市南,今河南省洛阳市南,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],南,POINT (111.89765241251301 33.93810524805977),111.89765241251301,33.93810524805977
53.0,邽县,今甘肃省天水市,今甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
53.0,冀县,今甘肃省甘谷县,今甘肃省甘谷县,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],,POINT (105.28859833910805 34.78318052698069),105.28859833910805,34.78318052698069
53.0,杜县,今陕西省西安市南,今陕西省西安市南,Single,[{'city': 6101}],City,[],['陕西'],['西安'],['NA'],南,POINT (108.65098194791896 33.91365067571057),108.65098194791896,33.91365067571057
53.0,郑县,今陕西省华县,今陕西省华县,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],,POINT (109.56737398447608 35.637090531250415),109.56737398447608,35.637090531250415
53.0,下邽县,今陕西省渭南市北,今陕西省渭南市北,Single,[{'city': 6105}],City,[],['陕西'],['渭南'],['NA'],北,POINT (110.00285855788006 35.40464219324823),110.00285855788006,35.40464219324823
53.0,虢县,今陕西省宝鸡县西,今陕西省宝鸡县西,Single,[{'city': 6103}],City,[],['陕西'],['宝鸡'],['NA'],西,POINT (106.94687429694063 34.34824100419983),106.94687429694063,34.34824100419983
54.0,釐邑,莱邑,莱邑,Single,[],0,['No Match'],[],[],[],,,,
54.0,棠县,山东省平度市东南,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
54.0,临菑,齐县,齐县,Single,[],0,['No Match'],[],[],[],,,,
55.0,朱方,江苏省镇江市东南,江苏省镇江市东南,Single,[{'city': 3211}],City,[],['江苏'],['镇江'],['NA'],东南,POINT (119.63161464661293 31.87821961962365),119.63161464661293,31.87821961962365
55.0,卑梁,安徽省天长市西北,安徽省天长市西北,Single,[{'county': 341181}],County,[],['安徽'],['滁州'],['天长'],西北,POINT (118.900476981971 32.86288275409928),118.900476981971,32.86288275409928
57.0,颍水,河南省许昌市,河南省许昌市,Single,[{'city': 4110}],City,[],['河南'],['许昌'],['NA'],,POINT (113.79765786159828 34.05495544900557),113.79765786159828,34.05495544900557
57.0,阳翟县,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
57.0,洛邑,河南省洛阳市,河南省洛阳市,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],,POINT (111.87356488822361 34.31977060650256),111.87356488822361,34.31977060650256
57.0,栎,河南省禹州市阳翟县,河南省禹州市阳翟县,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
58.0,临淄,山东省淄博市临淄北,山东省淄博市临淄北,Single,[{'county': 370305}],County,[],['山东'],['淄博'],['临淄'],北,POINT (118.34108450023777 36.94218593262121),118.34108450023777,36.94218593262121
58.0,薄姑,山东省博兴县,山东省博兴县,Single,[{'county': 371625}],County,[],['山东'],['滨州'],['博兴'],,POINT (118.23437059021434 37.194684366686516),118.23437059021434,37.194684366686516
59.0,高唐,今山东省高唐县东,今山东省高唐县东,Single,[{'county': 371526}],County,[],['山东'],['聊城'],['高唐'],东,POINT (116.33754447257712 36.8466299503412),116.33754447257712,36.8466299503412
60.0,安平,山东省淄博市东北,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
60.0,酅邑,山东省淄博市东北,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
61.0,阿,今山东省诸城市,今山东省诸城市,Single,[{'county': 370782}],County,[],['山东'],['潍坊'],['诸城'],,POINT (119.37945052822 36.03402038661661),119.37945052822,36.03402038661661
61.0,甄,今山东省鄄城县北,今山东省鄄城县北,Single,[{'county': 371726}],County,[],['山东'],['菏泽'],['鄄城'],北,POINT (115.58270784831689 35.67454501942516),115.58270784831689,35.67454501942516
62.0,即墨,山东省平度市东南,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
62.0,阿,山东省阳谷县东北阿城镇,山东省阳谷县东北阿城镇,Single,[{'county': 371521}],County,[],['山东'],['聊城'],['阳谷'],,POINT (115.89178613584865 36.133166695453625),115.89178613584865,36.133166695453625
63.0,南武城,山东省平邑县东南故县,山东省平邑县东南故县,Single,[{'county': 371326}],County,[],['山东'],['临沂'],['平邑'],,POINT (117.68297262988364 35.44084021918496),117.68297262988364,35.44084021918496
64.0,薛,今山东省滕州市南,今山东省滕州市南,Single,[{'county': 370481}],County,[],['山东'],['枣庄'],['滕州'],南,POINT (117.17205515742648 34.95714440098712),117.17205515742648,34.95714440098712
66.0,蒙,河南省商丘市东北,河南省商丘市东北,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],东北,POINT (115.95829282515403 34.421396421455995),115.95829282515403,34.421396421455995
67.0,昌城,山东省淄博市东南昌城,山东省淄博市东南昌城,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],,POINT (117.96631730640821 36.61950115673082),117.96631730640821,36.61950115673082
67.0,昌国,山东省淄博市东南昌城,山东省淄博市东南昌城,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],,POINT (117.96631730640821 36.61950115673082),117.96631730640821,36.61950115673082
68.0,聊城,山东省聊城市西北,山东省聊城市西北,Single,[{'city': 3715}],City,[],['山东'],['聊城'],['NA'],西北,POINT (115.68673769671018 36.7172137829766),115.68673769671018,36.7172137829766
70.0,夜邑,山东省莱州市,山东省莱州市,Single,[{'county': 370683}],County,[],['山东'],['烟台'],['莱州'],,POINT (120.09701381208772 37.238441347532564),120.09701381208772,37.238441347532564
71.0,盖大夫,山东省沂源县东南,山东省沂源县东南,Single,[{'county': 370323}],County,[],['山东'],['淄博'],['沂源'],东南,POINT (118.33226210224501 36.06688060334014),118.33226210224501,36.06688060334014
72.0,平陆都,今山东省汶上县北,今山东省汶上县北,Single,[{'county': 370830}],County,[],['山东'],['济宁'],['汶上'],北,POINT (116.59295916413201 35.83149372436495),116.59295916413201,35.83149372436495
73.0,平陵县,今山东省济南市历城区境内,今山东省济南市历城区境内,Single,[{'county': 370112}],County,[],['山东'],['济南'],['历城'],,POINT (117.26284260196135 36.60358954347619),117.26284260196135,36.60358954347619
75.0,安阳之（法）化,今山东阳谷东北,今山东阳谷东北,Single,[{'county': 371521}],County,[],['山东'],['聊城'],['阳谷'],东北,POINT (115.97938892166233 36.21495568836853),115.97938892166233,36.21495568836853
76.0,阳都,山东省沂水县,山东省沂水县,Single,[{'county': 371323}],County,[],['山东'],['临沂'],['沂水'],,POINT (118.50274072351553 35.906359354284675),118.50274072351553,35.906359354284675
76.0,高密,山东省高密市,山东省高密市,Single,[{'county': 370785}],County,[],['山东'],['潍坊'],['高密'],,POINT (119.70108136939798 36.421014492616436),119.70108136939798,36.421014492616436
76.0,平阿,山东省平阴县,山东省平阴县,Single,[{'county': 370124}],County,[],['山东'],['济南'],['平阴'],,POINT (116.36707217836954 36.21076597362565),116.36707217836954,36.21076597362565
76.0,平陆,山东省平邑县,山东省平邑县,Single,[{'county': 371326}],County,[],['山东'],['临沂'],['平邑'],,POINT (117.68297262988364 35.44084021918496),117.68297262988364,35.44084021918496
77.0,平阳,今山西省临汾市西南,今山西省临汾市西南,Single,[{'city': 1410}],City,[],['山西'],['临汾'],['NA'],西南,POINT (110.95940596277902 35.870585002971154),110.95940596277902,35.870585002971154
77.0,阳翟,今河南省禹州市,今河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
78.0,杨氏县,今山西省洪洞县东南,今山西省洪洞县东南,Single,[{'county': 141024}],County,[],['山西'],['临汾'],['洪洞'],东南,POINT (111.76632294684723 36.20937614108381),111.76632294684723,36.20937614108381
78.0,长子县,今山西省长子县西南,今山西省长子县西南,Single,[{'county': 140428}],County,[],['山西'],['长治'],['长子'],西南,POINT (112.73588058097123 36.03588163416039),112.73588058097123,36.03588163416039
79.0,铜鞮,山西省沁县南,山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.112284626374795),112.09945586242732,36.112284626374795
80.0,屯留,今山西省屯留县南,今山西省屯留县南,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],南,POINT (112.76341635271271 36.273786173312786),112.76341635271271,36.273786173312786
80.0,端氏,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
81.0,京,今河南省荥阳市东南,今河南省荥阳市东南,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东南,POINT (113.42570874873445 34.69745552403848),113.42570874873445,34.69745552403848
81.0,雍丘,郑城京,郑城京,Single,[],0,['No Match'],[],[],[],,,,
