id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty
33,原,今河南省济源市西北,['今河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
34,温,今河南省温县西南,['今河南省温县西南'],西南,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (112.99257268385784 34.893863025996794),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
35,阳樊,河南省济源市西南,['河南省济源市西南'],西南,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.25943466823742 35.03525757751568),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
36,欑茅,河南省修武县北,['河南省修武县北'],北,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.3287401283438 35.42285373701984),['河南省'],['焦作市'],['修武县'],41.84330132,0.991708891
36,絺,河南省沁阳市西南,['河南省沁阳市西南'],西南,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.81479212927705 35.08154068835),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023
36,陉,河南省沁阳市西北,['河南省沁阳市西北'],西北,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.82138557806744 35.190658622595265),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023
37,阳樊,今河南省南阳市,['今河南省南阳市'],,"[['河南', '南阳']]",[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],281.5621608,0.944209411
37,温,今河南省温县,['今河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
37,原,今河南省原阳县,['今河南省原阳县'],,"[['河南', '原阳']]",[{'county': 410725}],County,[],modern,POINT (113.9335926168259 35.022581390415695),['河南省'],['新乡市'],['原阳县'],63.93833859,0.987330835
37,州,今河南省巩义市,['今河南省巩义市'],,"[['河南', '巩义']]",[{'county': 410181}],County,[],modern,POINT (113.07670812825705 34.70520319415691),['河南省'],['郑州市'],['巩义市'],44.34613735,0.991212963
37,陉,今河南省陕县,['今河南省陕县'],,"[['河南', '陕']]",[{'county': 411203}],County,[],modern,POINT (111.40518819323518 34.63864555062233),['河南省'],['三门峡市'],['陕州区'],65.87087084,0.98694791
37,鉏之田,今河南省滑县东,['今河南省滑县东'],东,"[['河南', '滑']]",[{'county': 410526}],County,[],modern,POINT (114.80422719072979 35.49067926779013),['河南省'],['安阳市'],['滑县'],62.36188389,0.987643204
39,瑕县,今河南省灵宝市西北,['今河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],78.79853179,0.984386338
40,阴地,今河南省卢氏县东北之阴地城,['今河南省卢氏县东北之阴地城'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],91.74699459,0.981820644
41,瓜衍之县,今山西省孝义市北,['今山西省孝义市北'],北,"[['山西', '孝义']]",[{'county': 141181}],County,[],modern,POINT (111.47332812158838 37.21365600896934),['山西省'],['吕梁市'],['孝义市'],50.85595132,0.989923065
42,邢丘,今河南省温县东北,['今河南省温县东北'],东北,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.1172096613217 35.004093281468705),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
43,长子,今山西省长子县,['今山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],47.71652397,0.990545132
43,纯留,今山西省屯留县东南,['今山西省屯留县东南'],东南,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.88287121093828 36.268995887901944),['山西省'],['长治市'],['屯留区'],52.61571028,0.989574375
44,绛,山西省翼城县东南,['山西省翼城县东南'],东南,"[['山西', '翼城']]",[{'county': 141022}],County,[],modern,POINT (111.90603287202585 35.548721585602976),['山西省'],['临汾市'],['翼城县'],59.46143143,0.988217919
44,新绛,山西省侯马市西,['山西省侯马市西'],西,"[['山西', '侯马']]",[{'county': 141081}],County,[],modern,POINT (111.32846183259753 35.59036828305365),['山西省'],['临汾市'],['侯马市'],18.11651056,0.996410275
45,羽颉,河北省任县东南,['河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],31.61770578,0.993735059
45,任县,河北省任县东南,['河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],31.61770578,0.993735059
46,中牟,今河南省鹤壁市西,['今河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],70.38062339,0.986054318
48,邬县,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],40.88995185,0.991897794
48,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['山西', '祁']]",[{'county': 140727}],County,[],modern,POINT (112.56366474085573 37.178344199597525),['山西省'],['晋中市'],['祁县'],47.73548334,0.990541376
48,平陵县,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],70.54339101,0.986022066
48,梗阳县,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],40.44159733,0.991986634
48,涂水县,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],59.0183775,0.988305708
48,马首县,山西省寿阳县东南,['山西省寿阳县东南'],东南,"[['山西', '寿阳']]",[{'county': 140725}],County,[],modern,POINT (113.23339424621481 37.67317466233141),['山西省'],['晋中市'],['寿阳县'],65.28824085,0.987063356
48,孟县,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],87.44477665,0.982673113
49,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],61.43167988,0.987827521
49,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],219.4164836,0.956523366
49,杨,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],60.14682682,0.98808211
50,邯郸,今河北省邯郸市,['今河北省邯郸市'],,"[['河北', '邯郸']]",[{'prefecture': 1304}],Prefecture,[],modern,POINT (114.44668734096498 36.541271873895774),['河北省'],['邯郸市'],['NA'],190.7269408,0.962208102
50,晋阳,今山西省太原市,['今山西省太原市'],,"[['山西', '太原']]",[{'prefecture': 1401}],Prefecture,[],modern,POINT (112.16363247158904 37.938105067474794),['山西省'],['太原市'],['NA'],150.1895488,0.970240449
51,原,今河南省济源市西北,['今河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
51,冀,今山西省河津县东北,['今山西省河津县东北'],东北,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.75914438497132 35.67038605850372),['山西省'],['运城市'],['河津市'],35.33819181,0.992997857
52,甘县,今河南省洛阳市南,['今河南省洛阳市南'],南,"[['河南', '洛阳']]",[{'prefecture': 4103}],Prefecture,[],modern,POINT (111.88502779612631 33.936568536157154),['河南省'],['洛阳市'],['NA'],184.0920369,0.963522786
53,邽县,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],201.4318231,0.960086966
53,冀县,今甘肃省甘谷县,['今甘肃省甘谷县'],,"[['甘肃', '甘谷']]",[{'county': 620523}],County,[],modern,POINT (105.29211680774137 34.798646697617116),['甘肃省'],['天水市'],['甘谷县'],61.32412183,0.987848833
53,杜县,今陕西省西安市南,['今陕西省西安市南'],南,"[['陕西', '西安', '']]",[{'county': 610102}],County,[],modern,POINT (109.00912340681806 34.250181297737655),['陕西省'],['西安市'],['新城区'],9.406437512,0.998136146
53,郑县,今陕西省华县,['今陕西省华县'],,"[['陕西', '华']]",[{'county': 610503}],County,[],modern,POINT (109.79253308275264 34.415757407111215),['陕西省'],['渭南市'],['华州区'],51.39288001,0.989816675
53,下邽县,今陕西省渭南市北,['今陕西省渭南市北'],北,"[['陕西', '渭南']]",[{'prefecture': 6105}],Prefecture,[],modern,POINT (110.00115251300494 35.400639776140196),['陕西省'],['渭南市'],['NA'],197.4939403,0.960867244
53,虢县,今陕西省宝鸡县西,['今陕西省宝鸡县西'],西,"[['陕西', '宝鸡', '']]",[{'county': 610303}],County,[],modern,POINT (107.0234891672807 34.446506655867054),['陕西省'],['宝鸡市'],['金台区'],39.19364265,0.992233912
54,棠县,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],75.75054554,0.984990286
54,临菑,齐国五都之一,['齐国五都之一'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
55,朱方,今江苏省镇江市东南,['今江苏省镇江市东南'],东南,"[['江苏', '镇江']]",[{'prefecture': 3211}],Prefecture,[],modern,POINT (119.62245573671458 31.889315970181663),['江苏省'],['镇江市'],['NA'],96.77066532,0.98082522
55,卑梁,今安徽省天长市西北,['今安徽省天长市西北'],西北,"[['安徽', '天长']]",[{'county': 341181}],County,[],modern,POINT (118.8655749544128 32.823934315023585),['安徽省'],['滁州市'],['天长市'],60.45801971,0.988020448
57,颍水,河南阳城阳翟,['河南阳城阳翟'],,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.58890162690777 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433
57,栎,今阳翟,['今阳翟'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
58,临淄,今山东省淄博市临淄北,['今山东省淄博市临淄北'],北,"[['山东', '淄博', '临淄']]",[{'county': 370305}],County,[],modern,POINT (118.33493738075714 36.92475525528664),['山东省'],['淄博市'],['临淄区'],43.10172805,0.991459538
58,薄姑,今山东省博兴县,['今山东省博兴县'],,"[['山东', '博兴']]",[{'county': 371625}],County,[],modern,POINT (118.23400008749486 37.1945877552475),['山东省'],['滨州市'],['博兴县'],48.63679615,0.990362783
59,高唐,山东省高唐县东,['山东省高唐县东'],东,"[['山东', '高唐']]",[{'county': 371526}],County,[],modern,POINT (116.33732372305903 36.84298649357507),['山东省'],['聊城市'],['高唐县'],45.36134352,0.991011803
60,安平,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084
60,酅邑,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084
61,阿县,今山东省邹城市,['今山东省邹城市'],,"[['山东', '邹城']]",[{'county': 370883}],County,[],modern,POINT (117.10011420251385 35.336480986820426),['山东省'],['济宁市'],['邹城市'],68.01856213,0.986522352
61,甄城,今山东省甄城县北,['今山东省甄城县北'],北,"[['山东', '']]",[{'county': 370103}],County,[],modern,POINT (117.00726465536935 36.61871069504737),['山东省'],['济南市'],['市中区'],29.95470545,0.994064576
62,即墨,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],75.75054554,0.984990286
62,阿,山东省阳谷县东北阿城镇,['山东省阳谷县东北阿城镇'],,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.89599300368246 36.13660391775855),['山东省'],['聊城市'],['阳谷县'],51.79464603,0.989737066
63,南武城,山东省平邑县东南故县,['山东省平邑县东南故县'],,"[['山东', '平邑']]",[{'county': 371326}],County,[],modern,POINT (117.69571212322336 35.43307694006579),['山东省'],['临沂市'],['平邑县'],65.66592939,0.986988518
64,薛,今山东省滕州市南,['今山东省滕州市南'],南,"[['山东', '滕州']]",[{'county': 370481}],County,[],modern,POINT (117.18857537588664 34.957232410003584),['山东省'],['枣庄市'],['滕州市'],56.84437582,0.988736479
66,蒙,今河南省商丘市东北,['今河南省商丘市东北'],东北,"[['河南', '商丘']]",[{'prefecture': 4114}],Prefecture,[],modern,POINT (115.94129939141018 34.46248224368045),['河南省'],['商丘市'],['NA'],188.6200494,0.962625576
67,昌城,山东省淄博市东南昌城,['山东省淄博市东南昌城'],,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (117.97021332650442 36.600497675699785),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084
68,聊城,山东省聊城市西北,['山东省聊城市西北'],西北,"[['山东', '聊城']]",[{'prefecture': 3715}],Prefecture,[],modern,POINT (115.67934270139241 36.72552756576119),['山东省'],['聊城市'],['NA'],163.68846,0.967565686
70,夜邑,山东省莱州市,['山东省莱州市'],,"[['山东', '莱州']]",[{'county': 370683}],County,[],modern,POINT (120.09115158114481 37.237674681837504),['山东省'],['烟台市'],['莱州市'],70.68717372,0.985993576
71,盖大夫,山东省沂源县东南,['山东省沂源县东南'],东南,"[['山东', '沂源']]",[{'county': 370323}],County,[],modern,POINT (118.34226760773868 36.068079813885504),['山东省'],['淄博市'],['沂源县'],57.28950744,0.988648278
72,平陆都,今山东省汶上县北,['今山东省汶上县北'],北,"[['山东', '汶上']]",[{'county': 370830}],County,[],modern,POINT (116.59036192116336 35.83594935953927),['山东省'],['济宁市'],['汶上县'],52.95605999,0.989506936
73,平陵县,今山东省济南市历城区境内,['今山东省济南市历城区境内'],,"[['山东', '济南', '历城']]",[{'county': 370112}],County,[],modern,POINT (117.26419499342173 36.60683837397319),['山东省'],['济南市'],['历城区'],64.03915346,0.987310858
75,安阳,今山东阳谷东北,['今山东阳谷东北'],东北,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.97405502340088 36.23617323228588),['山东省'],['聊城市'],['阳谷县'],51.79464603,0.989737066
76,阳都,今山东省沂水县一带,['今山东省沂水县一带'],,"[['山东', '沂水']]",[{'county': 371323}],County,[],modern,POINT (118.4998252027747 35.896948852100344),['山东省'],['临沂市'],['沂水县'],81.56099993,0.983838964
