,id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty,closeness,target_toponym
22,11.0,郢,湖北省,['湖北省'],,"[['湖北', '']]",[{'county': 420102}],County,[],modern,POINT (114.30711292635868 30.644739465750042),['湖北省'],['武汉市'],['江岸区'],17.17430851,0.996596969,0.0,
23,11.0,番,湖北省,['湖北省'],,"[['湖北', '']]",[{'county': 420102}],County,[],modern,POINT (114.30711292635868 30.644739465750042),['湖北省'],['武汉市'],['江岸区'],17.17430851,0.996596969,0.0,
24,11.0,鄢,河南省,['河南省'],,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.58890162690777 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433,0.0,
25,13.0,庸,湖北省竹山县西南,['湖北省竹山县西南'],西南,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.02016358021368 32.23409831660457),['湖北省'],['十堰市'],['竹山县'],125.8539942,0.975062457,1.0,﻿庸
26,14.0,宛丘,河南省淮阳县,['河南省淮阳县'],,"[['河南', '淮阳']]",[{'county': 411603}],County,[],modern,POINT (114.83825605453461 33.678069228952864),['河南省'],['周口市'],['淮阳区'],64.09541647,0.98729971,0.0,
27,15.0,沈尹,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
28,15.0,沈尹寿,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
29,15.0,沈尹射,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
30,15.0,沈尹赤,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
31,15.0,沈尹戌,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
32,15.0,沈尹朱,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
33,16.0,城父,今河南省襄城县西（即宝丰县东）,['今河南省襄城县西（即宝丰县东）'],,"[['河南', '宝丰'], ['河南', '襄城']]","[{'county': 410421}, {'county': 411025}]",County,['Multiple Matches'],modern,POINT (113.29144226228192 33.89082190857292),['河南省'],"['平顶山市', '许昌市']","['襄城县', '宝丰县']",56.45968555,0.988812704,1.0,﻿城父
34,17.0,郧,今湖北省钟祥县北境,['今湖北省钟祥县北境'],,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.59551676913844 31.17367125516534),['湖北省'],['荆门市'],['钟祥市'],100.1772377,0.980150219,0.0,﻿郧
35,17.0,郧公钟仪,今湖北省钟祥县北境,['今湖北省钟祥县北境'],,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.59551676913844 31.17367125516534),['湖北省'],['荆门市'],['钟祥市'],100.1772377,0.980150219,0.0,
36,18.0,州来,安徽省凤台县,['安徽省凤台县'],,"[['安徽', '凤台']]",[{'county': 340421}],County,[],modern,POINT (116.58463247421815 32.77307801044718),['安徽省'],['淮南市'],['凤台县'],55.82160225,0.988939138,1.0,州来
37,19.0,叶县,今河南省叶县南,['今河南省叶县南'],南,"[['河南', '叶']]",[{'county': 410422}],County,[],modern,POINT (113.25559749685087 33.447944054547875),['河南省'],['平顶山市'],['叶县'],59.43074139,0.988224,1.0,﻿叶
38,19.0,许,今河南省许昌市东,['今河南省许昌市东'],东,"[['河南', '许昌']]",[{'prefecture': 4110}],Prefecture,[],modern,POINT (114.00400805581671 34.01837218896118),['河南省'],['许昌市'],['NA'],125.9937488,0.975034765,0.0,
39,20.0,陈,今河南省舞阳县,['今河南省舞阳县'],,"[['河南', '舞阳']]",[{'county': 411121}],County,[],modern,POINT (113.70915388481939 33.56876739318649),['河南省'],['漯河市'],['舞阳县'],41.26131085,0.991824211,0.0,
40,20.0,蔡,今河南省襄城县,['今河南省襄城县'],,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],44.64150679,0.991154437,0.0,
41,20.0,不羹,东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南,['东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南'],东南,"[['河南', '襄城'], ['河南', '舞阳']]","[{'county': 411025}, {'county': 411121}]",County,['Multiple Matches'],modern,POINT (113.62220628277615 33.70610714392495),['河南省'],"['漯河市', '许昌市']","['舞阳县', '襄城县']",70.57892619,0.986015025,0.8758878947560753,东不羹
42,21.0,蔡,商王畿内的河南省修武县以西地带,['商王畿内的河南省修武县以西地带'],,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.25353098993187 35.333201968868536),['河南省'],['焦作市'],['修武县'],41.84330132,0.991708891,0.0,上蔡
43,21.0,上蔡,今河南省上蔡县城关一带,['今河南省上蔡县城关一带'],,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.43138227105428 33.31576190188675),['河南省'],['驻马店市'],['上蔡县'],59.4675017,0.988216716,1.0,上蔡
44,21.0,新蔡,今河南省新蔡县西,['今河南省新蔡县西'],西,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.80801318705777 32.8026341611258),['河南省'],['驻马店市'],['新蔡县'],53.79125465,0.989341445,1.0,新蔡
45,21.0,方城,楚县,['楚县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
46,22.0,白县,今河南省息县东北,['今河南省息县东北'],东北,"[['河南', '息']]",[{'county': 411528}],County,[],modern,POINT (114.96554789924187 32.544173435995944),['河南省'],['信阳市'],['息县'],63.4238693,0.987432775,1.0,﻿白
47,22.0,白亭,汝阴褒信县西南,['汝阴褒信县西南'],西南,[['']],[{'county': 150102}],County,[],modern,POINT (111.73351218984058 40.88661615248347),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
48,22.0,鄢,今河南省漯河市东,['今河南省漯河市东'],东,"[['河南', '漯河']]",[{'prefecture': 4111}],Prefecture,[],modern,POINT (114.0007136693999 33.71990268071875),['河南省'],['漯河市'],['NA'],82.05264287,0.983741546,0.0,
49,22.0,巢,今安徽省六安县东北,['今安徽省六安县东北'],东北,"[['安徽', '六安']]",[{'prefecture': 3415}],Prefecture,[],modern,POINT (116.38500765126264 32.11546780411756),['安徽省'],['六安市'],['NA'],187.4399413,0.96285941,0.0,
50,23.0,巢国,汉晋的居巢县,['汉晋的居巢县'],,[['居巢']],[{'county': 340181}],County,[],modern,POINT (117.72066247412639 31.638888083545453),['安徽省'],['合肥市'],['巢湖市'],84.99596116,0.983158338,0.16840587804739582,﻿居巢
51,23.0,钟离,今安徽省凤阳县东北,['今安徽省凤阳县东北'],东北,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.72595438088499 32.928151831793116),['安徽省'],['滁州市'],['凤阳县'],78.72892723,0.98440013,0.0,
52,24.0,钟离,安徽省凤阳县东北临淮关,['安徽省凤阳县东北临淮关'],,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.61672510764127 32.84248527073355),['安徽省'],['滁州市'],['凤阳县'],78.72892723,0.98440013,1.0,﻿钟离
53,25.0,阴大夫,湖北省老河口北,['湖北省老河口北'],北,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.67881903115388 32.57905262069674),['湖北省'],['襄阳市'],['老河口市'],51.66357793,0.989763037,0.0,
54,25.0,阴县,湖北省老河口北,['湖北省老河口北'],北,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.67881903115388 32.57905262069674),['湖北省'],['襄阳市'],['老河口市'],51.66357793,0.989763037,1.0,﻿阴
55,26.0,棠县,江苏省六合县西北,['江苏省六合县西北'],西北,"[['江苏', '六合']]",[{'county': 320116}],County,[],modern,POINT (118.71467117795228 32.50284665302389),['江苏省'],['南京市'],['六合区'],62.0393857,0.987707106,1.0,﻿棠
56,27.0,武城,河南省信阳市东北,['河南省信阳市东北'],东北,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (115.3846284156569 32.34860379712833),['河南省'],['信阳市'],['NA'],217.9936215,0.956805302,1.0,﻿武城
57,28.0,蓝县,成臼附近,['成臼附近'],,[['成']],[{'county': 621221}],County,[],modern,POINT (105.69706389135146 33.77029862141447),['甘肃省'],['陇南市'],['成县'],55.86384215,0.988930769,0.0,﻿蓝
58,29.0,苦县,河南省鹿邑县东,['河南省鹿邑县东'],东,"[['河南', '鹿邑']]",[{'county': 411628}],County,[],modern,POINT (115.47993533666437 33.906247185226704),['河南省'],['周口市'],['鹿邑县'],60.25245178,0.988061181,1.0,﻿苦
59,29.0,相县,安徽省濉溪县西北,['安徽省濉溪县西北'],西北,"[['安徽', '濉溪']]",[{'county': 340621}],County,[],modern,POINT (116.57220905011505 33.81557706191165),['安徽省'],['淮北市'],['濉溪县'],78.00848627,0.984542882,0.0,
60,30.0,荀,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923,1.0,﻿荀
61,30.0,荀国,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923,1.0,﻿荀
62,30.0,荀县,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923,1.0,﻿荀
63,31.0,耿,山西省河津县东南,['山西省河津县东南'],东南,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.7598338169628 35.58016543415298),['山西省'],['运城市'],['河津市'],35.33819181,0.992997857,1.0,﻿耿
64,31.0,魏,山西省芮城县北,['山西省芮城县北'],北,"[['山西', '芮城']]",[{'county': 140830}],County,[],modern,POINT (110.66961129097986 34.77434754112491),['山西省'],['运城市'],['芮城县'],65.72258329,0.986977293,1.0,魏
65,32.0,州,河南省温县东北,['河南省温县东北'],东北,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.1172096613217 35.004093281468705),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,1.0,州
66,32.0,温,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,0.0,
67,32.0,原,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,0.0,
68,32.0,陉,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,0.0,
69,33.0,原,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675,1.0,﻿原
70,34.0,温,河南省温县西南,['河南省温县西南'],西南,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (112.99257268385784 34.893863025996794),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,1.0,﻿温
71,34.0,郑,河南省温县西南,['河南省温县西南'],西南,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (112.99257268385784 34.893863025996794),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,0.0,
72,35.0,阳樊,河南省济源市西南,['河南省济源市西南'],西南,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.25943466823742 35.03525757751568),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675,1.0,﻿阳樊
73,36.0,欑茅,河南省修武县北,['河南省修武县北'],北,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.3287401283438 35.42285373701984),['河南省'],['焦作市'],['修武县'],41.84330132,0.991708891,1.0,﻿欑茅
74,36.0,絺,河南省沁阳市西南,['河南省沁阳市西南'],西南,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.81479212927705 35.08154068835),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023,1.0,絺
75,36.0,陉,河南省沁阳市西北,['河南省沁阳市西北'],西北,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.82138557806744 35.190658622595265),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023,1.0,陉
76,37.0,阳樊,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],281.5621608,0.944209411,0.0,
77,37.0,温,温县,['温县'],,[['温']],[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,0.0,
78,37.0,原,原阳,['原阳'],,[['原阳']],[{'county': 410725}],County,[],modern,POINT (113.9335926168259 35.022581390415695),['河南省'],['新乡市'],['原阳县'],63.93833859,0.987330835,0.0,
79,37.0,州,州县,['州县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
80,37.0,陉,陉县,['陉县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
81,37.0,鉏,滑县,['滑县'],,[['滑']],[{'county': 410526}],County,[],modern,POINT (114.6888574525372 35.46150507797576),['河南省'],['安阳市'],['滑县'],62.36188389,0.987643204,0.9257121821880339,鉏
82,39.0,瑕,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],78.79853179,0.984386338,1.0,﻿瑕
83,39.0,瑕县,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],78.79853179,0.984386338,1.0,﻿瑕
84,40.0,阴地,今河南省卢氏县东北之阴地城,['今河南省卢氏县东北之阴地城'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],91.74699459,0.981820644,1.0,﻿阴地
85,41.0,瓜衍之县,山西省孝义市北,['山西省孝义市北'],北,"[['山西', '孝义']]",[{'county': 141181}],County,[],modern,POINT (111.47332812158838 37.21365600896934),['山西省'],['吕梁市'],['孝义市'],50.85595132,0.989923065,0.0,
86,43.0,长子,山西省长子县,['山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],47.71652397,0.990545132,1.0,﻿长子
87,43.0,纯留,山西省屯留县,['山西省屯留县'],,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],52.61571028,0.989574375,0.7632293424753275,纯留
88,44.0,绛,山西省翼城县东南,['山西省翼城县东南'],东南,"[['山西', '翼城']]",[{'county': 141022}],County,[],modern,POINT (111.90603287202585 35.548721585602976),['山西省'],['临汾市'],['翼城县'],59.46143143,0.988217919,0.8993660599601341,﻿绛
89,44.0,绛,山西省侯马市西,['山西省侯马市西'],西,"[['山西', '侯马']]",[{'county': 141081}],County,[],modern,POINT (111.32846183259753 35.59036828305365),['山西省'],['临汾市'],['侯马市'],18.11651056,0.996410275,0.12383619839571353,﻿绛
90,45.0,任县,河北省任县东南,['河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],31.61770578,0.993735059,1.0,﻿任
91,46.0,中牟,河南省鹤壁市西,['河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],70.38062339,0.986054318,1.0,﻿中牟
92,46.0,中牟,河南省中牟县东,['河南省中牟县东'],东,"[['河南', '中牟']]",[{'county': 410122}],County,[],modern,POINT (114.07987773020048 34.7153547336753),['河南省'],['郑州市'],['中牟县'],61.33837284,0.987846009,0.0,﻿中牟
93,48.0,邬县,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],40.88995185,0.991897794,1.0,﻿邬
94,48.0,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['山西', '祁']]",[{'county': 140727}],County,[],modern,POINT (112.56366474085573 37.178344199597525),['山西省'],['晋中市'],['祁县'],47.73548334,0.990541376,1.0,祁
95,48.0,平陵县,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],70.54339101,0.986022066,1.0,平陵
96,48.0,梗阳县,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],40.44159733,0.991986634,1.0,梗阳
97,48.0,涂水县,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],59.0183775,0.988305708,1.0,涂水
98,48.0,马首县,山西省寿阳县东南,['山西省寿阳县东南'],东南,"[['山西', '寿阳']]",[{'county': 140725}],County,[],modern,POINT (113.23339424621481 37.67317466233141),['山西省'],['晋中市'],['寿阳县'],65.28824085,0.987063356,1.0,马首
99,48.0,孟县,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],87.44477665,0.982673113,0.0,
100,49.0,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],61.43167988,0.987827521,1.0,﻿铜鞮
101,49.0,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],219.4164836,0.956523366,1.0,平阳
102,49.0,杨,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],60.14682682,0.98808211,1.0,杨
103,50.0,邯郸,河北省邯郸市,['河北省邯郸市'],,"[['河北', '邯郸']]",[{'prefecture': 1304}],Prefecture,[],modern,POINT (114.44668734096498 36.541271873895774),['河北省'],['邯郸市'],['NA'],190.7269408,0.962208102,1.0,邯郸
104,51.0,原县,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675,1.0,﻿原
105,51.0,冀,山西省河津县东北,['山西省河津县东北'],东北,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.75914438497132 35.67038605850372),['山西省'],['运城市'],['河津市'],35.33819181,0.992997857,0.0,
106,52.0,甘县,今河南省洛阳市南,['今河南省洛阳市南'],南,"[['河南', '洛阳']]",[{'prefecture': 4103}],Prefecture,[],modern,POINT (111.88502779612631 33.936568536157154),['河南省'],['洛阳市'],['NA'],184.0920369,0.963522786,1.0,﻿甘
107,53.0,邽县,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],201.4318231,0.960086966,1.0,﻿上邽
108,53.0,冀县,今甘肃省甘谷县,['今甘肃省甘谷县'],,"[['甘肃', '甘谷']]",[{'county': 620523}],County,[],modern,POINT (105.29211680774137 34.798646697617116),['甘肃省'],['天水市'],['甘谷县'],61.32412183,0.987848833,1.0,冀
109,53.0,杜县,今陕西省西安市南,['今陕西省西安市南'],南,"[['陕西', '西安', '']]",[{'county': 610102}],County,[],modern,POINT (109.00912340681806 34.250181297737655),['陕西省'],['西安市'],['新城区'],9.406437512,0.998136146,1.0,杜
110,53.0,郑县,今陕西省华县,['今陕西省华县'],,"[['陕西', '华']]",[{'county': 610503}],County,[],modern,POINT (109.79253308275264 34.415757407111215),['陕西省'],['渭南市'],['华州区'],51.39288001,0.989816675,1.0,郑
