id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty
11,鄢,河南省,['河南省'],,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.58890162690777 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433
13,庸,湖北省竹山县西南,['湖北省竹山县西南'],西南,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.02016358021368 32.23409831660457),['湖北省'],['十堰市'],['竹山县'],125.8539942,0.975062457
14,宛丘,河南省淮阳县,['河南省淮阳县'],,"[['河南', '淮阳']]",[{'county': 411603}],County,[],modern,POINT (114.83825605453461 33.678069228952864),['河南省'],['周口市'],['淮阳区'],64.09541647,0.98729971
15,沈尹,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
15,沈尹寿,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
15,沈尹射,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
15,沈尹赤,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
15,沈尹戌,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
15,沈尹朱,沈县,['沈县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
16,城父,今河南省襄城县西（即宝丰县东）,['今河南省襄城县西（即宝丰县东）'],,"[['河南', '宝丰'], ['河南', '襄城']]","[{'county': 410421}, {'county': 411025}]",County,['Multiple Matches'],modern,POINT (113.29144226228192 33.89082190857292),['河南省'],"['平顶山市', '许昌市']","['襄城县', '宝丰县']",56.45968555,0.988812704
17,郧,今湖北省钟祥县北境,['今湖北省钟祥县北境'],,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.59551676913844 31.17367125516534),['湖北省'],['荆门市'],['钟祥市'],100.1772377,0.980150219
17,郧公钟仪,今湖北省钟祥县北境,['今湖北省钟祥县北境'],,"[['湖北', '钟祥']]",[{'county': 420881}],County,[],modern,POINT (112.59551676913844 31.17367125516534),['湖北省'],['荆门市'],['钟祥市'],100.1772377,0.980150219
18,州来,安徽省凤台县,['安徽省凤台县'],,"[['安徽', '凤台']]",[{'county': 340421}],County,[],modern,POINT (116.58463247421815 32.77307801044718),['安徽省'],['淮南市'],['凤台县'],55.82160225,0.988939138
19,叶县,今河南省叶县南,['今河南省叶县南'],南,"[['河南', '叶']]",[{'county': 410422}],County,[],modern,POINT (113.25559749685087 33.447944054547875),['河南省'],['平顶山市'],['叶县'],59.43074139,0.988224
19,许,今河南省许昌市东,['今河南省许昌市东'],东,"[['河南', '许昌']]",[{'prefecture': 4110}],Prefecture,[],modern,POINT (114.00400805581671 34.01837218896118),['河南省'],['许昌市'],['NA'],125.9937488,0.975034765
20,陈,今河南省舞阳县,['今河南省舞阳县'],,"[['河南', '舞阳']]",[{'county': 411121}],County,[],modern,POINT (113.70915388481939 33.56876739318649),['河南省'],['漯河市'],['舞阳县'],41.26131085,0.991824211
20,蔡,今河南省襄城县,['今河南省襄城县'],,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],44.64150679,0.991154437
20,不羹,东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南,['东不羹在今河南省舞阳县西北，西不羹在今河南省襄城县东南'],东南,"[['河南', '襄城'], ['河南', '舞阳']]","[{'county': 411025}, {'county': 411121}]",County,['Multiple Matches'],modern,POINT (113.62220628277615 33.70610714392495),['河南省'],"['漯河市', '许昌市']","['舞阳县', '襄城县']",70.57892619,0.986015025
21,蔡,商王畿内的河南省修武县以西地带,['商王畿内的河南省修武县以西地带'],,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.25353098993187 35.333201968868536),['河南省'],['焦作市'],['修武县'],41.84330132,0.991708891
21,上蔡,今河南省上蔡县城关一带,['今河南省上蔡县城关一带'],,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.43138227105428 33.31576190188675),['河南省'],['驻马店市'],['上蔡县'],59.4675017,0.988216716
21,新蔡,今河南省新蔡县西,['今河南省新蔡县西'],西,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.80801318705777 32.8026341611258),['河南省'],['驻马店市'],['新蔡县'],53.79125465,0.989341445
21,方城,楚县,['楚县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
22,白县,今河南省息县东北,['今河南省息县东北'],东北,"[['河南', '息']]",[{'county': 411528}],County,[],modern,POINT (114.96554789924187 32.544173435995944),['河南省'],['信阳市'],['息县'],63.4238693,0.987432775
22,白亭,汝阴褒信县西南,['汝阴褒信县西南'],西南,[['']],[{'county': 150102}],County,[],modern,POINT (111.73351218984058 40.88661615248347),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
22,鄢,今河南省漯河市东,['今河南省漯河市东'],东,"[['河南', '漯河']]",[{'prefecture': 4111}],Prefecture,[],modern,POINT (114.0007136693999 33.71990268071875),['河南省'],['漯河市'],['NA'],82.05264287,0.983741546
22,巢,今安徽省六安县东北,['今安徽省六安县东北'],东北,"[['安徽', '六安']]",[{'prefecture': 3415}],Prefecture,[],modern,POINT (116.38500765126264 32.11546780411756),['安徽省'],['六安市'],['NA'],187.4399413,0.96285941
23,巢国,汉晋的居巢县,['汉晋的居巢县'],,[['居巢']],[{'county': 340181}],County,[],modern,POINT (117.72066247412639 31.638888083545453),['安徽省'],['合肥市'],['巢湖市'],84.99596116,0.983158338
23,钟离,今安徽省凤阳县东北,['今安徽省凤阳县东北'],东北,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.72595438088499 32.928151831793116),['安徽省'],['滁州市'],['凤阳县'],78.72892723,0.98440013
24,钟离,安徽省凤阳县东北临淮关,['安徽省凤阳县东北临淮关'],,"[['安徽', '凤阳']]",[{'county': 341126}],County,[],modern,POINT (117.61672510764127 32.84248527073355),['安徽省'],['滁州市'],['凤阳县'],78.72892723,0.98440013
25,阴大夫,湖北省老河口北,['湖北省老河口北'],北,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.67881903115388 32.57905262069674),['湖北省'],['襄阳市'],['老河口市'],51.66357793,0.989763037
25,阴县,湖北省老河口北,['湖北省老河口北'],北,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.67881903115388 32.57905262069674),['湖北省'],['襄阳市'],['老河口市'],51.66357793,0.989763037
26,棠县,江苏省六合县西北,['江苏省六合县西北'],西北,"[['江苏', '六合']]",[{'county': 320116}],County,[],modern,POINT (118.71467117795228 32.50284665302389),['江苏省'],['南京市'],['六合区'],62.0393857,0.987707106
27,武城,河南省信阳市东北,['河南省信阳市东北'],东北,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (115.3846284156569 32.34860379712833),['河南省'],['信阳市'],['NA'],217.9936215,0.956805302
28,蓝县,成臼附近,['成臼附近'],,[['成']],[{'county': 621221}],County,[],modern,POINT (105.69706389135146 33.77029862141447),['甘肃省'],['陇南市'],['成县'],55.86384215,0.988930769
29,苦县,河南省鹿邑县东,['河南省鹿邑县东'],东,"[['河南', '鹿邑']]",[{'county': 411628}],County,[],modern,POINT (115.47993533666437 33.906247185226704),['河南省'],['周口市'],['鹿邑县'],60.25245178,0.988061181
29,相县,安徽省濉溪县西北,['安徽省濉溪县西北'],西北,"[['安徽', '濉溪']]",[{'county': 340621}],County,[],modern,POINT (116.57220905011505 33.81557706191165),['安徽省'],['淮北市'],['濉溪县'],78.00848627,0.984542882
30,荀,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923
30,荀国,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923
30,荀县,山西省新绛县东北,['山西省新绛县东北'],东北,"[['山西', '新绛']]",[{'county': 140825}],County,[],modern,POINT (111.20238728567072 35.707798259774584),['山西省'],['运城市'],['新绛县'],40.22313184,0.992029923
31,耿,山西省河津县东南,['山西省河津县东南'],东南,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.7598338169628 35.58016543415298),['山西省'],['运城市'],['河津市'],35.33819181,0.992997857
31,魏,山西省芮城县北,['山西省芮城县北'],北,"[['山西', '芮城']]",[{'county': 140830}],County,[],modern,POINT (110.66961129097986 34.77434754112491),['山西省'],['运城市'],['芮城县'],65.72258329,0.986977293
32,州,河南省温县东北,['河南省温县东北'],东北,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.1172096613217 35.004093281468705),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
32,温,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
32,原,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
32,陉,河南省温县,['河南省温县'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
33,原,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
34,温,河南省温县西南,['河南省温县西南'],西南,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (112.99257268385784 34.893863025996794),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
34,郑,河南省温县西南,['河南省温县西南'],西南,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (112.99257268385784 34.893863025996794),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
35,阳樊,河南省济源市西南,['河南省济源市西南'],西南,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.25943466823742 35.03525757751568),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
36,欑茅,河南省修武县北,['河南省修武县北'],北,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.3287401283438 35.42285373701984),['河南省'],['焦作市'],['修武县'],41.84330132,0.991708891
36,絺,河南省沁阳市西南,['河南省沁阳市西南'],西南,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.81479212927705 35.08154068835),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023
36,陉,河南省沁阳市西北,['河南省沁阳市西北'],西北,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.82138557806744 35.190658622595265),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023
37,阳樊,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],281.5621608,0.944209411
37,温,温县,['温县'],,[['温']],[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219
37,原,原阳,['原阳'],,[['原阳']],[{'county': 410725}],County,[],modern,POINT (113.9335926168259 35.022581390415695),['河南省'],['新乡市'],['原阳县'],63.93833859,0.987330835
37,州,州县,['州县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
37,陉,陉县,['陉县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
37,鉏,滑县,['滑县'],,[['滑']],[{'county': 410526}],County,[],modern,POINT (114.6888574525372 35.46150507797576),['河南省'],['安阳市'],['滑县'],62.36188389,0.987643204
39,瑕,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],78.79853179,0.984386338
39,瑕县,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],78.79853179,0.984386338
40,阴地,今河南省卢氏县东北之阴地城,['今河南省卢氏县东北之阴地城'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],91.74699459,0.981820644
41,瓜衍之县,山西省孝义市北,['山西省孝义市北'],北,"[['山西', '孝义']]",[{'county': 141181}],County,[],modern,POINT (111.47332812158838 37.21365600896934),['山西省'],['吕梁市'],['孝义市'],50.85595132,0.989923065
43,长子,山西省长子县,['山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],47.71652397,0.990545132
43,纯留,山西省屯留县,['山西省屯留县'],,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],52.61571028,0.989574375
44,绛,山西省翼城县东南,['山西省翼城县东南'],东南,"[['山西', '翼城']]",[{'county': 141022}],County,[],modern,POINT (111.90603287202585 35.548721585602976),['山西省'],['临汾市'],['翼城县'],59.46143143,0.988217919
44,绛,山西省侯马市西,['山西省侯马市西'],西,"[['山西', '侯马']]",[{'county': 141081}],County,[],modern,POINT (111.32846183259753 35.59036828305365),['山西省'],['临汾市'],['侯马市'],18.11651056,0.996410275
45,任县,河北省任县东南,['河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],31.61770578,0.993735059
46,中牟,河南省鹤壁市西,['河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],70.38062339,0.986054318
46,中牟,河南省中牟县东,['河南省中牟县东'],东,"[['河南', '中牟']]",[{'county': 410122}],County,[],modern,POINT (114.07987773020048 34.7153547336753),['河南省'],['郑州市'],['中牟县'],61.33837284,0.987846009
48,邬县,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],40.88995185,0.991897794
48,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['山西', '祁']]",[{'county': 140727}],County,[],modern,POINT (112.56366474085573 37.178344199597525),['山西省'],['晋中市'],['祁县'],47.73548334,0.990541376
48,平陵县,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],70.54339101,0.986022066
48,梗阳县,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],40.44159733,0.991986634
48,涂水县,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],59.0183775,0.988305708
48,马首县,山西省寿阳县东南,['山西省寿阳县东南'],东南,"[['山西', '寿阳']]",[{'county': 140725}],County,[],modern,POINT (113.23339424621481 37.67317466233141),['山西省'],['晋中市'],['寿阳县'],65.28824085,0.987063356
48,孟县,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],87.44477665,0.982673113
49,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],61.43167988,0.987827521
49,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],219.4164836,0.956523366
49,杨,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],60.14682682,0.98808211
50,邯郸,河北省邯郸市,['河北省邯郸市'],,"[['河北', '邯郸']]",[{'prefecture': 1304}],Prefecture,[],modern,POINT (114.44668734096498 36.541271873895774),['河北省'],['邯郸市'],['NA'],190.7269408,0.962208102
51,原县,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],66.0486936,0.986912675
51,冀,山西省河津县东北,['山西省河津县东北'],东北,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.75914438497132 35.67038605850372),['山西省'],['运城市'],['河津市'],35.33819181,0.992997857
52,甘县,今河南省洛阳市南,['今河南省洛阳市南'],南,"[['河南', '洛阳']]",[{'prefecture': 4103}],Prefecture,[],modern,POINT (111.88502779612631 33.936568536157154),['河南省'],['洛阳市'],['NA'],184.0920369,0.963522786
53,邽县,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],201.4318231,0.960086966
53,冀县,今甘肃省甘谷县,['今甘肃省甘谷县'],,"[['甘肃', '甘谷']]",[{'county': 620523}],County,[],modern,POINT (105.29211680774137 34.798646697617116),['甘肃省'],['天水市'],['甘谷县'],61.32412183,0.987848833
53,杜县,今陕西省西安市南,['今陕西省西安市南'],南,"[['陕西', '西安', '']]",[{'county': 610102}],County,[],modern,POINT (109.00912340681806 34.250181297737655),['陕西省'],['西安市'],['新城区'],9.406437512,0.998136146
53,郑县,今陕西省华县,['今陕西省华县'],,"[['陕西', '华']]",[{'county': 610503}],County,[],modern,POINT (109.79253308275264 34.415757407111215),['陕西省'],['渭南市'],['华州区'],51.39288001,0.989816675
53,上邽,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],201.4318231,0.960086966
53,下邽,今陕西省渭南市北,['今陕西省渭南市北'],北,"[['陕西', '渭南']]",[{'prefecture': 6105}],Prefecture,[],modern,POINT (110.00115251300494 35.400639776140196),['陕西省'],['渭南市'],['NA'],197.4939403,0.960867244
53,虢县,今陕西省宝鸡县西,['今陕西省宝鸡县西'],西,"[['陕西', '宝鸡', '']]",[{'county': 610303}],County,[],modern,POINT (107.0234891672807 34.446506655867054),['陕西省'],['宝鸡市'],['金台区'],39.19364265,0.992233912
54,叔夷釐邑,莱邑,['莱邑'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
54,晏子得到的是千家之县,晏子得到的是千家之县,['晏子得到的是千家之县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
54,棠县,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],75.75054554,0.984990286
55,朱方,江苏省镇江市东南,['江苏省镇江市东南'],东南,"[['江苏', '镇江']]",[{'prefecture': 3211}],Prefecture,[],modern,POINT (119.62245573671458 31.889315970181663),['江苏省'],['镇江市'],['NA'],96.77066532,0.98082522
55,卑梁,安徽省天长市西北,['安徽省天长市西北'],西北,"[['安徽', '天长']]",[{'county': 341181}],County,[],modern,POINT (118.8655749544128 32.823934315023585),['安徽省'],['滁州市'],['天长市'],60.45801971,0.988020448
57,阳翟县,河南阳城,['河南阳城'],,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.58890162690777 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433
57,栎,阳翟,['阳翟'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513
58,临淄,山东省淄博市临淄北,['山东省淄博市临淄北'],北,"[['山东', '淄博', '临淄']]",[{'county': 370305}],County,[],modern,POINT (118.33493738075714 36.92475525528664),['山东省'],['淄博市'],['临淄区'],43.10172805,0.991459538
59,高唐,山东省高唐县东,['山东省高唐县东'],东,"[['山东', '高唐']]",[{'county': 371526}],County,[],modern,POINT (116.33732372305903 36.84298649357507),['山东省'],['聊城市'],['高唐县'],45.36134352,0.991011803
