id,toponym,location
190.0,恭昌,恭昌
190.0,匋阳,匋阳
190.0,方城,固安县南
191.0,邓,湖北省襄樊市西北
192.0,湖阳,河南省唐河县西南
193.0,竟陵,湖北省潜江市西北
194.0,苦,河南省鹿邑县东
195.0,期思,河南省淮滨县东南期思乡
196.0,寝,安徽省临泉县
197.0,鄀,湖北省宜城市东南
198.0,宛,南阳市
198.0,申县,南阳市
199.0,楚县,今河南省西峡县
199.0,白羽,今河南省西峡县
200.0,叶县,今河南省叶县南
201.0,阴,湖北省老河口市北
202.0,息本,河南省息县西南
202.0,楚县,河南省息县西南
202.0,楚南阳郡,河南省息县西南
203.0,武城,河南省信阳市东北
204.0,上庸,湖北省竹山县西南
205.0,随国,湖北省随州市
206.0,鄢,湖北省宜城县东南楚王城
206.0,郢,湖北省宜城县
207.0,陈县,今河南省淮阳县
207.0,陈麦,陈
207.0,陈,楚顷襄王东徒治于陈县
208.0,沈国,河南省平舆县北
208.0,平县,河南省平舆县
209.0,莒,山东省莒县
209.0,计斤,山东省胶州市西南
210.0,鲁阳公,河南省鲁山县
211.0,临沅,湖南省常德市西
212.0,广陵,今江苏省扬州市西北
213.0,居巢,安徽省六安县东北
214.0,吴国,江苏省苏州市
215.0,蔡,河南省上蔡县城关一带
215.0,新蔡,河南省新蔡县
215.0,州来,安徽省凤台县
215.0,下蔡,安徽省凤台县
215.0,上蔡,楚县
217.0,钟离,安徽省凤阳县东北临淮关
218.0,朱方县,江苏省镇江市东丹徒镇
220.0,汝水,襄城县故城南
220.0,楚,襄城县
220.0,襄城君,流水之上
223.0,兰陵,山东省苍山县西南
224.0,寿春,安徽省寿县
225.0,秦县,甘肃省天水市
225.0,上邽县,甘肃省天水市
225.5,秦县,甘肃省甘谷县东
225.5,汉志,天水郡
226.0,邽,陕西省渭南市北
226.0,渭水,陕西省渭南市北
227.0,秦县,陕西省西安市南
227.0,杜县,陕西省西安市南
228.0,秦县,陕西省华县
229.0,虢国,陕西省宝鸡县西
231.0,大荔,陕西省大荔县东
231.0,临晋,陕西省大荔县
233.0,频阳县,陕西省富平县东北
233.0,东乡,陕西省富平县
234.0,雍城,陕西省凤翔县西南
234.0,泾阳,陕西省泾阳县
235.0,籍姑,陕西省韩城市北
235.0,庞,陕西省韩城市东南
236.0,堑洛,陕西省蒲城县南
236.0,城重泉,陕西省蒲城县南
237.0,栎阳,陕西省临潼县东北
237.0,栎邑,陕西省临潼县东北
238.0,蓝田,陕西省蓝田县西
242.0,高陵,陕西省高陵县
243.0,邰,陕西省武功县西南
243.0,斄,陕西省武功县西北
243.0,美阳,陕西省武功县西北
243.0,武功,陕西省眉县东
244.0,咸阳,陕西省咸阳市东
244.0,渭城,陕西省咸阳市东
245.0,武城,陕西华县东北
246.0,商,弘农商县
246.0,於,弘农
246.0,邬,丹凤县西北
249.0,陕县,河南省陕县西南
255.0,义渠,甘肃省庆阳市西南
256.0,南郑,陕西省汉中市
258.0,朐衍,宁夏回族自治区盐池县
258.0,义渠,秦县
258.0,大荔,秦县
258.0,乌氏,秦县
259.0,巴子国都城,重庆市嘉陵江北岸
259.0,巴郡,江州
260.0,鱼复县,今重庆市奉节县东白帝城
261.0,阆中县,四川省阆中市
262.0,天彭门,汶山
262.0,天彭阙,湔氏县
264.0,乌氏,乌氏县在今宁夏回族自治区固原市东南
265.0,成都,四川省成都市
266.0,成都,四川省成都市
266.0,郫城,四川省郫县
267.0,成都,四川省
267.0,郫,四川省
267.0,临邛,四川省邛崃市
268.0,郿邑,陕西省眉县东北
270.0,宜阳,山西省垣曲县东南
270.0,武遂,山西省垣曲县东南
275.0,广衍,内蒙古自治区准格尔旗西南
275.0,漆垣,内蒙古自治区准格尔旗南
277.0,邯郸,陕西省延安市东南
277.0,定阳,陕西省延安市东南
284.0,梗阳,汉时太原郡榆次县下
290.0,狄道,甘肃省临洮县
293.0,穰,河南省邓州市
293.0,鄢郢,穰县故城南
294.0,筑阳县,湖北省谷城县东
295.0,枳,重庆市涪陵区东北
295.0,枳县,重庆市涪陵区
296.0,郢,江陵县西北纪南城
299.0,巫本,重庆市巫山县北
299.0,巫县,重庆市巫山县
303.0,华阳,河南省新郑市北
304.0,卷地,河南省原阳县西南原武西北
304.0,卷县,河南省原阳县西南原武西北
307.0,陶,山东省定陶县
308.0,郏地,河南省洛阳市西
308.0,河南,河南省
309.0,汝水,河南省汝州市西南
309.0,三里水,梁县西北
311.0,缑氏,河南偃师市东南
312.0,纶,洛州嵩县
312.0,蔺,西河
314.0,宁新中,河南省安阳市南
314.0,安阳,河南省安阳市
315.0,郑县,今河南新郑
315.0,韩桓惠王九年至三十四年、韩王安元年到八年由郑县令监造的铭文,郑县
318.0,穀城,河南省洛阳市西北
318.0,平阴,河南省孟津县东北
318.0,偃师,河南省偃师市东
318.0,巩,河南省巩义西南
319.0,成周城,洛阳县东北二十六里
319.0,洛阳,洛阳县
319.0,雒阳,洛阳
324.0,尉氏县,河南省尉氏县
325.0,邘国,河南省沁阳市西北
325.0,邘台,野王县西北三十里
326.0,安陆,湖北省云梦县
327.0,酸枣,陈留郡
327.0,燕,东郡
327.0,长平,汝南县
327.0,雍丘,陈留郡
327.0,山阳,河内郡
328.0,濮阳,河南省濮阳市西南
328.0,野王,濮阳县
332.0,云阳县,今陕西省淳化县西北
334.0,丽邑,陕西省临潼县东北
334.0,新丰,陕西省临潼县
335.0,颍川郡,阳翟县
342.0,蓟,今北京城西南隅
342.0,蓟县,蓟城
345.0,承匡,河南省睢县
345.0,襄陵,河南省睢县
347.0,砀山县,安徽省砀山县南
348.0,睢阳,河南省商丘市南
348.0,宋,河南省商丘市南
348.0,砀郡,河南省商丘市南
350.0,新都,安徽省太和县北
351.0,鲁县,曲阜市
356.0,沛,江苏省沛县
357.0,相邑,安徽省濉溪县西北
357.0,相县,安徽省濉溪县
363.0,青阳地,湖南省长沙市
363.0,临湘,湖南省长沙市
364.0,罗国,湖北省宜城市
364.0,罗国,湖北省枝江市
364.0,罗国,湖南省汨罗市
364.0,罗县,湖北省宜城市
364.0,罗县,湖南省汨罗市
364.0,罗水,湖北省宜城县
364.0,罗县城,湖南省湘阴县
366.0,吴国都城,江苏省苏州市
366.0,吴,江苏省苏州市
366.0,会稽郡,江苏省苏州市
367.0,朱方县,丹徒县
370.0,迁陵,湖南龙山里耶城址
371.0,酉阳,湖南省永顺县南
373.0,零阳,湖南省慈利县东
373.0,秦县,湖南省慈利县东
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
